生詞,pinyin,生詞越南文,生詞泰文,生詞英文,例句,例句越南語翻譯,例句泰文翻譯,例句英文翻譯
客人,kè rén,khách,ลูกค้า / แขก,customer / guest,書店的客人常常小聲說話，不會吵到別人。,"Khách của hiệu sách thường nói nhỏ, không làm ồn người khác.",ลูกค้าของร้านหนังสือมักพูดเสียงเบา ไม่รบกวนคนอื่น,The bookstore customers often speak quietly and do not disturb others.
有禮貌,yǒu lǐ mào,lịch sự / lễ phép,มีมารยาท,polite,那裡的客人很有禮貌，買書以前都會先問店員。,"Khách ở đó rất lịch sự, trước khi mua sách đều hỏi nhân viên trước.",ลูกค้าที่นั่นมีมารยาทมาก ก่อนซื้อหนังสือจะถามพนักงานก่อน,The customers there are polite and ask the clerk before buying books.
新書,xīn shū,sách mới,หนังสือใหม่,new book,新書的味道有一點奇怪，可是小王還是喜歡書店。,"Mùi của sách mới hơi lạ, nhưng Tiểu Vương vẫn thích hiệu sách.",กลิ่นของหนังสือใหม่แปลกนิดหน่อย แต่เสี่ยวหวังก็ยังชอบร้านหนังสือ,"New books smell a little strange, but Xiaowang still likes the bookstore."
味道,wèi dào,mùi / vị,กลิ่น / รสชาติ,smell / taste,這本新書的味道很重，小美看書的時候有點不舒服。,"Mùi của cuốn sách mới này rất nồng, Tiểu Mỹ hơi khó chịu khi đọc.",กลิ่นของหนังสือใหม่เล่มนี้แรงมาก เสี่ยวเหม่ยรู้สึกไม่ค่อยสบายตอนอ่าน,"This new book has a strong smell, and Xiaomei felt a little uncomfortable while reading it."
奇怪,qí guài,kỳ lạ,แปลก,strange,這杯飲料的味道很奇怪，我不太想喝。,"Mùi vị của ly đồ uống này rất lạ, tôi không muốn uống lắm.",รสชาติของเครื่องดื่มแก้วนี้แปลกมาก ฉันไม่ค่อยอยากดื่ม,"This drink tastes strange, so I do not really want to drink it."
願意,yuàn yì,sẵn lòng / chịu,ยินดี / เต็มใจ,be willing to,雖然書店有新書的味道，我還是願意去那裡工作。,"Mặc dù hiệu sách có mùi sách mới, tôi vẫn sẵn lòng đến đó làm việc.",แม้ว่าร้านหนังสือจะมีกลิ่นหนังสือใหม่ ฉันก็ยังยินดีไปทำงานที่นั่น,"Although the bookstore smells of new books, I am still willing to work there."
心情,xīn qíng,tâm trạng,อารมณ์ / ความรู้สึก,mood,在書店工作的時候，我的心情總是特別好。,"Khi làm việc ở hiệu sách, tâm trạng của tôi luôn đặc biệt tốt.",เวลาทำงานที่ร้านหนังสือ อารมณ์ของฉันมักดีเป็นพิเศษ,"When I work at the bookstore, my mood is always especially good."
總是,zǒng shì,luôn luôn,มักจะ / เสมอ,always,小美總是下課以後去書店看書。,Tiểu Mỹ luôn đến hiệu sách đọc sách sau giờ học.,เสี่ยวเหม่ยมักไปอ่านหนังสือที่ร้านหนังสือหลังเลิกเรียนเสมอ,Xiaomei always goes to the bookstore to read after class.
特別,tè bié,đặc biệt,พิเศษ / เป็นพิเศษ,especially / special,客人有禮貌的時候，店員的心情特別好。,"Khi khách lịch sự, tâm trạng của nhân viên đặc biệt tốt.",เวลาลูกค้ามีมารยาท พนักงานจะอารมณ์ดีเป็นพิเศษ,"When customers are polite, the clerk is in an especially good mood."
工作經驗,gōng zuò jīng yàn,kinh nghiệm làm việc,ประสบการณ์ทำงาน,work experience,因為我常常打工，所以有很多工作經驗。,Vì tôi thường đi làm thêm nên có nhiều kinh nghiệm làm việc.,เพราะฉันทำงานพิเศษบ่อย จึงมีประสบการณ์ทำงานมาก,"Because I often work part-time, I have a lot of work experience."
