生詞,pinyin,生詞越南文,生詞泰文,生詞英文,例句,例句越南語翻譯,例句泰文翻譯,例句英文翻譯
飲料,yǐn liào,đồ uống / thức uống,เครื่องดื่ม,drink / beverage,這杯飲料太甜了，小林想加一點水。,"Ly đồ uống này quá ngọt, Tiểu Lâm muốn thêm một chút nước.",เครื่องดื่มแก้วนี้หวานเกินไป เสี่ยวหลินอยากเติมน้ำนิดหน่อย,"This drink is too sweet, so Xiaolin wants to add a little water."
甜,tián,ngọt,หวาน,sweet,這家店的蛋糕很甜，小朋友都很喜歡。,"Bánh của tiệm này rất ngọt, trẻ em đều rất thích.",เค้กของร้านนี้หวานมาก เด็ก ๆ ชอบมาก,"The cakes at this shop are sweet, and children like them very much."
水,shuǐ,nước,น้ำ,water,天氣很熱的時候，老師請學生多喝水。,"Khi trời rất nóng, giáo viên bảo học sinh uống nhiều nước.",เวลาที่อากาศร้อนมาก ครูให้นักเรียนดื่มน้ำมากขึ้น,"When the weather is hot, the teacher asks students to drink more water."
冰,bīng,đá / nước đá,น้ำแข็ง,ice,小美覺得果汁不夠冷，所以放了一點冰。,Tiểu Mỹ thấy nước trái cây chưa đủ lạnh nên cho một ít đá.,เสี่ยวเหม่ยคิดว่าน้ำผลไม้ยังไม่เย็นพอ จึงใส่น้ำแข็งนิดหน่อย,"Xiaomei thought the juice was not cold enough, so she added some ice."
糖,táng,đường,น้ำตาล,sugar,爸爸喝咖啡的時候，不喜歡加糖。,"Khi bố uống cà phê, ông không thích thêm đường.",เวลาพ่อดื่มกาแฟ เขาไม่ชอบใส่น้ำตาล,Dad does not like to add sugar when he drinks coffee.
牛奶,niú nǎi,sữa bò,นม,milk,林小姐昨天晚上睡覺以前喝了一杯牛奶。,"Tối qua trước khi ngủ, cô Lâm uống một ly sữa.",เมื่อคืนก่อนนอน คุณหลินดื่มนมหนึ่งแก้ว,Miss Lin drank a glass of milk before going to bed last night.
看書,kàn shū,đọc sách,อ่านหนังสือ,read books,哥哥睡覺以前喜歡看書，不喜歡打遊戲。,"Trước khi ngủ, anh trai thích đọc sách, không thích chơi game.",ก่อนนอนพี่ชายชอบอ่านหนังสือ ไม่ชอบเล่นเกม,My older brother likes reading books before bed and does not like playing games.
起床,qǐ chuáng,thức dậy,ตื่นนอน,get up,他今天很晚才起床，所以起床以後就吃午餐。,"Hôm nay cậu ấy dậy rất muộn, nên sau khi dậy thì ăn trưa.",วันนี้เขาตื่นสายมาก ดังนั้นหลังตื่นนอนก็กินอาหารกลางวันเลย,"He got up very late today, so he ate lunch after getting up."
晚,wǎn,muộn / trễ,สาย / ดึก,late,因為公車來得很晚，小華今天上課遲到了。,"Vì xe buýt đến rất muộn, hôm nay Tiểu Hoa đi học trễ.",เพราะรถเมล์มาช้ามาก วันนี้เสี่ยวหัวจึงเข้าเรียนสาย,"Because the bus came late, Xiaohua was late for class today."
午餐,wǔ cān,bữa trưa,อาหารกลางวัน,lunch,小王上午很忙，所以十二點半才吃午餐。,"Buổi sáng Tiểu Vương rất bận, nên mười hai rưỡi mới ăn trưa.",ตอนเช้าเสี่ยวหวังยุ่งมาก จึงกินอาหารกลางวันตอนสิบสองโมงครึ่ง,"Xiaowang was busy in the morning, so he did not eat lunch until 12:30."
房間,fáng jiān,phòng,ห้อง,room,房間的門跟窗戶都是關著的，所以裡面很安靜。,Cửa và cửa sổ của căn phòng đều đóng nên bên trong rất yên tĩnh.,ประตูและหน้าต่างของห้องปิดอยู่ทั้งหมด ดังนั้นข้างในจึงเงียบมาก,"The room’s door and windows are all closed, so it is quiet inside."
門,mén,cửa,ประตู,door,王先生出門以前，記得把門關好。,"Trước khi ra ngoài, ông Vương nhớ đóng cửa cẩn thận.",ก่อนออกจากบ้าน คุณหวังจำได้ว่าต้องปิดประตูให้ดี,Mr. Wang remembered to close the door before going out.
窗戶,chuāng hù,cửa sổ,หน้าต่าง,window,天氣很熱，老師把教室的窗戶打開了。,"Trời rất nóng, giáo viên mở cửa sổ lớp học.",อากาศร้อนมาก ครูเปิดหน้าต่างห้องเรียน,"The weather was hot, so the teacher opened the classroom windows."
V著,V zhe,đang / ở trạng thái...,กำลัง / อยู่ในสภาพ...,ongoing state marker,小明進來的時候，門開著，燈也開著。,"Khi Tiểu Minh bước vào, cửa đang mở và đèn cũng đang bật.",ตอนเสี่ยวหมิงเข้ามา ประตูเปิดอยู่ และไฟก็เปิดอยู่,"When Xiaoming came in, the door was open and the light was on."
關著,guān zhe,đang đóng,ปิดอยู่,closed,晚上風很大，所以媽媽讓孩子把窗戶關著。,Buổi tối gió rất lớn nên mẹ bảo con để cửa sổ đóng.,ตอนกลางคืนลมแรงมาก แม่จึงให้ลูกปิดหน้าต่างไว้,"The wind was strong at night, so Mom told the child to keep the window closed."
開著,kāi zhe,đang mở / bật,เปิดอยู่,open / turned on,教室裡沒有人，可是電燈還開著。,"Trong lớp học không có ai, nhưng đèn vẫn đang bật.",ในห้องเรียนไม่มีคน แต่ไฟยังเปิดอยู่,"There was no one in the classroom, but the light was still on."
很晚睡覺,hěn wǎn shuì jiào,ngủ rất muộn,นอนดึกมาก,go to bed very late,大明昨天很晚睡覺，因為電影太好看了。,Hôm qua Đại Minh ngủ rất muộn vì bộ phim quá hay.,เมื่อวานต้าหมิงนอนดึกมาก เพราะหนังสนุกมาก,Daming went to bed very late yesterday because the movie was very good.
電影,diàn yǐng,phim,ภาพยนตร์ / หนัง,movie,週末的時候，我和朋友一起去電影院看電影。,"Cuối tuần, tôi và bạn cùng đi rạp xem phim.",วันหยุดสุดสัปดาห์ ฉันกับเพื่อนไปโรงหนังดูหนังด้วยกัน,"On the weekend, my friend and I went to the movie theater to watch a movie."
好看,hǎo kàn,hay / đẹp,สนุก / ดูดี,interesting to watch / good-looking,這部電影很好看，所以大家都想再看一次。,Bộ phim này rất hay nên mọi người đều muốn xem lại lần nữa.,หนังเรื่องนี้สนุกมาก ทุกคนจึงอยากดูอีกครั้ง,"This movie is very good, so everyone wants to watch it again."
經過,jīng guò,đi qua / đi ngang qua,ผ่าน,pass by / go through,經過兩個路口以後，就會看見公園旁邊的車站。,"Sau khi đi qua hai giao lộ, bạn sẽ thấy trạm xe cạnh công viên.",หลังจากผ่านสี่แยกสองแห่งแล้ว ก็จะเห็นสถานีข้างสวนสาธารณะ,"After passing two intersections, you will see the station beside the park."
路口,lù kǒu,giao lộ / ngã tư,ทางแยก,intersection,請你在第二個路口右轉，銀行就在前面。,"Xin bạn rẽ phải ở giao lộ thứ hai, ngân hàng ở ngay phía trước.",กรุณาเลี้ยวขวาที่สี่แยกที่สอง ธนาคารอยู่ข้างหน้า,Please turn right at the second intersection; the bank is ahead.
看見,kàn jiàn,nhìn thấy,เห็น,see,小華走進教室以後，看見老師已經到了。,"Sau khi Tiểu Hoa bước vào lớp, cô ấy nhìn thấy giáo viên đã đến.",หลังเสี่ยวหัวเดินเข้าห้องเรียน เธอเห็นว่าครูมาถึงแล้ว,"After Xiaohua entered the classroom, she saw that the teacher had arrived."
公園,gōng yuán,công viên,สวนสาธารณะ,park,爸爸每天早上都到公園散步。,Bố sáng nào cũng đến công viên đi dạo.,พ่อไปเดินเล่นที่สวนสาธารณะทุกเช้า,Dad goes to the park for a walk every morning.
旁邊,páng biān,bên cạnh,ข้าง ๆ,beside / next to,學校旁邊有一家早餐店，學生常常去那裡買東西。,"Bên cạnh trường có một tiệm ăn sáng, học sinh thường đến đó mua đồ.",ข้างโรงเรียนมีร้านอาหารเช้าหนึ่งร้าน นักเรียนมักไปซื้อของที่นั่น,"There is a breakfast shop beside the school, and students often buy things there."
車站,chē zhàn,trạm xe / ga,สถานี / ป้ายรถ,station / bus stop,下課以後，小美在車站等公車回家。,"Sau khi tan học, Tiểu Mỹ đợi xe buýt ở trạm để về nhà.",หลังเลิกเรียน เสี่ยวเหม่ยรอรถเมล์ที่ป้ายเพื่อกลับบ้าน,"After class, Xiaomei waited for the bus at the station to go home."
已經,yǐ jīng,đã,แล้ว,already,她已經寫完作業，正在房間裡聽音樂。,Cô ấy đã làm xong bài tập và đang nghe nhạc trong phòng.,เธอทำการบ้านเสร็จแล้ว และกำลังฟังเพลงอยู่ในห้อง,She has already finished her homework and is listening to music in her room.
寫完,xiě wán,viết xong / làm xong,เขียนเสร็จ,finish writing,小明寫完作業以後，才可以出去打球。,"Sau khi Tiểu Minh làm xong bài tập, cậu ấy mới có thể ra ngoài chơi bóng.",หลังเสี่ยวหมิงทำการบ้านเสร็จ เขาจึงออกไปเล่นบอลได้,"After Xiaoming finishes his homework, he can go out to play ball."
作業,zuò yè,bài tập,การบ้าน,homework,老師今天給了很多作業，學生們都要在家做完。,"Hôm nay giáo viên giao rất nhiều bài tập, học sinh đều phải làm xong ở nhà.",วันนี้ครูให้การบ้านเยอะมาก นักเรียนทุกคนต้องทำให้เสร็จที่บ้าน,"The teacher gave a lot of homework today, and the students must finish it at home."
聽,tīng,nghe,ฟัง,listen,小美一邊吃早餐，一邊聽新聞。,Tiểu Mỹ vừa ăn sáng vừa nghe tin tức.,เสี่ยวเหม่ยกินอาหารเช้าไปด้วย ฟังข่าวไปด้วย,Xiaomei listened to the news while eating breakfast.
音樂,yīn yuè,âm nhạc,ดนตรี / เพลง,music,哥哥喜歡安靜的音樂，晚上常常聽音樂休息。,"Anh trai thích nhạc yên tĩnh, buổi tối thường nghe nhạc để nghỉ ngơi.",พี่ชายชอบเพลงเงียบ ๆ ตอนกลางคืนมักฟังเพลงเพื่อพักผ่อน,My older brother likes quiet music and often listens to music at night to relax.
太累了,tài lèi le,quá mệt,เหนื่อยเกินไป,too tired,他看書看得太累了，所以躺在床上就睡著了。,"Cậu ấy đọc sách đến quá mệt, nên vừa nằm lên giường đã ngủ thiếp đi.",เขาอ่านหนังสือจนเหนื่อยเกินไป พอนอนบนเตียงก็หลับไปเลย,"He became too tired from reading, so he fell asleep as soon as he lay on the bed."
躺,tǎng,nằm,นอนลง,lie down,媽媽身體不舒服，所以躺在沙發上休息。,Mẹ không khỏe nên nằm trên ghế sofa nghỉ ngơi.,แม่ไม่สบาย จึงนอนพักบนโซฟา,"Mom felt unwell, so she lay down on the sofa to rest."
床上,chuáng shàng,trên giường,บนเตียง,on the bed,弟弟把書放在床上，然後忘了帶去學校。,Em trai để sách trên giường rồi quên mang đến trường.,น้องชายวางหนังสือไว้บนเตียง แล้วลืมเอาไปโรงเรียน,My younger brother put his book on the bed and then forgot to take it to school.
睡著了,shuì zháo le,ngủ thiếp đi,หลับไปแล้ว,fell asleep,小孩聽故事聽了十分鐘，就睡著了。,Đứa trẻ nghe truyện được mười phút thì ngủ thiếp đi.,เด็กฟังนิทานได้สิบนาทีก็หลับไป,The child listened to the story for ten minutes and then fell asleep.
睡不著,shuì bù zháo,không ngủ được,นอนไม่หลับ,cannot fall asleep,小林明天要考試，晚上擔心得睡不著。,"Ngày mai Tiểu Lâm phải thi, buổi tối lo lắng đến không ngủ được.",พรุ่งนี้เสี่ยวหลินต้องสอบ ตอนกลางคืนกังวลจนนอนไม่หลับ,Xiaolin has an exam tomorrow and was so worried at night that he could not fall asleep.
沙發,shā fā,ghế sofa,โซฟา,sofa,爸爸下班回家以後，坐在沙發上看報紙。,"Sau khi bố tan làm về nhà, ông ngồi trên ghế sofa đọc báo.",หลังพ่อเลิกงานกลับบ้าน เขานั่งอ่านหนังสือพิมพ์บนโซฟา,"After Dad came home from work, he sat on the sofa and read the newspaper."
先A再B,xiān A zài B,trước A rồi B,ทำ A ก่อน แล้วค่อยทำ B,"first A, then B",他們都先穿襪子，再穿褲子。,"Họ đều đi tất trước, rồi mới mặc quần.",พวกเขาทุกคนใส่ถุงเท้าก่อน แล้วค่อยใส่กางเกง,They all put on socks first and then put on pants.
襪子,wà zi,tất / vớ,ถุงเท้า,socks,天氣很冷，小美穿了厚襪子才出門。,"Trời rất lạnh, Tiểu Mỹ mang vớ dày rồi mới ra ngoài.",อากาศหนาวมาก เสี่ยวเหม่ยใส่ถุงเท้าหนาแล้วจึงออกจากบ้าน,"The weather was cold, so Xiaomei put on thick socks before going out."
褲子,kù zi,quần,กางเกง,pants,弟弟的褲子太短了，媽媽想幫他買新的。,"Quần của em trai ngắn quá, mẹ muốn mua quần mới cho em.",กางเกงของน้องชายสั้นเกินไป แม่อยากซื้อใหม่ให้เขา,"My younger brother’s pants are too short, so Mom wants to buy him new ones."
比較晚,bǐ jiào wǎn,muộn hơn,สายกว่า / ดึกกว่า,later,媽媽每天七點起床，但是今天比較晚。,"Mẹ mỗi ngày thức dậy lúc bảy giờ, nhưng hôm nay dậy muộn hơn.",แม่ตื่นเจ็ดโมงทุกวัน แต่วันนี้ตื่นสายกว่า,"Mom gets up at seven every day, but today she got up later."
車子,chē zi,xe,รถ,car / vehicle,他的車子壞了，所以今天坐計程車上班。,"Xe của anh ấy hỏng rồi, nên hôm nay anh ấy đi taxi đi làm.",รถของเขาเสีย ดังนั้นวันนี้เขานั่งแท็กซี่ไปทำงาน,"His car broke down, so today he took a taxi to work."
壞,huài,hỏng,เสีย,broken,我的手機壞了，所以今天不能打電話。,"Điện thoại của tôi hỏng rồi, nên hôm nay không thể gọi điện.",โทรศัพท์ของฉันเสีย ดังนั้นวันนี้โทรศัพท์ไม่ได้,"My cellphone is broken, so I cannot make calls today."
所以,suǒ yǐ,vì vậy / cho nên,ดังนั้น,so / therefore,外面下大雨，所以我們今天不去公園。,"Bên ngoài mưa to, vì vậy hôm nay chúng tôi không đi công viên.",ข้างนอกฝนตกหนัก ดังนั้นวันนี้พวกเราไม่ไปสวนสาธารณะ,"It is raining heavily outside, so we are not going to the park today."
坐計程車,zuò jì chéng chē,đi taxi,นั่งแท็กซี่,take a taxi,小華快遲到了，所以她坐計程車去學校。,"Tiểu Hoa sắp trễ rồi, nên cô ấy đi taxi đến trường.",เสี่ยวหัวกำลังจะสาย ดังนั้นเธอนั่งแท็กซี่ไปโรงเรียน,"Xiaohua was about to be late, so she took a taxi to school."
上班,shàng bān,đi làm,ไปทำงาน,go to work,爸爸每天早上八點上班，下午六點回家。,"Bố mỗi sáng tám giờ đi làm, chiều sáu giờ về nhà.",พ่อไปทำงานตอนแปดโมงเช้าทุกวัน และกลับบ้านตอนหกโมงเย็น,Dad goes to work at eight every morning and comes home at six in the evening.
公車,gōng chē,xe buýt,รถเมล์,bus,如果不想坐計程車，你可以坐公車去車站。,"Nếu không muốn đi taxi, bạn có thể đi xe buýt đến nhà ga.",ถ้าไม่อยากนั่งแท็กซี่ คุณสามารถนั่งรถเมล์ไปสถานีได้,"If you do not want to take a taxi, you can take a bus to the station."
電腦,diàn nǎo,máy tính,คอมพิวเตอร์,computer,她用電腦練習寫字，也用電腦看中文影片。,Cô ấy dùng máy tính luyện viết chữ và cũng dùng máy tính xem video tiếng Trung.,เธอใช้คอมพิวเตอร์ฝึกเขียนตัวอักษร และใช้คอมพิวเตอร์ดูวิดีโอภาษาจีนด้วย,She uses a computer to practice writing characters and to watch Chinese videos.
練習,liàn xí,luyện tập,ฝึก / ฝึกซ้อม,practice,小王每天在家練習說中文半個小時。,Tiểu Vương mỗi ngày ở nhà luyện nói tiếng Trung nửa tiếng.,เสี่ยวหวังฝึกพูดภาษาจีนที่บ้านวันละครึ่งชั่วโมง,Xiaowang practices speaking Chinese at home for half an hour every day.
寫字,xiě zì,viết chữ,เขียนตัวอักษร,write characters,弟弟剛開始學中文，所以每天練習寫字。,"Em trai mới bắt đầu học tiếng Trung, nên mỗi ngày luyện viết chữ.",น้องชายเพิ่งเริ่มเรียนภาษาจีน ดังนั้นจึงฝึกเขียนตัวอักษรทุกวัน,"My younger brother just started learning Chinese, so he practices writing characters every day."
排隊,pái duì,xếp hàng,เข้าแถว,line up / queue,很多人正在醫院門口排隊掛號。,Rất nhiều người đang xếp hàng đăng ký khám ở cổng bệnh viện.,มีคนจำนวนมากกำลังเข้าแถวลงทะเบียนที่หน้าประตูโรงพยาบาล,Many people are lining up at the hospital entrance to register.
掛號,guà hào,đăng ký khám bệnh,ลงทะเบียนพบแพทย์,register at a hospital,小美身體不舒服，所以早上先去醫院掛號。,"Tiểu Mỹ không khỏe, nên buổi sáng cô ấy đến bệnh viện đăng ký khám trước.",เสี่ยวเหม่ยไม่สบาย ดังนั้นตอนเช้าเธอไปโรงพยาบาลเพื่อลงทะเบียนพบแพทย์ก่อน,"Xiaomei felt unwell, so she went to the hospital in the morning to register."
買票,mǎi piào,mua vé,ซื้อตั๋ว,buy a ticket,看電影以前，我們要先在櫃台買票。,"Trước khi xem phim, chúng tôi phải mua vé ở quầy trước.",ก่อนดูหนัง พวกเราต้องซื้อตั๋วที่เคาน์เตอร์ก่อน,"Before watching the movie, we have to buy tickets at the counter first."
