生詞,pinyin,生詞越南文,生詞泰文,生詞英文,例句,例句越南語翻譯,例句泰文翻譯,例句英文翻譯
豬,zhū,heo / lợn,หมู,pig,星期天早上，弟弟在農場看到一隻豬，還請爸爸幫忙拍照。,"Sáng Chủ nhật, em trai nhìn thấy heo ở nông trại và nhờ bố chụp ảnh.",เช้าวันอาทิตย์ น้องชายเห็นหมูที่ฟาร์ม และขอให้พ่อช่วยถ่ายรูป,"On Sunday morning, the younger brother saw pig on the farm and asked Dad to take a photo."
雞,jī,gà,ไก่,chicken,姐姐第一次近距離看到雞，覺得牠很可愛也有一點害怕。,"Sáng Chủ nhật, chị gái nhìn thấy gà ở nông trại và nhờ bố chụp ảnh.",เช้าวันอาทิตย์ พี่สาวเห็นไก่ที่ฟาร์ม และขอให้พ่อช่วยถ่ายรูป,"On Sunday morning, the older sister saw chicken on the farm and asked Dad to take a photo."
鴨,yā,vịt,เป็ด,duck,爺爺正在照顧家裡的鴨，小明站在旁邊安靜地看。,"Sáng Chủ nhật, Tiểu Minh nhìn thấy vịt ở nông trại và nhờ bố chụp ảnh.",เช้าวันอาทิตย์ เสี่ยวหมิงเห็นเป็ดที่ฟาร์ม และขอให้พ่อช่วยถ่ายรูป,"On Sunday morning, Xiaoming saw duck on the farm and asked Dad to take a photo."
湖,hú,hồ,ทะเลสาบ,lake,這個湖離學校不遠，學生走路十分鐘就到了。,"Chiều cuối tuần, Tiểu Mỹ cùng bạn đi đến hồ, họ ở đó đến năm giờ mới về nhà.",บ่ายวันหยุด เสี่ยวเหม่ยกับเพื่อนไปทะเลสาบด้วยกัน พวกเขาอยู่ที่นั่นจนถึงห้าโมงจึงกลับบ้าน,"On a weekend afternoon, Xiaomei went to lake with a friend and stayed there until five before going home."
森林,sēn lín,rừng,ป่า,forest,週末下午，小華和朋友一起去森林，他們在那裡待到五點才回家。,"Chiều cuối tuần, Tiểu Hoa cùng bạn đi đến rừng, họ ở đó đến năm giờ mới về nhà.",บ่ายวันหยุด เสี่ยวหัวกับเพื่อนไปป่าด้วยกัน พวกเขาอยู่ที่นั่นจนถึงห้าโมงจึงกลับบ้าน,"On a weekend afternoon, Xiaohua went to forest with a friend and stayed there until five before going home."
教堂,jiào táng,nhà thờ,โบสถ์,church,下課以後，弟弟經過教堂，看到裡面有很多人。,"Chiều cuối tuần, em trai cùng bạn đi đến nhà thờ, họ ở đó đến năm giờ mới về nhà.",บ่ายวันหยุด น้องชายกับเพื่อนไปโบสถ์ด้วยกัน พวกเขาอยู่ที่นั่นจนถึงห้าโมงจึงกลับบ้าน,"On a weekend afternoon, the younger brother went to church with a friend and stayed there until five before going home."
草坪,cǎo píng,bãi cỏ,สนามหญ้า,lawn / grassland,爸爸帶姐姐去草坪，順便拍了幾張照片。,"Chiều cuối tuần, chị gái cùng bạn đi đến bãi cỏ, họ ở đó đến năm giờ mới về nhà.",บ่ายวันหยุด พี่สาวกับเพื่อนไปสนามหญ้าด้วยกัน พวกเขาอยู่ที่นั่นจนถึงห้าโมงจึงกลับบ้าน,"On a weekend afternoon, the older sister went to lawn with a friend and stayed there until five before going home."
看病,kàn bìng,khám bệnh,ไปหาหมอ / ตรวจโรค,to see a doctor,小華昨天肚子痛，媽媽帶她去醫院看病。,"Hôm qua Tiểu Hoa bị đau bụng, mẹ đưa cô ấy đến bệnh viện khám bệnh.",เมื่อวานเสี่ยวหัวปวดท้อง แม่พาเธอไปโรงพยาบาลเพื่อหาหมอ,"Xiaohua had a stomachache yesterday, so her mother took her to the hospital to see a doctor."
手術,shǒu shù,phẫu thuật,การผ่าตัด,surgery,醫生說這個手術不會太久，家人可以在外面等。,"Bác sĩ nói ca phẫu thuật này sẽ không quá lâu, người nhà có thể đợi bên ngoài.",หมอบอกว่าการผ่าตัดครั้งนี้จะไม่นานเกินไป ครอบครัวสามารถรออยู่ข้างนอกได้,"The doctor said the surgery would not take too long, and the family could wait outside."
開刀,kāi dāo,mổ / phẫu thuật,ผ่าตัด,to have surgery,王先生明天早上要開刀，所以今天晚上不能吃太多東西。,"Sáng mai ông Vương phải phẫu thuật, vì vậy tối nay không thể ăn quá nhiều.",พรุ่งนี้เช้าคุณหวังต้องผ่าตัด ดังนั้นคืนนี้เขากินมากเกินไปไม่ได้,"Mr. Wang will have surgery tomorrow morning, so he cannot eat too much tonight."
狗,gǒu,chó,สุนัข,dog,爺爺正在照顧家裡的狗，弟弟站在旁邊安靜地看。,"Sáng Chủ nhật, em trai nhìn thấy chó ở nông trại và nhờ bố chụp ảnh.",เช้าวันอาทิตย์ น้องชายเห็นสุนัขที่ฟาร์ม และขอให้พ่อช่วยถ่ายรูป,"On Sunday morning, the younger brother saw dog on the farm and asked Dad to take a photo."
動物,dòng wù,động vật,สัตว์,animal,農場裡有動物，孩子們經過的時候都停下來看牠。,"Sáng Chủ nhật, chị gái nhìn thấy động vật ở nông trại và nhờ bố chụp ảnh.",เช้าวันอาทิตย์ พี่สาวเห็นสัตว์ที่ฟาร์ม และขอให้พ่อช่วยถ่ายรูป,"On Sunday morning, the older sister saw animal on the farm and asked Dad to take a photo."
獸醫,shòu yī,bác sĩ thú y,สัตวแพทย์,veterinarian,晚上吃飯時，小明和家人談到獸醫，大家都說這件事很重要。,"Trong bữa tối, Tiểu Minh và gia đình nói về bác sĩ thú y, mọi người đều nói việc này rất quan trọng.",ระหว่างกินข้าวเย็น เสี่ยวหมิงกับครอบครัวคุยกันเรื่องสัตวแพทย์ ทุกคนบอกว่าเรื่องนี้สำคัญมาก,"At dinner, Xiaoming and the family talked about veterinarian, and everyone said it was important."
帶,dài,mang theo,พก / เอาไป,to bring / to carry,王先生今天出門太快，忘了帶鑰匙，只好在門口等家人回來。,"Hôm nay ông Vương ra ngoài quá vội, quên mang chìa khóa, nên đành đứng trước cửa đợi người nhà về.",วันนี้คุณหวังออกจากบ้านเร็วเกินไป ลืมพกกุญแจ จึงต้องรอครอบครัวกลับมาที่หน้าประตู,"Mr. Wang left home too quickly today and forgot to bring his key, so he had to wait at the door for his family to return."
鑰匙,yào shi,chìa khóa,กุญแจ,key,媽媽買了一把新的鑰匙，準備交給正在上學的妹妹。,"Mẹ mua một chiếc chìa khóa mới, chuẩn bị đưa cho em gái đang đi học.",แม่ซื้อกุญแจดอกใหม่หนึ่งดอก เตรียมเอาให้น้องสาวที่กำลังไปโรงเรียน,Mom bought a new key and was going to give it to her younger sister who was going to school.
手機,shǒu jī,điện thoại di động,โทรศัพท์มือถือ,mobile phone,弟弟找不到自己的手機，所以請姐姐幫忙一起找。,"Trước khi ra ngoài, em trai bỏ điện thoại di động vào túi để tránh đến trường mới phát hiện mình quên mang.",ก่อนออกจากบ้าน น้องชายใส่โทรศัพท์มือถือลงในกระเป๋า เพื่อไม่ให้ถึงโรงเรียนแล้วเพิ่งพบว่าลืมเอาไป,"Before leaving, the younger brother put mobile phone into the bag so they would not realize at school that they had forgotten it."
錢包,qián bāo,ví tiền,กระเป๋าเงิน,wallet,出門以前，姐姐把錢包放進包包裡，免得到了學校才發現忘了帶。,"Trước khi ra ngoài, chị gái bỏ ví tiền vào túi để tránh đến trường mới phát hiện mình quên mang.",ก่อนออกจากบ้าน พี่สาวใส่กระเป๋าเงินลงในกระเป๋า เพื่อไม่ให้ถึงโรงเรียนแล้วเพิ่งพบว่าลืมเอาไป,"Before leaving, the older sister put wallet into the bag so they would not realize at school that they had forgotten it."
一起,yì qǐ,cùng nhau,ด้วยกัน,together,晚飯以後，我們全家一起看電視，媽媽還準備了水果。,"Sau bữa tối, cả gia đình chúng tôi cùng nhau xem ti vi, mẹ còn chuẩn bị trái cây.",หลังอาหารเย็น ครอบครัวของเราดูทีวีด้วยกัน และแม่ยังเตรียมผลไม้ไว้ด้วย,"After dinner, our whole family watched TV together, and Mom also prepared fruit."
自己,zì jǐ,tự mình / bản thân,ตัวเอง,oneself,小明想自己做功課，所以沒有請哥哥幫忙。,"Tiểu Minh muốn tự mình làm bài tập, vì vậy không nhờ anh trai giúp.",เสี่ยวหมิงอยากทำการบ้านด้วยตัวเอง จึงไม่ได้ขอให้พี่ชายช่วย,"Xiaoming wanted to do his homework by himself, so he did not ask his older brother for help."
書,shū,sách,หนังสือ,book,弟弟找不到自己的書，所以請姐姐幫忙一起找。,"Trước khi ra ngoài, Tiểu Hoa bỏ sách vào túi để tránh đến trường mới phát hiện mình quên mang.",ก่อนออกจากบ้าน เสี่ยวหัวใส่หนังสือลงในกระเป๋า เพื่อไม่ให้ถึงโรงเรียนแล้วเพิ่งพบว่าลืมเอาไป,"Before leaving, Xiaohua put book into the bag so they would not realize at school that they had forgotten it."
蛋糕,dàn gāo,bánh kem,เค้ก,cake,午餐的時候，弟弟點了蛋糕，吃完以後覺得很飽。,"Vào bữa trưa, em trai gọi bánh kem, sau khi ăn xong cảm thấy rất no.",ตอนอาหารกลางวัน น้องชายสั่งเค้ก กินเสร็จแล้วรู้สึกอิ่มมาก,"At lunch, the younger brother ordered cake and felt very full after eating."
全部,quán bù,tất cả,ทั้งหมด,all / whole,桌上的水果很多，但是弟弟一下子就把香蕉全部吃完了。,"Trên bàn có nhiều trái cây, nhưng em trai đã ăn hết toàn bộ chuối rất nhanh.",บนโต๊ะมีผลไม้มากมาย แต่น้องชายกินกล้วยทั้งหมดหมดอย่างรวดเร็ว,"There was a lot of fruit on the table, but the younger brother quickly ate all the bananas."
一半,yí bàn,một nửa,ครึ่งหนึ่ง,half,爸爸把蛋糕切成兩份，拿了一半給小明。,Bố cắt bánh kem thành hai phần và đưa một nửa cho Tiểu Minh.,พ่อแบ่งเค้กเป็นสองส่วน และเอาครึ่งหนึ่งให้เสี่ยวหมิง,Dad cut the cake into two pieces and gave half to Xiaoming.
三分之一,sān fēn zhī yī,một phần ba,หนึ่งในสาม,one third,小美只吃了三分之一的蛋糕，剩下的想帶回家給妹妹。,"Tiểu Mỹ chỉ ăn một phần ba chiếc bánh kem, phần còn lại muốn mang về nhà cho em gái.",เสี่ยวเหม่ยกินเค้กแค่หนึ่งในสาม ส่วนที่เหลืออยากเอากลับบ้านให้น้องสาว,Xiaomei ate only one third of the cake and wanted to take the rest home for her younger sister.
總是,zǒng shì,luôn luôn,เสมอ / มักจะ,always,晚上吃飯時，小華和家人談到總是，大家都說這件事很重要。,"Trong bữa tối, Tiểu Hoa và gia đình nói về luôn luôn, mọi người đều nói việc này rất quan trọng.",ระหว่างกินข้าวเย็น เสี่ยวหัวกับครอบครัวคุยกันเรื่องเสมอ ทุกคนบอกว่าเรื่องนี้สำคัญมาก,"At dinner, Xiaohua and the family talked about always, and everyone said it was important."
運動,yùn dòng,vận động / thể thao,ออกกำลังกาย / กีฬา,exercise / sport,弟弟每個星期都會運動，所以身體比以前好多了。,"Chiều thứ bảy, em trai cùng bạn vận động, sau khi kết thúc mọi người đều rất mệt.",บ่ายวันเสาร์ น้องชายกับเพื่อนออกกำลังกายด้วยกัน หลังจบแล้วทุกคนเหนื่อยมาก,"On Saturday afternoon, the younger brother exercise with a friend, and everyone was tired afterward."
玩,wán,chơi,เล่น / เที่ยว,to play,天氣好的時候，姐姐喜歡和家人一起玩。,"Chiều thứ bảy, chị gái cùng bạn chơi, sau khi kết thúc mọi người đều rất mệt.",บ่ายวันเสาร์ พี่สาวกับเพื่อนเล่นด้วยกัน หลังจบแล้วทุกคนเหนื่อยมาก,"On Saturday afternoon, the older sister to play with a friend, and everyone was tired afterward."
網球,wǎng qiú,quần vợt,เทนนิส,tennis,朋友問起網球的時候，小明想了一下才回答。,"Trong bữa tối, Tiểu Minh và gia đình nói về quần vợt, mọi người đều nói việc này rất quan trọng.",ระหว่างกินข้าวเย็น เสี่ยวหมิงกับครอบครัวคุยกันเรื่องเทนนิส ทุกคนบอกว่าเรื่องนี้สำคัญมาก,"At dinner, Xiaoming and the family talked about tennis, and everyone said it was important."
籃球,lán qiú,bóng rổ,บาสเกตบอล,basketball,晚上吃飯時，小美和家人談到籃球，大家都說這件事很重要。,"Trong bữa tối, Tiểu Mỹ và gia đình nói về bóng rổ, mọi người đều nói việc này rất quan trọng.",ระหว่างกินข้าวเย็น เสี่ยวเหม่ยกับครอบครัวคุยกันเรื่องบาสเกตบอล ทุกคนบอกว่าเรื่องนี้สำคัญมาก,"At dinner, Xiaomei and the family talked about basketball, and everyone said it was important."
警察,jǐng chá,cảnh sát,ตำรวจ,police officer,昨天看新聞的時候，小華注意到警察，於是上網查了更多資料。,"Trong bữa tối, Tiểu Hoa và gia đình nói về cảnh sát, mọi người đều nói việc này rất quan trọng.",ระหว่างกินข้าวเย็น เสี่ยวหัวกับครอบครัวคุยกันเรื่องตำรวจ ทุกคนบอกว่าเรื่องนี้สำคัญมาก,"At dinner, Xiaohua and the family talked about police officer, and everyone said it was important."
站,zhàn,đứng,ยืน,to stand,弟弟最近常常遇到和站有關的問題，所以想請朋友幫忙。,"Trong bữa tối, em trai và gia đình nói về đứng, mọi người đều nói việc này rất quan trọng.",ระหว่างกินข้าวเย็น น้องชายกับครอบครัวคุยกันเรื่องยืน ทุกคนบอกว่าเรื่องนี้สำคัญมาก,"At dinner, the younger brother and the family talked about to stand, and everyone said it was important."
旁邊,páng biān,bên cạnh,ข้าง ๆ,beside / next to,朋友問起旁邊的時候，姐姐想了一下才回答。,"Trong bữa tối, chị gái và gia đình nói về bên cạnh, mọi người đều nói việc này rất quan trọng.",ระหว่างกินข้าวเย็น พี่สาวกับครอบครัวคุยกันเรื่องข้าง ๆ ทุกคนบอกว่าเรื่องนี้สำคัญมาก,"At dinner, the older sister and the family talked about beside, and everyone said it was important."
外套,wài tào,áo khoác,เสื้อคลุม / เสื้อแจ็กเก็ต,coat / jacket,出門以前，小明把外套放進包包裡，免得到了學校才發現忘了帶。,"Trước khi ra ngoài, Tiểu Minh bỏ áo khoác vào túi để tránh đến trường mới phát hiện mình quên mang.",ก่อนออกจากบ้าน เสี่ยวหมิงใส่เสื้อคลุมลงในกระเป๋า เพื่อไม่ให้ถึงโรงเรียนแล้วเพิ่งพบว่าลืมเอาไป,"Before leaving, Xiaoming put coat into the bag so they would not realize at school that they had forgotten it."
又買,yòu mǎi,lại mua / còn mua,ซื้ออีก / ยังซื้อ,also bought / bought again,昨天看新聞的時候，小美注意到又買，於是上網查了更多資料。,"Trong bữa tối, Tiểu Mỹ và gia đình nói về lại mua, mọi người đều nói việc này rất quan trọng.",ระหว่างกินข้าวเย็น เสี่ยวเหม่ยกับครอบครัวคุยกันเรื่องซื้ออีก ทุกคนบอกว่าเรื่องนี้สำคัญมาก,"At dinner, Xiaomei and the family talked about also bought, and everyone said it was important."
皮包,pí bāo,túi xách da,กระเป๋าหนัง,leather bag / handbag,媽媽買了一個新的皮包，準備送給正在上學的妹妹。,"Trước khi ra ngoài, Tiểu Hoa bỏ túi xách da vào túi để tránh đến trường mới phát hiện mình quên mang.",ก่อนออกจากบ้าน เสี่ยวหัวใส่กระเป๋าหนังลงในกระเป๋า เพื่อไม่ให้ถึงโรงเรียนแล้วเพิ่งพบว่าลืมเอาไป,"Before leaving, Xiaohua put leather bag into the bag so they would not realize at school that they had forgotten it."
一共,yí gòng,tổng cộng,ทั้งหมด / รวมเป็น,altogether / in total,朋友問起一共的時候，弟弟想了一下才回答。,"Trong bữa tối, em trai và gia đình nói về tổng cộng, mọi người đều nói việc này rất quan trọng.",ระหว่างกินข้าวเย็น น้องชายกับครอบครัวคุยกันเรื่องทั้งหมด ทุกคนบอกว่าเรื่องนี้สำคัญมาก,"At dinner, the younger brother and the family talked about altogether, and everyone said it was important."
付,fù,trả tiền,จ่าย,to pay,放學以後，姐姐付錢，然後才回家寫功課。,"Sau giờ học, chị gái trả tiền tiền, rồi mới về nhà làm bài tập.",หลังเลิกเรียน พี่สาวจ่ายเงิน แล้วค่อยกลับบ้านไปทำการบ้าน,"After school, the older sister to pay money and then went home to do homework."
已經,yǐ jīng,đã,แล้ว,already,愛美已經寫完作業，所以她可以跟爸爸一起去公園。,"Ái Mỹ đã làm xong bài tập, vì vậy cô ấy có thể đi công viên với bố.",อ้ายเหม่ยทำการบ้านเสร็จแล้ว ดังนั้นเธอจึงไปสวนสาธารณะกับพ่อได้,"Aimei has already finished her homework, so she can go to the park with her father."
差不多,chà bu duō,gần như / xấp xỉ,เกือบ / พอ ๆ กัน,almost / about the same,愛美和爸爸差不多高，但是爸爸還是高一點。,"Ái Mỹ gần cao bằng bố, nhưng bố vẫn cao hơn một chút.",อ้ายเหม่ยสูงเกือบเท่าพ่อ แต่พ่อยังสูงกว่าเล็กน้อย,"Aimei is almost as tall as her father, but her father is still a little taller."
還沒,hái méi,vẫn chưa,ยังไม่,not yet,電影快開始了，可是小華還沒到，大家只好再等一下。,"Phim sắp bắt đầu rồi, nhưng Tiểu Hoa vẫn chưa đến, mọi người đành đợi thêm một chút.",หนังใกล้จะเริ่มแล้ว แต่เสี่ยวหัวยังมาไม่ถึง ทุกคนจึงต้องรออีกสักหน่อย,"The movie is about to start, but Xiaohua has not arrived yet, so everyone has to wait a little longer."
病人,bìng rén,bệnh nhân,คนไข้,patient,今天早上，病人們在學校門口集合，準備一起去參加活動。,"Sáng nay, các bệnh nhân tập trung ở cổng trường, chuẩn bị cùng nhau tham gia hoạt động.",เช้านี้คนไข้รวมตัวกันที่หน้าประตูโรงเรียน เตรียมเข้าร่วมกิจกรรมด้วยกัน,"This morning, the patient gathered at the school gate and prepared to join the activity together."
大人,dà rén,người lớn,ผู้ใหญ่,adult,姐姐看到一位大人需要幫忙，就走過去問他怎麼了。,"Sáng nay, các người lớn tập trung ở cổng trường, chuẩn bị cùng nhau tham gia hoạt động.",เช้านี้ผู้ใหญ่รวมตัวกันที่หน้าประตูโรงเรียน เตรียมเข้าร่วมกิจกรรมด้วยกัน,"This morning, the adult gathered at the school gate and prepared to join the activity together."
小孩,xiǎo hái,trẻ con,เด็ก,child,這些小孩正在教室裡討論明天的活動。,"Sáng nay, các trẻ con tập trung ở cổng trường, chuẩn bị cùng nhau tham gia hoạt động.",เช้านี้เด็กรวมตัวกันที่หน้าประตูโรงเรียน เตรียมเข้าร่วมกิจกรรมด้วยกัน,"This morning, the child gathered at the school gate and prepared to join the activity together."
一樣多,yí yàng duō,nhiều bằng nhau,จำนวนเท่ากัน,the same amount / equally many,今天來上課的男學生和女學生一樣多，教室剛好坐滿。,"Hôm nay số nam sinh và nữ sinh đến lớp bằng nhau, phòng học vừa đủ kín chỗ.",วันนี้นักเรียนชายและนักเรียนหญิงที่มาเรียนมีจำนวนเท่ากัน ห้องเรียนจึงเต็มพอดี,"Today there were the same number of male and female students in class, and the classroom was just full."
校長,xiào zhǎng,hiệu trưởng,ครูใหญ่ / ผู้อำนวยการ,principal,今天早上，校長們在學校門口集合，準備一起去參加活動。,"Sáng nay, các hiệu trưởng tập trung ở cổng trường, chuẩn bị cùng nhau tham gia hoạt động.",เช้านี้ครูใหญ่รวมตัวกันที่หน้าประตูโรงเรียน เตรียมเข้าร่วมกิจกรรมด้วยกัน,"This morning, the principal gathered at the school gate and prepared to join the activity together."
學生,xué shēng,học sinh / sinh viên,นักเรียน / นักศึกษา,student,弟弟看到一位學生需要幫忙，就走過去問他怎麼了。,"Sáng nay, các học sinh tập trung ở cổng trường, chuẩn bị cùng nhau tham gia hoạt động.",เช้านี้นักเรียนรวมตัวกันที่หน้าประตูโรงเรียน เตรียมเข้าร่วมกิจกรรมด้วยกัน,"This morning, the student gathered at the school gate and prepared to join the activity together."
吃飽,chī bǎo,ăn no,กินอิ่ม,to eat until full,小明吃飽以後才出門上學，所以早上不會覺得餓。,"Tiểu Minh ăn no rồi mới ra khỏi nhà đi học, vì vậy buổi sáng không thấy đói.",เสี่ยวหมิงกินอิ่มแล้วจึงออกไปโรงเรียน ดังนั้นตอนเช้าจึงไม่รู้สึกหิว,"Xiaoming leaves for school only after eating enough, so he does not feel hungry in the morning."
上學,shàng xué,đi học,ไปโรงเรียน,to go to school,弟弟每天早上七點半上學，媽媽會先幫他準備早餐。,"Em trai mỗi sáng bảy giờ rưỡi đi học, mẹ sẽ chuẩn bị bữa sáng cho em ấy trước.",น้องชายไปโรงเรียนทุกเช้าเจ็ดโมงครึ่ง แม่จะเตรียมอาหารเช้าให้เขาก่อน,"The younger brother goes to school at 7:30 every morning, and Mom prepares breakfast for him first."
餐廳,cān tīng,nhà hàng / căng tin,ร้านอาหาร / โรงอาหาร,restaurant / cafeteria,週末下午，小美和朋友一起去餐廳，他們在那裡待到五點才回家。,"Chiều cuối tuần, Tiểu Mỹ cùng bạn đi đến nhà hàng, họ ở đó đến năm giờ mới về nhà.",บ่ายวันหยุด เสี่ยวเหม่ยกับเพื่อนไปร้านอาหารด้วยกัน พวกเขาอยู่ที่นั่นจนถึงห้าโมงจึงกลับบ้าน,"On a weekend afternoon, Xiaomei went to restaurant with a friend and stayed there until five before going home."
教室,jiào shì,phòng học,ห้องเรียน,classroom,下課以後，小華經過教室，看到裡面有很多人。,"Chiều cuối tuần, Tiểu Hoa cùng bạn đi đến phòng học, họ ở đó đến năm giờ mới về nhà.",บ่ายวันหยุด เสี่ยวหัวกับเพื่อนไปห้องเรียนด้วยกัน พวกเขาอยู่ที่นั่นจนถึงห้าโมงจึงกลับบ้าน,"On a weekend afternoon, Xiaohua went to classroom with a friend and stayed there until five before going home."
家,jiā,nhà / gia đình,บ้าน / ครอบครัว,home / family,爸爸帶弟弟去家，順便拍了幾張照片。,"Chiều cuối tuần, em trai cùng bạn đi đến nhà, họ ở đó đến năm giờ mới về nhà.",บ่ายวันหยุด น้องชายกับเพื่อนไปบ้านด้วยกัน พวกเขาอยู่ที่นั่นจนถึงห้าโมงจึงกลับบ้าน,"On a weekend afternoon, the younger brother went to home with a friend and stayed there until five before going home."
不動,bù dòng,không di chuyển / không chạy,ไม่ขยับ / ไม่ทำงาน,not move / not work,車子突然不動了，爸爸只好把車停在路邊檢查。,"Chiếc xe đột nhiên không chạy nữa, bố đành dừng xe bên đường để kiểm tra.",รถอยู่ ๆ ก็ไม่ขยับ พ่อจึงต้องจอดรถข้างทางเพื่อตรวจสอบ,"The car suddenly stopped moving, so Dad had to pull over and check it."
馬上,mǎ shàng,ngay lập tức,ทันที,immediately,聽到電話響以後，小美馬上放下書，跑去接電話。,"Sau khi nghe điện thoại reo, Tiểu Mỹ lập tức đặt sách xuống và chạy đi nghe điện thoại.",หลังจากได้ยินเสียงโทรศัพท์ดัง เสี่ยวเหม่ยวางหนังสือลงทันทีและวิ่งไปรับสาย,"After hearing the phone ring, Xiaomei immediately put down her book and ran to answer it."
下車,xià chē,xuống xe,ลงจากรถ,to get off a vehicle,公車到火車站以後，王先生拿著行李下車。,"Sau khi xe buýt đến ga tàu, ông Vương cầm hành lý xuống xe.",หลังจากรถเมล์ถึงสถานีรถไฟ คุณหวังถือกระเป๋าลงจากรถ,"After the bus arrived at the train station, Mr. Wang got off with his luggage."
