生詞,pinyin,生詞越南文,生詞泰文,生詞英文,例句,例句越南語翻譯,例句泰文翻譯,例句英文翻譯
雲,yún,mây,เมฆ,cloud,山上的雲很白，像一朵一朵的棉花。,"Mây trên núi rất trắng, giống như từng bông bông gòn.",เมฆบนภูเขาขาวมาก เหมือนก้อนสำลีทีละก้อน,"The clouds on the mountain are very white, like pieces of cotton."
白,bái,màu trắng,สีขาว,white,這件事情讓小華覺得很白，他回家後還跟家人分享。,"Tiểu Hoa cảm thấy hoạt động hôm nay rất màu trắng, vì vậy muốn lần sau tham gia nữa.",เสี่ยวหัวรู้สึกว่ากิจกรรมวันนี้สีขาวมาก ดังนั้นครั้งหน้าอยากเข้าร่วมอีก,"Xiaohua felt today’s activity was very white, so they wanted to join again next time."
旅遊,lǚ yóu,du lịch,ท่องเที่ยว,to travel,暑假的時候，很多家庭會到臺灣東部旅遊。,"Vào kỳ nghỉ hè, nhiều gia đình sẽ đi du lịch miền đông Đài Loan.",ตอนปิดเทอมฤดูร้อน หลายครอบครัวจะไปเที่ยวภาคตะวันออกของไต้หวัน,"During summer vacation, many families travel to eastern Taiwan."
喜歡,xǐ huān,thích,ชอบ,to like,媽媽說這個方法很喜歡，可以幫大家省很多時間。,"chị gái cảm thấy hoạt động hôm nay rất thích, vì vậy muốn lần sau tham gia nữa.",พี่สาวรู้สึกว่ากิจกรรมวันนี้ชอบมาก ดังนั้นครั้งหน้าอยากเข้าร่วมอีก,"the older sister felt today’s activity was very to like, so they wanted to join again next time."
風景,fēng jǐng,phong cảnh,ทิวทัศน์,scenery,這裡的風景很漂亮，來旅遊的人都會停下來拍照。,"Phong cảnh ở đây rất đẹp, người đến du lịch đều sẽ dừng lại chụp ảnh.",ทิวทัศน์ที่นี่สวยมาก คนที่มาเที่ยวมักจะหยุดถ่ายรูป,"The scenery here is beautiful, and visitors stop to take photos."
段,duàn,đoạn,ช่วง / ตอน,section / paragraph,昨天看新聞的時候，小美注意到段，於是上網查了更多資料。,"Trong bữa tối, Tiểu Mỹ và gia đình nói về đoạn, mọi người đều nói việc này rất quan trọng.",ระหว่างกินข้าวเย็น เสี่ยวเหม่ยกับครอบครัวคุยกันเรื่องช่วง ทุกคนบอกว่าเรื่องนี้สำคัญมาก,"At dinner, Xiaomei and the family talked about section, and everyone said it was important."
短文,duǎn wén,đoạn văn ngắn,บทความสั้น,short passage,讀完這篇短文以後，學生知道多良車站在山上。,"Sau khi đọc xong đoạn văn ngắn này, học sinh biết ga Duoliang ở trên núi.",หลังจากอ่านบทความสั้นนี้จบ นักเรียนรู้ว่าสถานีตัวเหลียงอยู่บนภูเขา,"After reading this short passage, the students know that Duoliang Station is on a mountain."
味道,wèi dào,mùi vị,รสชาติ / กลิ่น,taste / flavor,朋友問起味道的時候，弟弟想了一下才回答。,"Trong bữa tối, em trai và gia đình nói về mùi vị, mọi người đều nói việc này rất quan trọng.",ระหว่างกินข้าวเย็น น้องชายกับครอบครัวคุยกันเรื่องรสชาติ ทุกคนบอกว่าเรื่องนี้สำคัญมาก,"At dinner, the younger brother and the family talked about taste, and everyone said it was important."
顏色,yán sè,màu sắc,สี,color,照片裡有很多顏色，藍色的海和綠色的山都很清楚。,"Trong bức ảnh có nhiều màu sắc, biển xanh và núi xanh lá đều rất rõ.",ในรูปถ่ายมีหลายสี ทั้งทะเลสีฟ้าและภูเขาสีเขียวเห็นได้ชัดเจน,"There are many colors in the photo, and the blue sea and green mountains are clear."
聲音,shēng yīn,âm thanh,เสียง,sound,昨天看新聞的時候，小明注意到聲音，於是上網查了更多資料。,"Trong bữa tối, Tiểu Minh và gia đình nói về âm thanh, mọi người đều nói việc này rất quan trọng.",ระหว่างกินข้าวเย็น เสี่ยวหมิงกับครอบครัวคุยกันเรื่องเสียง ทุกคนบอกว่าเรื่องนี้สำคัญมาก,"At dinner, Xiaoming and the family talked about sound, and everyone said it was important."
溫度,wēn dù,nhiệt độ,อุณหภูมิ,temperature,山上的溫度比市區低，去旅遊時要多帶一件外套。,"Nhiệt độ trên núi thấp hơn trong thành phố, khi đi du lịch phải mang thêm một áo khoác.",อุณหภูมิบนภูเขาต่ำกว่าในเมือง เวลาไปเที่ยวต้องเอาเสื้อคลุมเพิ่มอีกหนึ่งตัว,"The temperature on the mountain is lower than in the city, so bring an extra coat when traveling."
放,fàng,đặt / thả / nghỉ,วาง / ปล่อย / หยุด,to put / release / have off,暑假到了，學生放假以後比平常還要忙。,"Kỳ nghỉ hè đến rồi, sau khi học sinh nghỉ, họ còn bận hơn bình thường.",ปิดเทอมฤดูร้อนมาถึงแล้ว หลังจากนักเรียนหยุดเรียน พวกเขากลับยุ่งกว่าปกติ,"Summer vacation has arrived, but after students have time off, they are even busier than usual."
暑假,shǔ jià,kỳ nghỉ hè,ปิดเทอมฤดูร้อน,summer vacation,放暑假的時候，小明要學鋼琴、打籃球和學電腦。,"Vào kỳ nghỉ hè, Tiểu Minh phải học piano, chơi bóng rổ và học máy tính.",ตอนปิดเทอมฤดูร้อน เสี่ยวหมิงต้องเรียนเปียโน เล่นบาสเกตบอล และเรียนคอมพิวเตอร์,"During summer vacation, Xiaoming has to learn piano, play basketball, and study computers."
平常,píng cháng,bình thường / thường ngày,ปกติ,normally / usually,昨天看新聞的時候，姐姐注意到平常，於是上網查了更多資料。,"Trong bữa tối, chị gái và gia đình nói về bình thường, mọi người đều nói việc này rất quan trọng.",ระหว่างกินข้าวเย็น พี่สาวกับครอบครัวคุยกันเรื่องปกติ ทุกคนบอกว่าเรื่องนี้สำคัญมาก,"At dinner, the older sister and the family talked about normally, and everyone said it was important."
上學,shàng xué,đi học,ไปโรงเรียน,to go to school,弟弟每天早上七點半上學，媽媽會先幫他準備早餐。,"Em trai mỗi sáng bảy giờ rưỡi đi học, mẹ sẽ chuẩn bị bữa sáng cho em ấy trước.",น้องชายไปโรงเรียนทุกเช้าเจ็ดโมงครึ่ง แม่จะเตรียมอาหารเช้าให้เขาก่อน,"The younger brother goes to school at 7:30 every morning, and Mom prepares breakfast for him first."
時候,shí hòu,lúc / khi,ตอนที่ / เมื่อ,when / time,暑假的時候，小美會去參觀朋友的學校。,"Vào kỳ nghỉ hè, Tiểu Mỹ sẽ đi tham quan trường của bạn.",ตอนปิดเทอมฤดูร้อน เสี่ยวเหม่ยจะไปเยี่ยมชมโรงเรียนของเพื่อน,"During summer vacation, Xiaomei will visit her friend’s school."
還要,hái yào,còn phải,ยังต้อง,still have to,弟弟下午要學電腦，晚上還要練習打籃球。,"Buổi chiều em trai phải học máy tính, buổi tối còn phải luyện chơi bóng rổ.",ตอนบ่ายน้องชายต้องเรียนคอมพิวเตอร์ ตอนเย็นยังต้องฝึกเล่นบาสเกตบอล,The younger brother has to study computers in the afternoon and still has to practice basketball at night.
忙,máng,bận,ยุ่ง,busy,昨天看新聞的時候，弟弟注意到忙，於是上網查了更多資料。,"Trong bữa tối, em trai và gia đình nói về bận, mọi người đều nói việc này rất quan trọng.",ระหว่างกินข้าวเย็น น้องชายกับครอบครัวคุยกันเรื่องยุ่ง ทุกคนบอกว่าเรื่องนี้สำคัญมาก,"At dinner, the younger brother and the family talked about busy, and everyone said it was important."
鋼琴,gāng qín,đàn piano,เปียโน,piano,小華每個星期二學鋼琴，回家後還要練習一個小時。,"Mỗi thứ ba Tiểu Hoa học piano, sau khi về nhà còn phải luyện một giờ.",ทุกวันอังคารเสี่ยวหัวเรียนเปียโน กลับบ้านแล้วยังต้องฝึกอีกหนึ่งชั่วโมง,Xiaohua studies piano every Tuesday and practices for another hour after returning home.
籃球,lán qiú,bóng rổ,บาสเกตบอล,basketball,朋友問起籃球的時候，小明想了一下才回答。,"Trong bữa tối, Tiểu Minh và gia đình nói về bóng rổ, mọi người đều nói việc này rất quan trọng.",ระหว่างกินข้าวเย็น เสี่ยวหมิงกับครอบครัวคุยกันเรื่องบาสเกตบอล ทุกคนบอกว่าเรื่องนี้สำคัญมาก,"At dinner, Xiaoming and the family talked about basketball, and everyone said it was important."
電腦,diàn nǎo,máy tính,คอมพิวเตอร์,computer,出門以前，小美把電腦放進包包裡，免得到了學校才發現忘了帶。,"Trước khi ra ngoài, Tiểu Mỹ bỏ máy tính vào túi để tránh đến trường mới phát hiện mình quên mang.",ก่อนออกจากบ้าน เสี่ยวเหม่ยใส่คอมพิวเตอร์ลงในกระเป๋า เพื่อไม่ให้ถึงโรงเรียนแล้วเพิ่งพบว่าลืมเอาไป,"Before leaving, Xiaomei put computer into the bag so they would not realize at school that they had forgotten it."
沒有辦法,méi yǒu bàn fǎ,không có cách nào / không thể,ไม่มีทาง / ไม่สามารถ,cannot / no way,平常要上課，小明沒有辦法學太多自己喜歡的東西。,"Bình thường phải đi học, Tiểu Minh không có cách nào học quá nhiều thứ mình thích.",ตามปกติต้องไปเรียน เสี่ยวหมิงจึงไม่มีทางเรียนสิ่งที่ตัวเองชอบมากเกินไปได้,"During regular school days, Xiaoming cannot learn too many things he likes."
課,kè,bài học / lớp học,บทเรียน / วิชา,class / lesson,弟弟最近常常遇到和課有關的問題，所以想請朋友幫忙。,"Trong bữa tối, em trai và gia đình nói về bài học, mọi người đều nói việc này rất quan trọng.",ระหว่างกินข้าวเย็น น้องชายกับครอบครัวคุยกันเรื่องบทเรียน ทุกคนบอกว่าเรื่องนี้สำคัญมาก,"At dinner, the younger brother and the family talked about class, and everyone said it was important."
告訴,gào sù,nói với / kể cho,บอก,to tell,學生告訴老師，很多暑假的課不是自己想學的。,Học sinh nói với giáo viên rằng nhiều lớp học hè không phải là thứ mình muốn học.,นักเรียนบอกครูว่า คอร์สช่วงปิดเทอมหลายอย่างไม่ใช่สิ่งที่ตนเองอยากเรียน,The students told the teacher that many summer classes were not things they wanted to learn.
辛苦,xīn kǔ,vất vả,ลำบาก / เหนื่อย,hard / tiring,小美每天上很多課，雖然很辛苦，但是她希望以後有好工作。,"Tiểu Mỹ mỗi ngày học nhiều lớp, tuy rất vất vả nhưng cô ấy hy vọng sau này có công việc tốt.",เสี่ยวเหม่ยเรียนหลายคอร์สทุกวัน แม้จะเหนื่อยมาก แต่เธอหวังว่าอนาคตจะมีงานดี,"Xiaomei takes many classes every day; although it is tiring, she hopes to have a good job in the future."
認為,rèn wèi,cho rằng,คิดว่า,to think / believe,爸爸認為小孩玩遊戲也可以學到禮貌，所以不一定是壞事。,"Bố cho rằng trẻ con chơi trò chơi cũng có thể học được phép lịch sự, vì vậy không nhất định là chuyện xấu.",พ่อคิดว่าเด็กเล่นเกมก็สามารถเรียนรู้มารยาทได้ ดังนั้นไม่จำเป็นต้องเป็นเรื่องไม่ดี,"Dad believes children can learn manners by playing games, so it is not necessarily bad."
也許,yě xǔ,có lẽ,บางที / อาจจะ,perhaps / maybe,爸爸認為現在辛苦一點，也許以後生活會好一點。,"Bố cho rằng bây giờ vất vả một chút, có lẽ sau này cuộc sống sẽ tốt hơn.",พ่อคิดว่าตอนนี้ลำบากหน่อย บางทีอนาคตชีวิตอาจดีขึ้น,Dad thinks that working a little harder now may make life better in the future.
比較好,bǐ jiào hǎo,tốt hơn,ดีกว่า,better,媽媽說這個方法很比較好，可以幫大家省很多時間。,"em trai cảm thấy hoạt động hôm nay rất tốt hơn, vì vậy muốn lần sau tham gia nữa.",น้องชายรู้สึกว่ากิจกรรมวันนี้ดีกว่ามาก ดังนั้นครั้งหน้าอยากเข้าร่วมอีก,"the younger brother felt today’s activity was very better, so they wanted to join again next time."
以後,yǐ hòu,sau này,ต่อไป / หลังจากนี้,in the future / later,小明希望以後可以用電腦工作，所以暑假要多練習。,"Tiểu Minh hy vọng sau này có thể làm việc bằng máy tính, vì vậy kỳ nghỉ hè phải luyện nhiều hơn.",เสี่ยวหมิงหวังว่าอนาคตจะใช้คอมพิวเตอร์ทำงานได้ ดังนั้นช่วงปิดเทอมต้องฝึกมากขึ้น,"Xiaoming hopes to work with computers in the future, so he needs to practice more during summer vacation."
生活,shēng huó,cuộc sống,ชีวิต,life,昨天看新聞的時候，小明注意到生活，於是上網查了更多資料。,"Trong bữa tối, Tiểu Minh và gia đình nói về cuộc sống, mọi người đều nói việc này rất quan trọng.",ระหว่างกินข้าวเย็น เสี่ยวหมิงกับครอบครัวคุยกันเรื่องชีวิต ทุกคนบอกว่าเรื่องนี้สำคัญมาก,"At dinner, Xiaoming and the family talked about life, and everyone said it was important."
世界,shì jiè,thế giới,โลก,world,小美最近常常遇到和世界有關的問題，所以想請朋友幫忙。,"Trong bữa tối, Tiểu Mỹ và gia đình nói về thế giới, mọi người đều nói việc này rất quan trọng.",ระหว่างกินข้าวเย็น เสี่ยวเหม่ยกับครอบครัวคุยกันเรื่องโลก ทุกคนบอกว่าเรื่องนี้สำคัญมาก,"At dinner, Xiaomei and the family talked about world, and everyone said it was important."
地圖,dì tú,bản đồ,แผนที่,map,弟弟找不到自己的地圖，所以請姐姐幫忙一起找。,"Trước khi ra ngoài, Tiểu Hoa bỏ bản đồ vào túi để tránh đến trường mới phát hiện mình quên mang.",ก่อนออกจากบ้าน เสี่ยวหัวใส่แผนที่ลงในกระเป๋า เพื่อไม่ให้ถึงโรงเรียนแล้วเพิ่งพบว่าลืมเอาไป,"Before leaving, Xiaohua put map into the bag so they would not realize at school that they had forgotten it."
地方,dì fāng,nơi / địa điểm,ที่ / สถานที่,place,週末下午，弟弟和朋友一起去地方，他們在那裡待到五點才回家。,"Chiều cuối tuần, em trai cùng bạn đi đến nơi, họ ở đó đến năm giờ mới về nhà.",บ่ายวันหยุด น้องชายกับเพื่อนไปที่ด้วยกัน พวกเขาอยู่ที่นั่นจนถึงห้าโมงจึงกลับบ้าน,"On a weekend afternoon, the younger brother went to place with a friend and stayed there until five before going home."
總是,zǒng shì,luôn luôn,เสมอ / มักจะ,always,昨天看新聞的時候，姐姐注意到總是，於是上網查了更多資料。,"Trong bữa tối, chị gái và gia đình nói về luôn luôn, mọi người đều nói việc này rất quan trọng.",ระหว่างกินข้าวเย็น พี่สาวกับครอบครัวคุยกันเรื่องเสมอ ทุกคนบอกว่าเรื่องนี้สำคัญมาก,"At dinner, the older sister and the family talked about always, and everyone said it was important."
其他,qí tā,khác,อื่น ๆ,other,小明最近常常遇到和其他有關的問題，所以想請朋友幫忙。,"Trong bữa tối, Tiểu Minh và gia đình nói về khác, mọi người đều nói việc này rất quan trọng.",ระหว่างกินข้าวเย็น เสี่ยวหมิงกับครอบครัวคุยกันเรื่องอื่น ๆ ทุกคนบอกว่าเรื่องนี้สำคัญมาก,"At dinner, Xiaoming and the family talked about other, and everyone said it was important."
國家,guó jiā,quốc gia,ประเทศ,country,朋友問起國家的時候，小美想了一下才回答。,"Trong bữa tối, Tiểu Mỹ và gia đình nói về quốc gia, mọi người đều nói việc này rất quan trọng.",ระหว่างกินข้าวเย็น เสี่ยวเหม่ยกับครอบครัวคุยกันเรื่องประเทศ ทุกคนบอกว่าเรื่องนี้สำคัญมาก,"At dinner, Xiaomei and the family talked about country, and everyone said it was important."
弄錯,nòng cuò,làm sai / nhầm lẫn,ทำผิด / เข้าใจผิด,to make a mistake / mix up,小美看地圖時把城市名字弄錯了，所以坐錯車。,"Khi xem bản đồ, Tiểu Mỹ nhầm tên thành phố nên lên nhầm xe.",เสี่ยวเหม่ยดูแผนที่แล้วจำชื่อเมืองผิด จึงขึ้นรถผิดคัน,Xiaomei mixed up the city name while reading the map and got on the wrong bus.
世界各地,shì jiè gè dì,khắp nơi trên thế giới,ทั่วโลก,all over the world,下課以後，弟弟經過世界各地，看到裡面有很多人。,"Chiều cuối tuần, em trai cùng bạn đi đến khắp nơi trên thế giới, họ ở đó đến năm giờ mới về nhà.",บ่ายวันหยุด น้องชายกับเพื่อนไปทั่วโลกด้วยกัน พวกเขาอยู่ที่นั่นจนถึงห้าโมงจึงกลับบ้าน,"On a weekend afternoon, the younger brother went to all over the world with a friend and stayed there until five before going home."
愛,ài,yêu / yêu thích,รัก / ชอบ,to love,小朋友愛地球，所以他們把紙拿去換香蕉。,"Các em nhỏ yêu trái đất, vì vậy các em mang giấy đi đổi chuối.",เด็ก ๆ รักโลก ดังนั้นพวกเขาเอากระดาษไปแลกกล้วย,"The children love the Earth, so they took paper to exchange for bananas."
結婚,jié hūn,kết hôn,แต่งงาน,to get married,有些年輕人想先有穩定的工作，再考慮結婚。,Một số người trẻ muốn có công việc ổn định trước rồi mới nghĩ đến kết hôn.,คนหนุ่มสาวบางคนอยากมีงานมั่นคงก่อน แล้วค่อยคิดเรื่องแต่งงาน,Some young people want to have a stable job before thinking about getting married.
生小孩,shēng xiǎo hái,sinh con,มีลูก,to have children,有些人搬到這裡以後結婚生小孩，開始新的生活。,"Một số người sau khi chuyển đến đây thì kết hôn, sinh con và bắt đầu cuộc sống mới.",บางคนย้ายมาที่นี่แล้วแต่งงานมีลูก และเริ่มชีวิตใหม่,"Some people move here, get married, have children, and start a new life."
夏天,xià tiān,mùa hè,ฤดูร้อน,summer,昨天看新聞的時候，小華注意到夏天，於是上網查了更多資料。,"Trong bữa tối, Tiểu Hoa và gia đình nói về mùa hè, mọi người đều nói việc này rất quan trọng.",ระหว่างกินข้าวเย็น เสี่ยวหัวกับครอบครัวคุยกันเรื่องฤดูร้อน ทุกคนบอกว่าเรื่องนี้สำคัญมาก,"At dinner, Xiaohua and the family talked about summer, and everyone said it was important."
熱,rè,nóng,ร้อน,hot,這個地方看起來很熱，很多人都想來看看。,"em trai cảm thấy hoạt động hôm nay rất nóng, vì vậy muốn lần sau tham gia nữa.",น้องชายรู้สึกว่ากิจกรรมวันนี้ร้อนมาก ดังนั้นครั้งหน้าอยากเข้าร่วมอีก,"the younger brother felt today’s activity was very hot, so they wanted to join again next time."
冬天,dōng tiān,mùa đông,ฤดูหนาว,winter,朋友問起冬天的時候，姐姐想了一下才回答。,"Trong bữa tối, chị gái và gia đình nói về mùa đông, mọi người đều nói việc này rất quan trọng.",ระหว่างกินข้าวเย็น พี่สาวกับครอบครัวคุยกันเรื่องฤดูหนาว ทุกคนบอกว่าเรื่องนี้สำคัญมาก,"At dinner, the older sister and the family talked about winter, and everyone said it was important."
下雨,xià yǔ,mưa,ฝนตก,to rain,今天下午一直下雨，學生們只好留在教室裡。,"Chiều nay mưa suốt, học sinh đành ở lại trong lớp.",บ่ายวันนี้ฝนตกตลอด นักเรียนจึงต้องอยู่ในห้องเรียน,"It kept raining this afternoon, so the students had to stay in the classroom."
宿舍,sù shè,ký túc xá,หอพัก,dormitory,下課以後，小美經過宿舍，看到裡面有很多人。,"Chiều cuối tuần, Tiểu Mỹ cùng bạn đi đến ký túc xá, họ ở đó đến năm giờ mới về nhà.",บ่ายวันหยุด เสี่ยวเหม่ยกับเพื่อนไปหอพักด้วยกัน พวกเขาอยู่ที่นั่นจนถึงห้าโมงจึงกลับบ้าน,"On a weekend afternoon, Xiaomei went to dormitory with a friend and stayed there until five before going home."
坐公車,zuò gōng chē,đi xe buýt,นั่งรถเมล์,to take a bus,小華最近常常遇到和坐公車有關的問題，所以想請朋友幫忙。,"Trong bữa tối, Tiểu Hoa và gia đình nói về đi xe buýt, mọi người đều nói việc này rất quan trọng.",ระหว่างกินข้าวเย็น เสี่ยวหัวกับครอบครัวคุยกันเรื่องนั่งรถเมล์ ทุกคนบอกว่าเรื่องนี้สำคัญมาก,"At dinner, Xiaohua and the family talked about to take a bus, and everyone said it was important."
一...到...,yì...dào...,vừa... thì...,พอ...ก็...,as soon as...,朋友問起一...到...的時候，弟弟想了一下才回答。,"Trong bữa tối, em trai và gia đình nói về vừa... thì..., mọi người đều nói việc này rất quan trọng.",ระหว่างกินข้าวเย็น น้องชายกับครอบครัวคุยกันเรื่องพอ...ก็... ทุกคนบอกว่าเรื่องนี้สำคัญมาก,"At dinner, the younger brother and the family talked about as soon as..., and everyone said it was important."
身體,shēn tǐ,cơ thể / sức khỏe,ร่างกาย / สุขภาพ,body / health,姊姊的身體不舒服，大家決定不去河邊騎腳踏車了。,"Cơ thể của chị gái không khỏe, mọi người quyết định không đi đạp xe bên sông nữa.",พี่สาวรู้สึกไม่สบาย ทุกคนจึงตัดสินใจไม่ไปขี่จักรยานริมแม่น้ำแล้ว,"The older sister was not feeling well, so everyone decided not to go biking by the river."
不舒服,bù shū fú,không khỏe / khó chịu,ไม่สบาย,uncomfortable / not feeling well,這件事情讓小明覺得很不舒服，他回家後還跟家人分享。,"Tiểu Minh cảm thấy hoạt động hôm nay rất không khỏe, vì vậy muốn lần sau tham gia nữa.",เสี่ยวหมิงรู้สึกว่ากิจกรรมวันนี้ไม่สบายมาก ดังนั้นครั้งหน้าอยากเข้าร่วมอีก,"Xiaoming felt today’s activity was very uncomfortable, so they wanted to join again next time."
休息,xiū xī,nghỉ ngơi,พักผ่อน,to rest,小美最近常常遇到和休息有關的問題，所以想請朋友幫忙。,"Trong bữa tối, Tiểu Mỹ và gia đình nói về nghỉ ngơi, mọi người đều nói việc này rất quan trọng.",ระหว่างกินข้าวเย็น เสี่ยวเหม่ยกับครอบครัวคุยกันเรื่องพักผ่อน ทุกคนบอกว่าเรื่องนี้สำคัญมาก,"At dinner, Xiaomei and the family talked about to rest, and everyone said it was important."
只好,zhǐ hǎo,đành phải,จำเป็นต้อง / ก็เลยต้อง,to have no choice but to,朋友問起只好的時候，小華想了一下才回答。,"Trong bữa tối, Tiểu Hoa và gia đình nói về đành phải, mọi người đều nói việc này rất quan trọng.",ระหว่างกินข้าวเย็น เสี่ยวหัวกับครอบครัวคุยกันเรื่องจำเป็นต้อง ทุกคนบอกว่าเรื่องนี้สำคัญมาก,"At dinner, Xiaohua and the family talked about to have no choice but to, and everyone said it was important."
改變,gǎi biàn,thay đổi,เปลี่ยน,to change,姊姊生病了，大家只好改變去河邊玩的計畫。,"Chị gái bị bệnh, mọi người đành phải thay đổi kế hoạch đi chơi bên sông.",พี่สาวป่วย ทุกคนจึงต้องเปลี่ยนแผนไปเล่นริมแม่น้ำ,"The older sister got sick, so everyone had to change the plan to go to the riverside."
河邊,hé biān,bờ sông,ริมแม่น้ำ,riverside,下課以後，姐姐經過河邊，看到裡面有很多人。,"Chiều cuối tuần, chị gái cùng bạn đi đến bờ sông, họ ở đó đến năm giờ mới về nhà.",บ่ายวันหยุด พี่สาวกับเพื่อนไปริมแม่น้ำด้วยกัน พวกเขาอยู่ที่นั่นจนถึงห้าโมงจึงกลับบ้าน,"On a weekend afternoon, the older sister went to riverside with a friend and stayed there until five before going home."
騎,qí,cưỡi / đi xe,ขี่,to ride,小明最近常常遇到和騎有關的問題，所以想請朋友幫忙。,"Trong bữa tối, Tiểu Minh và gia đình nói về cưỡi, mọi người đều nói việc này rất quan trọng.",ระหว่างกินข้าวเย็น เสี่ยวหมิงกับครอบครัวคุยกันเรื่องขี่ ทุกคนบอกว่าเรื่องนี้สำคัญมาก,"At dinner, Xiaoming and the family talked about to ride, and everyone said it was important."
腳踏車,jiǎo tà chē,xe đạp,จักรยาน,bicycle,弟弟找不到自己的腳踏車，所以請姐姐幫忙一起找。,"Trước khi ra ngoài, Tiểu Mỹ bỏ xe đạp vào túi để tránh đến trường mới phát hiện mình quên mang.",ก่อนออกจากบ้าน เสี่ยวเหม่ยใส่จักรยานลงในกระเป๋า เพื่อไม่ให้ถึงโรงเรียนแล้วเพิ่งพบว่าลืมเอาไป,"Before leaving, Xiaomei put bicycle into the bag so they would not realize at school that they had forgotten it."
