生詞,pinyin,生詞越南文,生詞泰文,生詞英文,例句,例句越南語翻譯,例句泰文翻譯,例句英文翻譯
筷子,kuài zi,đũa,ตะเกียบ,chopsticks,先生覺得孩子應該學著用筷子吃中國菜。,Người chồng nghĩ trẻ con nên học dùng đũa ăn món Trung Quốc.,ผู้ชายคิดว่าเด็กควรเรียนรู้การใช้ตะเกียบกินอาหารจีน,The man thinks the children should learn to use chopsticks to eat Chinese food.
機會,jī huì,cơ hội,โอกาส,opportunity,孩子們用筷子的機會不多，所以先生想帶他們去中國餐廳。,Bọn trẻ không có nhiều cơ hội dùng đũa nên người chồng muốn đưa chúng đến nhà hàng Trung Quốc.,เด็ก ๆ มีโอกาสใช้ตะเกียบไม่มาก สามีจึงอยากพาพวกเขาไปร้านอาหารจีน,The children do not have many chances to use chopsticks so the husband wants to take them to a Chinese restaurant.
不是天天有的,bú shì tiān tiān yǒu de,không phải ngày nào cũng có,ไม่ได้มีทุกวัน,not every day,用筷子吃飯的機會不是天天有的，所以爸爸希望孩子試一試。,Cơ hội ăn cơm bằng đũa không phải ngày nào cũng có nên bố hy vọng con thử xem.,โอกาสกินข้าวด้วยตะเกียบไม่ได้มีทุกวัน พ่อจึงหวังให้ลูกลองดู,The chance to eat with chopsticks does not come every day so the father hopes the children will try.
孩子,hái zi,con cái / trẻ con,ลูก / เด็ก,child,這些孩子從小住在美國，中文說得不太多。,Những đứa trẻ này sống ở Mỹ từ nhỏ nên không nói tiếng Trung nhiều lắm.,เด็กเหล่านี้อยู่ที่อเมริกาตั้งแต่เล็ก จึงพูดภาษาจีนไม่มากนัก,These children have lived in the United States since they were young so they do not speak much Chinese.
長大以後,zhǎng dà yǐ hòu,sau khi lớn lên,หลังจากโตขึ้น,after growing up,孩子長大以後，可能會感謝爸爸讓他們學用筷子。,Sau khi lớn lên bọn trẻ có thể sẽ cảm ơn bố vì đã cho chúng học dùng đũa.,เมื่อเด็ก ๆ โตขึ้น พวกเขาอาจขอบคุณพ่อที่ให้พวกเขาเรียนรู้การใช้ตะเกียบ,After the children grow up they may thank their father for letting them learn to use chopsticks.
決定,jué dìng,quyết định,ตัดสินใจ,to decide,太太聽完先生的話，最後決定一起去中華樓吃飯。,Sau khi nghe chồng nói xong người vợ cuối cùng quyết định cùng đến Trung Hoa Lâu ăn cơm.,ภรรยาฟังคำพูดของสามีแล้ว สุดท้ายจึงตัดสินใจไปกินข้าวที่จงหัวโหลวด้วยกัน,After hearing her husband the wife finally decided to go to Zhonghua Restaurant together.
服務,fú wù,dịch vụ,บริการ,service,那家餐廳的服務很好，客人進門以後馬上有人帶位。,Dịch vụ của nhà hàng đó rất tốt. Sau khi khách vào cửa lập tức có người dẫn chỗ.,บริการของร้านอาหารนั้นดีมาก เมื่อลูกค้าเข้าประตูมาก็มีคนพาไปนั่งทันที,The restaurant’s service is very good. As soon as guests enter someone shows them to their seats.
菜,cài,món ăn,อาหาร,dish / food,中華樓的菜很有名，很多人特別去那裡吃晚餐。,Món ăn của Trung Hoa Lâu rất nổi tiếng nên nhiều người đặc biệt đến đó ăn tối.,อาหารของจงหัวโหลวมีชื่อเสียงมาก หลายคนตั้งใจไปกินมื้อเย็นที่นั่น,The dishes at Zhonghua Restaurant are famous and many people go there especially for dinner.
讓,ràng,để / khiến,ให้ / ทำให้,to let / to make,爸爸讓孩子練習用筷子，因為他覺得這是很好的經驗。,Bố để bọn trẻ luyện dùng đũa vì ông ấy thấy đây là kinh nghiệm rất tốt.,พ่อให้เด็ก ๆ ฝึกใช้ตะเกียบ เพราะเขาคิดว่านี่เป็นประสบการณ์ที่ดีมาก,Dad lets the children practice using chopsticks because he thinks it is a good experience.
客人,kè rén,khách,ลูกค้า / แขก,customer / guest,客人坐下以後，服務生送上菜單並介紹今天的菜。,Sau khi khách ngồi xuống nhân viên phục vụ đưa thực đơn và giới thiệu món hôm nay.,หลังจากลูกค้านั่งลง พนักงานเสิร์ฟนำเมนูมาให้และแนะนำอาหารวันนี้,After the guests sat down the waiter brought the menu and introduced today’s dishes.
掛號,guà hào,đăng ký khám bệnh,ลงทะเบียนพบแพทย์,to register,醫院掛號的人很多，先生需要在門口右邊排隊。,Ở bệnh viện người đăng ký khám bệnh rất đông ông ấy cần xếp hàng bên phải cửa.,ที่โรงพยาบาลมีคนลงทะเบียนพบแพทย์เยอะมาก เขาต้องไปต่อแถวทางขวาของประตู,There are many people registering at the hospital so the man needs to line up on the right side of the entrance.
門口,mén kǒu,cửa ra vào,หน้าประตู,entrance,醫院門口有很多人，大家都在等著掛號。,Trước cửa bệnh viện có rất nhiều người và mọi người đều đang chờ đăng ký khám.,หน้าประตูโรงพยาบาลมีคนจำนวนมาก ทุกคนกำลังรอลงทะเบียนพบแพทย์,There are many people at the hospital entrance and everyone is waiting to register.
右邊,yòu biān,bên phải,ด้านขวา,right side,掛號的地方在門口右邊，第一次來的人可以看指示牌。,Nơi đăng ký ở bên phải cửa vào. Người đến lần đầu có thể xem bảng chỉ dẫn.,จุดลงทะเบียนอยู่ทางขวาของประตู คนที่มาครั้งแรกสามารถดูป้ายบอกทางได้,The registration place is on the right side of the entrance and first-time visitors can read the signs.
排隊,pái duì,xếp hàng,ต่อแถว,to line up,早上掛號的人很多，病人要先在右邊排隊。,Buổi sáng người đăng ký khám rất đông nên bệnh nhân phải xếp hàng bên phải trước.,ตอนเช้ามีคนลงทะเบียนจำนวนมาก คนไข้ต้องต่อแถวทางขวาก่อน,There are many people registering in the morning so patients must line up on the right side first.
電腦網路掛號,diàn nǎo wǎng lù guà hào,đăng ký qua mạng máy tính,ลงทะเบียนออนไลน์ด้วยคอมพิวเตอร์,online registration,如果不想在醫院排隊，下次可以先用電腦網路掛號。,Nếu không muốn xếp hàng ở bệnh viện lần sau có thể dùng mạng máy tính để đăng ký trước.,ถ้าไม่อยากต่อแถวที่โรงพยาบาล ครั้งหน้าสามารถใช้เครือข่ายคอมพิวเตอร์ลงทะเบียนล่วงหน้าได้,If you do not want to line up at the hospital you can register online by computer next time.
醫院,yī yuàn,bệnh viện,โรงพยาบาล,hospital,這家醫院早上人很多，所以護士建議大家先上網掛號。,Bệnh viện này buổi sáng rất đông nên y tá khuyên mọi người đăng ký trên mạng trước.,โรงพยาบาลนี้ตอนเช้าคนเยอะมาก พยาบาลจึงแนะนำให้ทุกคนลงทะเบียนออนไลน์ก่อน,This hospital is crowded in the morning so the nurse suggests that everyone register online first.
看病,kàn bìng,khám bệnh,ไปหาหมอ,to see a doctor,小王先掛號，再到二樓看病，這樣比較節省時間。,Tiểu Vương đăng ký trước rồi lên tầng hai khám bệnh như vậy tiết kiệm thời gian hơn.,เสี่ยวหวังลงทะเบียนก่อน แล้วค่อยขึ้นชั้นสองไปหาหมอ แบบนี้ประหยัดเวลากว่า,Xiao Wang registers first and then goes to the second floor to see the doctor which saves time.
告訴,gào su,nói cho biết,บอก,to tell,小姐告訴病人，下次可以在家裡先用電腦掛號。,Cô nhân viên nói với bệnh nhân rằng lần sau có thể dùng máy tính đăng ký ở nhà trước.,ผู้หญิงบอกคนไข้ว่า ครั้งหน้าสามารถใช้คอมพิวเตอร์ลงทะเบียนที่บ้านก่อนได้,The woman tells the patient that next time he can register by computer at home first.
搬家,bān jiā,chuyển nhà,ย้ายบ้าน,to move house,樓上的人每天晚上開電視很大聲，所以小華決定搬家。,Người ở tầng trên mỗi tối mở ti vi rất lớn nên Tiểu Hoa quyết định chuyển nhà.,คนชั้นบนเปิดทีวีเสียงดังทุกคืน เสี่ยวหัวจึงตัดสินใจย้ายบ้าน,The people upstairs turn the TV on loudly every night so Xiaohua decided to move.
碗盤,wǎn pán,bát đĩa,ชามจาน,bowls and plates,陳小姐在商店買碗盤，準備當作搬家的禮物。,Cô Trần mua bát đĩa ở cửa hàng chuẩn bị làm quà chuyển nhà.,คุณเฉินซื้อชามจานที่ร้าน เตรียมเป็นของขวัญย้ายบ้าน,Miss Chen bought bowls and plates at the store as a housewarming gift.
離,lí,cách,ห่างจาก,away from,林太太的新家離這裡不遠，坐公車十分鐘就到了。,Nhà mới của bà Lâm không xa nơi này. Đi xe buýt mười phút là đến.,บ้านใหม่ของคุณนายหลินอยู่ไม่ไกลจากที่นี่ นั่งรถเมล์สิบนาทีก็ถึง,Mrs. Lin’s new home is not far from here and it takes ten minutes by bus.
郊區,jiāo qū,ngoại ô,ชานเมือง,suburb,林太太搬到郊區以後，家裡附近比較安靜。,Sau khi bà Lâm chuyển đến ngoại ô khu gần nhà yên tĩnh hơn.,หลังจากคุณนายหลินย้ายไปชานเมือง บริเวณใกล้บ้านก็เงียบขึ้น,After Mrs. Lin moved to the suburbs the area near her home became quieter.
禮物,lǐ wù,quà tặng,ของขวัญ,gift,陳小姐想買幾個碗盤當禮物，送給剛搬家的林太太。,Cô Trần muốn mua vài cái chén đĩa làm quà tặng cho bà Lâm vừa chuyển nhà.,คุณเฉินอยากซื้อถ้วยจานหลายใบเป็นของขวัญให้คุณนายหลินที่เพิ่งย้ายบ้าน,Ms. Chen wants to buy some bowls and plates as a gift for Mrs. Lin who just moved.
手機,shǒu jī,điện thoại di động,โทรศัพท์มือถือ,mobile phone,小美想買和哥哥一樣的手機，因為裡面的音樂很特別。,Tiểu Mỹ muốn mua điện thoại giống anh trai vì nhạc bên trong rất đặc biệt.,เสี่ยวเหม่ยอยากซื้อโทรศัพท์เหมือนพี่ชาย เพราะเพลงในเครื่องพิเศษมาก,Xiaomei wants to buy the same mobile phone as her older brother because the music inside is special.
黑色,hēi sè,màu đen,สีดำ,black,小美選擇黑色手機，不只是因為它比較便宜。,Tiểu Mỹ chọn điện thoại màu đen không chỉ vì nó rẻ hơn.,เสี่ยวเหม่ยเลือกโทรศัพท์สีดำ ไม่ใช่แค่เพราะมันถูกกว่า,Xiaomei chose the black phone not only because it was cheaper.
白色,bái sè,màu trắng,สีขาว,white,小美不想買白色手機，因為她想要和哥哥一樣的黑色手機。,Tiểu Mỹ không muốn mua điện thoại màu trắng vì cô ấy muốn điện thoại màu đen giống anh trai.,เสี่ยวเหม่ยไม่อยากซื้อโทรศัพท์สีขาว เพราะเธอต้องการโทรศัพท์สีดำเหมือนพี่ชาย,Xiaomei does not want to buy the white phone because she wants a black phone like her brother’s.
比較便宜,bǐ jiào pián yí,rẻ hơn,ถูกกว่า,cheaper,黑色手機比較便宜，可是小美選它主要是因為裡面的音樂。,Điện thoại màu đen rẻ hơn nhưng Tiểu Mỹ chọn nó chủ yếu vì âm nhạc bên trong.,โทรศัพท์สีดำถูกกว่า แต่เสี่ยวเหม่ยเลือกมันหลัก ๆ เพราะเพลงข้างใน,The black phone is cheaper but Xiaomei chooses it mainly because of the music inside.
不過,bú guò,nhưng mà,แต่ว่า,but / however,白色手機很好看，不過小美更喜歡黑色手機裡的音樂。,Điện thoại màu trắng rất đẹp nhưng Tiểu Mỹ thích âm nhạc trong điện thoại màu đen hơn.,โทรศัพท์สีขาวสวยมาก แต่เสี่ยวเหม่ยชอบเพลงในโทรศัพท์สีดำมากกว่า,The white phone looks nice but Xiaomei likes the music in the black phone more.
最重要,zuì zhòng yào,quan trọng nhất,สำคัญที่สุด,most important,對小美來說，手機裡最重要的東西是音樂，不是顏色。,Đối với Tiểu Mỹ thứ quan trọng nhất trong điện thoại là âm nhạc chứ không phải màu sắc.,สำหรับเสี่ยวเหม่ย สิ่งที่สำคัญที่สุดในโทรศัพท์คือเพลง ไม่ใช่สี,For Xiaomei the most important thing in the phone is the music and not the color.
音樂,yīn yuè,âm nhạc,ดนตรี,music,哥哥的手機裡有很多音樂，小美每次聽都覺得很特別。,Trong điện thoại của anh trai có nhiều bài nhạc. Mỗi lần Tiểu Mỹ nghe đều thấy rất đặc biệt.,ในโทรศัพท์ของพี่ชายมีเพลงมากมาย ทุกครั้งที่เสี่ยวเหม่ยฟังก็รู้สึกว่าพิเศษมาก,There is a lot of music in her brother’s phone and Xiaomei thinks it is special every time she listens.
特別,tè bié,đặc biệt,พิเศษ,special,這個手機的聲音很特別，小美一聽就想買一樣的。,Âm thanh của điện thoại này rất đặc biệt. Tiểu Mỹ vừa nghe đã muốn mua một cái giống vậy.,เสียงของโทรศัพท์เครื่องนี้พิเศษมาก เสี่ยวเหม่ยได้ยินแล้วก็อยากซื้อแบบเดียวกันทันที,The sound of this phone is special and Xiaomei wants to buy the same one as soon as she hears it.
選擇,xuǎn zé,lựa chọn,เลือก,to choose,小美最後選擇黑色手機，因為她喜歡裡面的音樂。,Cuối cùng Tiểu Mỹ chọn điện thoại màu đen vì cô ấy thích âm nhạc bên trong.,สุดท้ายเสี่ยวเหม่ยเลือกโทรศัพท์สีดำ เพราะเธอชอบเพลงข้างใน,Xiaomei finally chooses the black phone because she likes the music inside.
主要的原因,zhǔ yào de yuán yīn,nguyên nhân chính,เหตุผลหลัก,main reason,小美選黑色手機主要的原因不是價格，而是手機裡的音樂。,Lý do chính Tiểu Mỹ chọn điện thoại màu đen không phải giá cả mà là âm nhạc trong điện thoại.,เหตุผลหลักที่เสี่ยวเหม่ยเลือกโทรศัพท์สีดำไม่ใช่ราคา แต่เป็นเพลงในโทรศัพท์,The main reason Xiaomei chooses the black phone is not the price but the music inside it.
幫忙,bāng máng,giúp đỡ,ช่วยเหลือ,to help,何小姐這三天一直幫忙，客人很感謝她。,Ba ngày nay cô Hà luôn giúp đỡ nên vị khách rất cảm ơn cô ấy.,สามวันนี้คุณเหอช่วยเหลือตลอด แขกจึงขอบคุณเธอมาก,Miss He has been helping for these three days and the guest is very thankful to her.
客氣,kè qi,khách sáo,เกรงใจ,polite,何小姐幫了他三天，他覺得很感謝，也不想太客氣。,Cô Hà đã giúp anh ấy ba ngày nên anh ấy rất cảm ơn và cũng không muốn quá khách sáo.,คุณเหอช่วยเขาสามวัน เขาจึงรู้สึกขอบคุณมาก และไม่อยากเกรงใจเกินไป,Miss He helped him for three days so he is very thankful and does not want to be too formal.
應該,yīng gāi,nên,ควร,should,何小姐說這是她應該做的，請對方不用那麼客氣。,Cô Hà nói đây là việc cô ấy nên làm và bảo đối phương không cần khách sáo như vậy.,คุณเหอบอกว่านี่เป็นสิ่งที่เธอควรทำ และบอกอีกฝ่ายว่าไม่ต้องเกรงใจขนาดนั้น,Miss He says this is what she should do and tells the other person not to be so polite.
機會,jī huì,cơ hội,โอกาส,opportunity,這位先生希望以後還有機會再來這裡旅行。,Người đàn ông này hy vọng sau này còn có cơ hội đến đây du lịch lần nữa.,ผู้ชายคนนี้หวังว่าในอนาคตจะยังมีโอกาสมาเที่ยวที่นี่อีก,The man hopes he will have another chance to travel here in the future.
美國,měi guó,Mỹ,สหรัฐอเมริกา,America,如果何小姐去美國玩，這位先生想帶她到處走走。,Nếu cô Hà đến Mỹ chơi người đàn ông này muốn dẫn cô ấy đi dạo khắp nơi.,ถ้าคุณเหอไปเที่ยวอเมริกา ผู้ชายคนนี้อยากพาเธอเดินเที่ยวหลาย ๆ ที่,If Miss He visits the United States the man wants to show her around.
到處走走,dào chù zǒu zou,đi dạo khắp nơi,เดินเที่ยวไปทั่ว,walk around everywhere,朋友第一次來台北，小王想帶他到處走走，看看不同的地方。,Bạn lần đầu đến Đài Bắc nên Tiểu Vương muốn dẫn bạn đi khắp nơi xem nhiều nơi khác nhau.,เพื่อนมาไทเปครั้งแรก เสี่ยวหวังจึงอยากพาเขาเดินเที่ยวหลาย ๆ ที่และดูสถานที่ต่าง ๆ,His friend is visiting Taipei for the first time so Xiao Wang wants to show him around and see different places.
一路平安,yí lù píng ān,thượng lộ bình an,เดินทางปลอดภัย,have a safe trip,客人要回美國以前，何小姐祝他一路平安。,Trước khi khách về Mỹ cô Hà chúc anh ấy lên đường bình an.,ก่อนที่แขกจะกลับอเมริกา คุณเหออวยพรให้เขาเดินทางปลอดภัย,Before the guest returns to the United States Miss He wishes him a safe journey.
講的話,jiǎng de huà,lời nói,คำพูด,what was said,從他們講的話可以知道，這位先生準備離開這裡。,Từ lời họ nói có thể biết người đàn ông này chuẩn bị rời khỏi đây.,จากคำพูดของพวกเขาสามารถรู้ได้ว่าผู้ชายคนนี้เตรียมจะออกจากที่นี่,From what they say we can know that the man is preparing to leave this place.
有什麼事,yǒu shén me shì,có chuyện gì,มีเรื่องอะไร,what is the matter,男生問女生有什麼事，女生說她下星期要去日本。,Bạn nam hỏi bạn nữ có chuyện gì và bạn nữ nói tuần sau cô ấy sẽ đi Nhật.,ผู้ชายถามผู้หญิงว่ามีเรื่องอะไร ผู้หญิงบอกว่าเธอจะไปญี่ปุ่นสัปดาห์หน้า,The man asks the woman what the matter is and she says she will go to Japan next week.
帶,dài,mang theo,พกไป,to bring,明美出門以前，把雨傘和手錶都帶進包包裡。,Trước khi ra khỏi nhà Minh Mỹ bỏ ô và đồng hồ vào túi để mang theo.,ก่อนออกจากบ้าน หมิงเหม่ยใส่ร่มและนาฬิกาไว้ในกระเป๋าเพื่อพกไป,Before leaving home Mingmei put the umbrella and watch into her bag.
不好意思,bù hǎo yì si,xin lỗi,ขอโทษ / เกรงใจ,sorry,小姐說不好意思，因為她要帶的東西已經很多。,Cô gái nói xin lỗi vì đồ cô ấy phải mang đã rất nhiều.,ผู้หญิงพูดว่าขอโทษ เพราะของที่เธอต้องเอาไปมีมากอยู่แล้ว,The woman says sorry because she already has many things to bring.
不太方便,bú tài fāng biàn,không tiện lắm,ไม่ค่อยสะดวก,not convenient,女生說不太方便，因為她自己要帶的東西已經很多。,Bạn nữ nói không tiện lắm vì đồ cô ấy phải mang đã rất nhiều.,ผู้หญิงบอกว่าไม่ค่อยสะดวก เพราะของที่เธอต้องเอาไปมีเยอะมากแล้ว,The woman says it is not very convenient because she already has many things to bring.
意思,yì si,ý nghĩa,ความหมาย,meaning,這位小姐的意思是，她可能不能幫男生帶東西。,Ý của cô gái này là cô ấy có lẽ không thể giúp bạn nam mang đồ.,ความหมายของผู้หญิงคนนี้คือ เธออาจช่วยผู้ชายเอาของไปให้ไม่ได้,The woman means that she probably cannot help the man bring the item.
答應,dā yìng,đồng ý,ตอบตกลง,to agree,小美最後沒有答應朋友，因為她覺得這件事太麻煩。,Cuối cùng Tiểu Mỹ không đồng ý với bạn vì cô ấy thấy việc này quá phiền.,สุดท้ายเสี่ยวเหม่ยไม่ได้รับปากเพื่อน เพราะเธอคิดว่าเรื่องนี้ยุ่งยากเกินไป,Xiaomei finally did not agree to her friend because she thought it was too troublesome.
對方,duì fāng,đối phương,อีกฝ่าย,the other person,對方想請她帶東西去日本，可是她覺得不太方便。,Đối phương muốn nhờ cô ấy mang đồ đến Nhật nhưng cô ấy thấy không tiện lắm.,อีกฝ่ายอยากขอให้เธอเอาของไปญี่ปุ่น แต่เธอรู้สึกว่าไม่ค่อยสะดวก,The other person wants her to bring something to Japan but she feels it is not very convenient.
要求,yāo qiú,yêu cầu,คำขอ,request,男生的要求不難，可是女生自己的行李已經太多了。,Yêu cầu của bạn nam không khó nhưng hành lý của bạn nữ đã quá nhiều rồi.,คำขอของผู้ชายไม่ยาก แต่สัมภาระของผู้หญิงมีมากเกินไปแล้ว,The man’s request is not difficult but the woman already has too much luggage.
麻煩,má fan,phiền phức,ยุ่งยาก,trouble,女生覺得幫忙帶東西很麻煩，所以沒有馬上答應。,Bạn nữ thấy giúp mang đồ rất phiền nên không đồng ý ngay.,ผู้หญิงรู้สึกว่าการช่วยเอาของไปให้ยุ่งยาก จึงไม่ได้ตอบตกลงทันที,The woman feels that bringing the item is troublesome so she does not agree right away.
上課,shàng kè,đi học / lên lớp,เข้าเรียน,to attend class,男生以為女生也是學生，就問她以前有沒有上過同一門課。,Bạn nam tưởng bạn nữ cũng là học sinh nên hỏi cô ấy trước đây có học cùng một môn không.,ผู้ชายคิดว่าผู้หญิงก็เป็นนักเรียน จึงถามเธอว่าเคยเรียนวิชาเดียวกันมาก่อนหรือไม่,The man thinks the woman is also a student so he asks whether she took the same class before.
上過一樣的課,shàng guò yí yàng de kè,từng học cùng một lớp,เคยเรียนวิชาเดียวกัน,have taken the same class,他們以前上過一樣的課，可是男生幾乎都在睡覺。,Trước đây họ từng học cùng một lớp nhưng bạn nam hầu như đều ngủ.,พวกเขาเคยเรียนวิชาเดียวกันมาก่อน แต่ผู้ชายแทบจะนอนตลอด,They took the same class before but the man was almost always sleeping.
怎麼樣,zěn me yàng,thế nào,เป็นอย่างไร,how is it,女生問男生覺得李老師的課怎麼樣，男生說很無聊。,Bạn nữ hỏi bạn nam thấy lớp của cô Lý thế nào và bạn nam nói rất chán.,ผู้หญิงถามผู้ชายว่าคิดว่าคลาสของครูหลี่เป็นอย่างไร ผู้ชายบอกว่าน่าเบื่อมาก,The woman asks the man what he thinks of Teacher Li’s class and he says it is boring.
無聊,wú liáo,nhàm chán,น่าเบื่อ,boring,男生覺得那門課很無聊，所以常常在課堂上睡覺。,Bạn nam thấy môn học đó rất nhàm chán nên thường ngủ trong lớp.,ผู้ชายคิดว่าวิชานั้นน่าเบื่อมาก จึงมักนอนในห้องเรียน,The man thought the class was boring so he often slept in class.
害我,hài wǒ,khiến tôi,ทำให้ฉัน,caused me to,男生說那門課害我不及格，其實是因為他上課常睡覺。,Bạn nam nói môn đó làm tôi rớt nhưng thật ra là vì anh ấy thường ngủ trong lớp.,ผู้ชายบอกว่าวิชานั้นทำให้ฉันสอบตก แต่จริง ๆ เป็นเพราะเขามักนอนในชั้นเรียน,The man says that class made me fail but actually it was because he often slept in class.
不及格,bù jí gé,không đạt,สอบไม่ผ่าน,to fail,因為考試不及格，男生下學期還要再上一次這門課。,Vì thi không đạt nên học kỳ sau bạn nam còn phải học lại môn này một lần nữa.,เพราะสอบไม่ผ่าน ผู้ชายจึงต้องเรียนวิชานี้อีกครั้งในเทอมหน้า,Because he failed the exam the man has to take this class again next semester.
還得,hái děi,còn phải,ยังต้อง,still have to,男生還得重修那門課，所以老師很快就認出他。,Bạn nam còn phải học lại môn đó nên giáo viên nhanh chóng nhận ra anh ấy.,ผู้ชายยังต้องเรียนซ้ำวิชานั้น ครูจึงจำเขาได้อย่างรวดเร็ว,The man still has to retake that class so the teacher quickly recognizes him.
重修,chóng xiū,học lại,เรียนซ้ำ,to retake a course,他因為不及格要重修，這次上課應該要認真一點。,Vì không đạt nên anh ấy phải học lại và lần này nên học nghiêm túc hơn.,เพราะสอบไม่ผ่านเขาจึงต้องเรียนซ้ำ ครั้งนี้ควรตั้งใจเรียนมากขึ้น,Because he failed he has to retake the class and should study more seriously this time.
難道,nán dào,chẳng lẽ,หรือว่า,could it be that,男生看到老師很年輕，心裡想難道她也是四年級學生。,Khi thấy giáo viên rất trẻ bạn nam nghĩ lẽ nào cô ấy cũng là sinh viên năm tư.,เมื่อผู้ชายเห็นครูดูอายุน้อย เขาคิดว่าเธอเป็นนักศึกษาปีสี่ด้วยหรือเปล่า,When the man saw that the teacher looked young he wondered whether she was also a fourth-year student.
四年級,sì nián jí,năm tư,ปีสี่,fourth year,張強以為那位老師是四年級學生，所以說話有一點失禮。,Trương Cường tưởng giáo viên đó là sinh viên năm tư nên nói hơi thất lễ.,จางเฉียงคิดว่าครูคนนั้นเป็นนักศึกษาปีสี่ คำพูดจึงเสียมารยาทนิดหน่อย,Zhang Qiang thought that teacher was a fourth-year student so his words were a little rude.
繼續,jì xù,tiếp tục,ต่อไป,to continue,老師歡迎他繼續來修課，但希望他不要再睡覺。,Giáo viên hoan nghênh anh ấy tiếp tục đến học nhưng hy vọng anh ấy đừng ngủ nữa.,ครูยินดีให้เขามาเรียนต่อ แต่หวังว่าเขาจะไม่หลับอีก,The teacher welcomes him to continue taking the class but hopes he will not sleep again.
修課,xiū kè,học môn học,ลงเรียนรายวิชา,to take a course,學生如果要修課，就應該準時上課並完成作業。,Nếu học sinh muốn học môn này thì nên đi học đúng giờ và hoàn thành bài tập.,ถ้านักเรียนจะลงเรียนวิชานี้ ก็ควรมาเรียนตรงเวลาและทำการบ้านให้เสร็จ,If a student wants to take this course he should come to class on time and finish the homework.
