生詞,pinyin,生詞越南文,生詞泰文,生詞英文,例句,例句越南語翻譯,例句泰文翻譯,例句英文翻譯
汽水,qì shuǐ,nước ngọt có ga,น้ำอัดลม,soda,晚餐的時候，小美點了汽水，也和朋友一起聊天。,"Vào bữa tối, Tiểu Mỹ gọi nước ngọt có ga và cũng trò chuyện cùng bạn bè.",ตอนอาหารเย็น เสี่ยวเหม่ยสั่งน้ำอัดลม และคุยกับเพื่อนด้วย,"At dinner, Xiaomei ordered soda and chatted with her friends."
冰咖啡,bīng kā fēi,cà phê đá,กาแฟเย็น,iced coffee,晚餐的時候，小美點了冰咖啡，也和朋友一起聊天。,"Vào bữa tối, Tiểu Mỹ gọi cà phê đá và cũng trò chuyện cùng bạn bè.",ตอนอาหารเย็น เสี่ยวเหม่ยสั่งกาแฟเย็น และคุยกับเพื่อนด้วย,"At dinner, Xiaomei ordered iced coffee and chatted with her friends."
穿穿看,chuān chuān kàn,mặc thử xem,ลองใส่ดู,try on,小王想買外套，所以先到裡面穿穿看。,"Tiểu Vương muốn mua áo khoác, nên vào bên trong mặc thử trước.",เสี่ยวหวังอยากซื้อเสื้อโค้ท จึงเข้าไปข้างในเพื่อลองใส่ดูก่อน,"Xiaowang wanted to buy a coat, so he went inside to try it on first."
到裡面,dào lǐ miàn,vào bên trong,เข้าไปข้างใน,go inside,店員請小王到裡面試試那件衣服。,Nhân viên cửa hàng mời Tiểu Vương vào bên trong thử chiếc áo đó.,พนักงานร้านเชิญเสี่ยวหวังเข้าไปข้างในเพื่อลองเสื้อตัวนั้น,The clerk asked Xiaowang to go inside and try on that piece of clothing.
試試,shì shì,thử xem,ลองดู,try,今天下午，小美要試試，所以她先把時間安排好。,"Chiều nay, Tiểu Mỹ phải thử xem, nên cô ấy sắp xếp thời gian trước.",บ่ายวันนี้ เสี่ยวเหม่ยต้องลองดู ดังนั้นเธอจัดเวลาก่อนไว้แล้ว,"This afternoon, Xiaomei needs to try, so she arranged her time first."
太小了,tài xiǎo le,quá nhỏ,เล็กเกินไป,too small,今天的情況很太小了，所以大家都需要小心一點。,"Tình huống hôm nay rất quá nhỏ, nên mọi người đều cần cẩn thận hơn một chút.",สถานการณ์วันนี้เล็กเกินไปมาก ดังนั้นทุกคนต้องระวังมากขึ้นหน่อย,"Today’s situation is very too small, so everyone needs to be a little careful."
大一點兒,dà yī diǎn ér,lớn hơn một chút,ใหญ่ขึ้นนิดหน่อย,a little bigger,這件衣服太小了，小王想找大一點兒的。,"Chiếc áo này quá nhỏ, Tiểu Vương muốn tìm cái lớn hơn một chút.",เสื้อตัวนี้เล็กเกินไป เสี่ยวหวังอยากหาตัวที่ใหญ่ขึ้นนิดหน่อย,"This piece of clothing is too small, so Xiaowang wants a slightly bigger one."
對不起,duì bù qǐ,xin lỗi,ขอโทษ,sorry,這件衣服大的已經賣完了，店員跟客人說對不起。,"Chiếc áo cỡ lớn đã bán hết, nhân viên cửa hàng nói xin lỗi với khách.",เสื้อตัวใหญ่ขายหมดแล้ว พนักงานร้านจึงขอโทษลูกค้า,"The larger size of this clothing had sold out, so the clerk apologized to the customer."
已經,yǐ jīng,đã,แล้ว,already,小美已經會去公園散步，這已經成為她的習慣。,"Tiểu Mỹ đã sẽ đi dạo ở công viên, điều này đã trở thành thói quen của cô ấy.",เสี่ยวเหม่ยแล้วจะไปเดินเล่นที่สวนสาธารณะ สิ่งนี้กลายเป็นนิสัยของเธอแล้ว,"Xiaomei already goes for a walk in the park, and it has become her habit."
賣完了,mài wán le,bán hết rồi,ขายหมดแล้ว,sold out,這家店的熱咖啡很受歡迎，中午以前就賣完了。,"Cà phê nóng của tiệm này rất được yêu thích, trước buổi trưa đã bán hết rồi.",กาแฟร้อนของร้านนี้เป็นที่นิยมมาก ก่อนเที่ยงก็ขายหมดแล้ว,The hot coffee at this shop is very popular and sold out before noon.
覺得,jué dé,cảm thấy / nghĩ,รู้สึก / คิดว่า,to feel / to think,小王覺得這件衣服太小了，所以想換大一點兒的。,"Tiểu Vương thấy chiếc áo này quá nhỏ, nên muốn đổi cái lớn hơn một chút.",เสี่ยวหวังรู้สึกว่าเสื้อตัวนี้เล็กเกินไป จึงอยากเปลี่ยนเป็นตัวที่ใหญ่ขึ้นนิดหน่อย,"Xiaowang felt this piece of clothing was too small, so he wanted to exchange it for a slightly bigger one."
衣服,yī fú,quần áo,เสื้อผ้า,clothes,小明把衣服放在桌上，準備等一下使用。,"Tiểu Minh đặt quần áo lên bàn, chuẩn bị lát nữa sử dụng.",เสี่ยวหมิงวางเสื้อผ้าไว้บนโต๊ะ เตรียมจะใช้ในอีกสักครู่,Xiaoming put the clothes on the table and prepared to use it later.
怎麼樣,zěn me yàng,như thế nào,เป็นอย่างไร,how / what is it like,小王想租房子，所以問朋友這個地方怎麼樣。,"Tiểu Vương muốn thuê nhà, nên hỏi bạn nơi này thế nào.",เสี่ยวหวังอยากเช่าบ้าน จึงถามเพื่อนว่าสถานที่นี้เป็นอย่างไร,"Xiaowang wanted to rent a house, so he asked his friend what the place was like."
緊,jǐn,chật,คับ,tight,今天的情況很緊，所以大家都需要小心一點。,"Tình huống hôm nay rất chật, nên mọi người đều cần cẩn thận hơn một chút.",สถานการณ์วันนี้คับมาก ดังนั้นทุกคนต้องระวังมากขึ้นหน่อย,"Today’s situation is very tight, so everyone needs to be a little careful."
鬆,sōng,rộng / lỏng,หลวม,loose,今天的情況很鬆，所以大家都需要小心一點。,"Tình huống hôm nay rất rộng / lỏng, nên mọi người đều cần cẩn thận hơn một chút.",สถานการณ์วันนี้หลวมมาก ดังนั้นทุกคนต้องระวังมากขึ้นหน่อย,"Today’s situation is very loose, so everyone needs to be a little careful."
籃球課,lán qiú kè,lớp bóng rổ,คาบบาสเกตบอล,basketball class,明天的籃球課要用很多球，老師請學生先去借。,"Lớp bóng rổ ngày mai cần dùng nhiều bóng, thầy giáo nhờ học sinh đi mượn trước.",คาบบาสเกตบอลพรุ่งนี้ต้องใช้ลูกบอลหลายลูก ครูจึงให้นักเรียนไปยืมก่อน,"Tomorrow’s basketball class needs many balls, so the teacher asked students to borrow them first."
借,jiè,mượn,ยืม,to borrow,今天下午，小美要借，所以她先把時間安排好。,"Chiều nay, Tiểu Mỹ phải mượn, nên cô ấy sắp xếp thời gian trước.",บ่ายวันนี้ เสี่ยวเหม่ยต้องยืม ดังนั้นเธอจัดเวลาก่อนไว้แล้ว,"This afternoon, Xiaomei needs to to borrow, so she arranged her time first."
幾顆籃球,jǐ kē lán qiú,mấy quả bóng rổ,ลูกบาสกี่ลูก,several basketballs,老師請王同學先去借幾顆籃球，等一下上課要用。,"Thầy giáo nhờ bạn Vương đi mượn vài quả bóng rổ trước, lát nữa lên lớp sẽ dùng.",ครูขอให้นักเรียนหวังไปยืมลูกบาสกี่ลูกก่อน เดี๋ยวจะใช้ในคาบเรียน,The teacher asked Wang to borrow several basketballs first because they would be used in class later.
比較想,bǐ jiào xiǎng,muốn hơn,อยาก...มากกว่า,would rather / prefer to,同學們比較想去游泳，所以請王同學問老師。,"Các bạn học muốn đi bơi hơn, nên nhờ bạn Vương hỏi giáo viên.",เพื่อนร่วมชั้นอยากไปว่ายน้ำมากกว่า จึงขอให้นักเรียนหวังถามครู,"The classmates would rather go swimming, so they asked Wang to ask the teacher."
游泳,yóu yǒng,bơi,ว่ายน้ำ,to swim,放學以後，小王和朋友一起游泳，他們玩得很開心。,"Sau giờ học, Tiểu Vương cùng bạn bè bơi, họ chơi rất vui.",หลังเลิกเรียน เสี่ยวหวังกับเพื่อนว่ายน้ำด้วยกัน พวกเขาสนุกมาก,"After school, Xiaowang and his friends to swim, and they had a lot of fun."
問問您,wèn wèn nín,hỏi thầy/cô một chút,ถามคุณสักหน่อย,ask you,王同學想問問您，這星期可不可以上游泳課。,Bạn Vương muốn hỏi thầy/cô tuần này có thể học bơi không.,นักเรียนหวังอยากถามคุณว่าสัปดาห์นี้เรียนว่ายน้ำได้ไหม,Wang wanted to ask you whether they could have swimming class this week.
好像,hǎo xiàng,hình như,ดูเหมือนว่า,seems like,這個星期林老師的學生好像要練習游泳。,Tuần này học sinh của thầy Lâm hình như phải luyện tập bơi.,สัปดาห์นี้นักเรียนของครูหลินดูเหมือนจะต้องฝึกว่ายน้ำ,Teacher Lin’s students seem to be practicing swimming this week.
練習,liàn xí,luyện tập,ฝึกซ้อม,to practice,今天下午，小美要練習，所以她先把時間安排好。,"Chiều nay, Tiểu Mỹ phải luyện tập, nên cô ấy sắp xếp thời gian trước.",บ่ายวันนี้ เสี่ยวเหม่ยต้องฝึกซ้อม ดังนั้นเธอจัดเวลาก่อนไว้แล้ว,"This afternoon, Xiaomei needs to to practice, so she arranged her time first."
剛剛,gāng gāng,vừa mới,เมื่อกี้,just now,小美剛剛會去公園散步，這已經成為她的習慣。,"Tiểu Mỹ vừa mới sẽ đi dạo ở công viên, điều này đã trở thành thói quen của cô ấy.",เสี่ยวเหม่ยเมื่อกี้จะไปเดินเล่นที่สวนสาธารณะ สิ่งนี้กลายเป็นนิสัยของเธอแล้ว,"Xiaomei just now goes for a walk in the park, and it has become her habit."
游泳課,yóu yǒng kè,lớp bơi,คาบว่ายน้ำ,swimming class,同學們想把星期三下午改成游泳課。,Các bạn học muốn đổi chiều thứ tư thành lớp bơi.,เพื่อนร่วมชั้นอยากเปลี่ยนบ่ายวันพุธเป็นคาบว่ายน้ำ,The classmates want to change Wednesday afternoon to swimming class.
這兩天,zhè liǎng tiān,hai ngày này,สองวันนี้,these two days,小美這兩天會去公園散步，這已經成為她的習慣。,"Tiểu Mỹ hai ngày này sẽ đi dạo ở công viên, điều này đã trở thành thói quen của cô ấy.",เสี่ยวเหม่ยสองวันนี้จะไปเดินเล่นที่สวนสาธารณะ สิ่งนี้กลายเป็นนิสัยของเธอแล้ว,"Xiaomei these two days goes for a walk in the park, and it has become her habit."
什麼時候,shén me shí hòu,khi nào,เมื่อไหร่,when,小美什麼時候會去公園散步，這已經成為她的習慣。,"Tiểu Mỹ khi nào sẽ đi dạo ở công viên, điều này đã trở thành thói quen của cô ấy.",เสี่ยวเหม่ยเมื่อไหร่จะไปเดินเล่นที่สวนสาธารณะ สิ่งนี้กลายเป็นนิสัยของเธอแล้ว,"Xiaomei when goes for a walk in the park, and it has become her habit."
全部的人,quán bù de rén,tất cả mọi người,คนทั้งหมด,all the people,這張照片裡有我家全部的人，爸爸媽媽和兩個妹妹都在。,"Trong bức ảnh này có tất cả người trong gia đình tôi, bố mẹ và hai em gái đều có mặt.",ในรูปนี้มีคนในครอบครัวของฉันทั้งหมด พ่อแม่และน้องสาวสองคนอยู่ครบ,"This photo has all the people in my family, including my parents and two younger sisters."
一共,yī gòng,tổng cộng,รวมทั้งหมด,altogether,小美買了兩本書和一枝筆，一共花了三百元。,"Tiểu Mỹ mua hai quyển sách và một cây bút, tổng cộng hết ba trăm đồng.",เสี่ยวเหม่ยซื้อหนังสือสองเล่มและปากกาหนึ่งด้าม รวมทั้งหมดสามร้อยหยวน,"Xiaomei bought two books and a pen, spending three hundred dollars altogether."
哪一張,nǎ yī zhāng,tấm nào,รูปไหน / ใบไหน,which one / which photo,老師問學生哪一張照片是女生家人的照片。,Giáo viên hỏi học sinh bức ảnh nào là ảnh gia đình của cô gái.,ครูถามนักเรียนว่ารูปไหนเป็นรูปครอบครัวของผู้หญิง,The teacher asked the students which photo was the girl’s family photo.
家人,jiā rén,người nhà / gia đình,ครอบครัว / คนในครอบครัว,family,這位家人每天都要和很多人說話，工作非常忙。,"Người người nhà / gia đình này mỗi ngày đều phải nói chuyện với nhiều người, công việc rất bận.",ครอบครัว / คนในครอบครัวคนนี้ต้องพูดคุยกับคนจำนวนมากทุกวัน งานยุ่งมาก,This family has to talk with many people every day and is very busy at work.
照片,zhào piān,ảnh,รูปถ่าย,photo,小明把照片放在桌上，準備等一下使用。,"Tiểu Minh đặt ảnh lên bàn, chuẩn bị lát nữa sử dụng.",เสี่ยวหมิงวางรูปถ่ายไว้บนโต๊ะ เตรียมจะใช้ในอีกสักครู่,Xiaoming put the photo on the table and prepared to use it later.
各位,gè wèi,các vị / mọi người,ทุกท่าน,everyone,這位各位每天都要和很多人說話，工作非常忙。,"Người các vị / mọi người này mỗi ngày đều phải nói chuyện với nhiều người, công việc rất bận.",ทุกท่านคนนี้ต้องพูดคุยกับคนจำนวนมากทุกวัน งานยุ่งมาก,This everyone has to talk with many people every day and is very busy at work.
作業,zuò yè,bài tập,การบ้าน,homework,小明把作業放在桌上，準備等一下使用。,"Tiểu Minh đặt bài tập lên bàn, chuẩn bị lát nữa sử dụng.",เสี่ยวหมิงวางการบ้านไว้บนโต๊ะ เตรียมจะใช้ในอีกสักครู่,Xiaoming put the homework on the table and prepared to use it later.
問題,wèn tí,vấn đề / câu hỏi,ปัญหา / คำถาม,problem / question,小明不清楚這件事，所以他問朋友「問題」。,"Tiểu Minh không rõ chuyện này, nên cậu ấy hỏi bạn: “vấn đề / câu hỏi”.",เสี่ยวหมิงไม่แน่ใจเรื่องนี้ จึงถามเพื่อนว่า “ปัญหา / คำถาม”,"Xiaoming was not sure about this matter, so he asked his friend, “problem / question?”"
管理報告,guǎn lǐ bào gào,báo cáo quản lý,รายงานการจัดการ,management report,這次作業裡有一份管理報告，很多學生都不知道怎麼寫。,"Trong bài tập lần này có một báo cáo quản lý, nhiều học sinh không biết viết thế nào.",ในการบ้านครั้งนี้มีรายงานการจัดการหนึ่งฉบับ นักเรียนหลายคนไม่รู้ว่าจะเขียนอย่างไร,"This assignment includes a management report, and many students do not know how to write it."
從沒,cóng méi,chưa bao giờ,ไม่เคย,never before,他們從沒寫過管理報告，所以想先去圖書館找資料。,"Họ chưa bao giờ viết báo cáo quản lý, nên muốn đi thư viện tìm tài liệu trước.",พวกเขาไม่เคยเขียนรายงานการจัดการมาก่อน จึงอยากไปหาข้อมูลที่ห้องสมุดก่อน,"They had never written a management report, so they wanted to find materials in the library first."
這方面,zhè fāng miàn,lĩnh vực này / phương diện này,ด้านนี้ / เรื่องนี้,this aspect,學生從沒做過這方面的報告，所以想先找書。,"Học sinh chưa từng làm báo cáo về lĩnh vực này, nên muốn tìm sách trước.",นักเรียนไม่เคยทำรายงานด้านนี้มาก่อน จึงอยากหาหนังสือก่อน,"The students had never made a report on this aspect, so they wanted to find books first."
圖書館,tú shū guǎn,thư viện,ห้องสมุด,library,週末，小美和朋友一起去圖書館，他們在那裡拍了很多照片。,"Cuối tuần, Tiểu Mỹ và bạn bè cùng đến thư viện, họ chụp nhiều ảnh ở đó.",วันหยุดสุดสัปดาห์ เสี่ยวเหม่ยกับเพื่อนไปห้องสมุดด้วยกัน และถ่ายรูปหลายรูปที่นั่น,"On the weekend, Xiaomei and her friends went to the library and took many photos there."
討論,tǎo lùn,thảo luận,อภิปราย / คุยกัน,to discuss,今天下午，小美要討論，所以她先把時間安排好。,"Chiều nay, Tiểu Mỹ phải thảo luận, nên cô ấy sắp xếp thời gian trước.",บ่ายวันนี้ เสี่ยวเหม่ยต้องอภิปราย / คุยกัน ดังนั้นเธอจัดเวลาก่อนไว้แล้ว,"This afternoon, Xiaomei needs to to discuss, so she arranged her time first."
A要B做某事,A yào B zuò mǒu shì,A muốn B làm việc gì đó,A ต้องการให้ B ทำบางอย่าง,A wants B to do something,老師要同學們先去圖書館找書，然後再一起討論。,"Giáo viên muốn các bạn học đến thư viện tìm sách trước, rồi sau đó cùng thảo luận.",ครูต้องการให้นักเรียนไปหาหนังสือที่ห้องสมุดก่อน แล้วค่อยคุยกัน,The teacher wanted the students to go to the library to find books first and then discuss together.
危險,wēi xiǎn,nguy hiểm,อันตราย,dangerous,今天的情況很危險，所以大家都需要小心一點。,"Tình huống hôm nay rất nguy hiểm, nên mọi người đều cần cẩn thận hơn một chút.",สถานการณ์วันนี้อันตรายมาก ดังนั้นทุกคนต้องระวังมากขึ้นหน่อย,"Today’s situation is very dangerous, so everyone needs to be a little careful."
快點,kuài diǎn,nhanh lên,เร็วหน่อย,hurry up,大樓很危險，警察叫大家快點離開。,"Tòa nhà rất nguy hiểm, cảnh sát bảo mọi người nhanh chóng rời đi.",อาคารอันตรายมาก ตำรวจบอกให้ทุกคนรีบออกไป,"The building was dangerous, so the police told everyone to leave quickly."
離開,lí kāi,rời khỏi,ออกจาก,to leave,大樓很危險，大家必須快點離開。,"Tòa nhà rất nguy hiểm, mọi người phải nhanh chóng rời khỏi.",อาคารอันตรายมาก ทุกคนต้องรีบออกไป,"The building is dangerous, so everyone must leave quickly."
大樓,dà lóu,tòa nhà,อาคาร,building,週末，小美和朋友一起去大樓，他們在那裡拍了很多照片。,"Cuối tuần, Tiểu Mỹ và bạn bè cùng đến tòa nhà, họ chụp nhiều ảnh ở đó.",วันหยุดสุดสัปดาห์ เสี่ยวเหม่ยกับเพื่อนไปอาคารด้วยกัน และถ่ายรูปหลายรูปที่นั่น,"On the weekend, Xiaomei and her friends went to the building and took many photos there."
快倒,kuài dào,sắp đổ,ใกล้จะถล่ม,about to collapse,這棟大樓快倒了，警察請大家快點離開。,"Tòa nhà này sắp đổ, cảnh sát yêu cầu mọi người nhanh chóng rời đi.",อาคารหลังนี้ใกล้จะถล่ม ตำรวจขอให้ทุกคนรีบออกไป,"The building was about to collapse, so the police asked everyone to leave quickly."
不安全,bù ān quán,không an toàn,ไม่ปลอดภัย,unsafe,今天的情況很不安全，所以大家都需要小心一點。,"Tình huống hôm nay rất không an toàn, nên mọi người đều cần cẩn thận hơn một chút.",สถานการณ์วันนี้ไม่ปลอดภัยมาก ดังนั้นทุกคนต้องระวังมากขึ้นหน่อย,"Today’s situation is very unsafe, so everyone needs to be a little careful."
進去,jìn qù,đi vào,เข้าไป,to go in,今天下午，小美要進去，所以她先把時間安排好。,"Chiều nay, Tiểu Mỹ phải đi vào, nên cô ấy sắp xếp thời gian trước.",บ่ายวันนี้ เสี่ยวเหม่ยต้องเข้าไป ดังนั้นเธอจัดเวลาก่อนไว้แล้ว,"This afternoon, Xiaomei needs to to go in, so she arranged her time first."
地震,dì zhèn,động đất,แผ่นดินไหว,earthquake,昨天晚上發生地震，很多人都跑到外面。,"Tối qua xảy ra động đất, nhiều người đều chạy ra ngoài.",เมื่อคืนเกิดแผ่นดินไหว หลายคนวิ่งออกไปข้างนอก,"There was an earthquake last night, and many people ran outside."
失火,shī huǒ,bị cháy,ไฟไหม้,to catch fire,廚房突然失火，大家馬上離開房子。,"Nhà bếp đột nhiên bị cháy, mọi người lập tức rời khỏi nhà.",ห้องครัวเกิดไฟไหม้กะทันหัน ทุกคนรีบออกจากบ้านทันที,"The kitchen suddenly caught fire, and everyone left the house immediately."
火災,huǒ zāi,hỏa hoạn,ไฟไหม้,fire disaster,這次火災很嚴重，消防人員很快就到了。,"Vụ hỏa hoạn lần này rất nghiêm trọng, lính cứu hỏa đến rất nhanh.",ไฟไหม้ครั้งนี้รุนแรงมาก เจ้าหน้าที่ดับเพลิงมาถึงอย่างรวดเร็ว,"The fire was serious, and the firefighters arrived quickly."
數學作業,shù xué zuò yè,bài tập toán,การบ้านคณิตศาสตร์,math homework,月華忘了帶數學作業，所以不能把答案寫在黑板上。,"Nguyệt Hoa quên mang bài tập toán, nên không thể viết đáp án lên bảng.",เยว่ฮวาลืมเอาการบ้านคณิตศาสตร์มา จึงเขียนคำตอบบนกระดานไม่ได้,"Yuehua forgot to bring her math homework, so she could not write the answer on the blackboard."
答案,dá àn,đáp án / câu trả lời,คำตอบ,answer,小明把答案放在桌上，準備等一下使用。,"Tiểu Minh đặt đáp án / câu trả lời lên bàn, chuẩn bị lát nữa sử dụng.",เสี่ยวหมิงวางคำตอบไว้บนโต๊ะ เตรียมจะใช้ในอีกสักครู่,Xiaoming put the answer on the table and prepared to use it later.
黑板,hēi bǎn,bảng đen,กระดานดำ,blackboard,小明把黑板放在桌上，準備等一下使用。,"Tiểu Minh đặt bảng đen lên bàn, chuẩn bị lát nữa sử dụng.",เสี่ยวหมิงวางกระดานดำไว้บนโต๊ะ เตรียมจะใช้ในอีกสักครู่,Xiaoming put the blackboard on the table and prepared to use it later.
被,bèi,bị / được,ถูก,passive marker,月華的數學作業被王小明拿走了，所以她不能看答案。,"Bài tập toán của Nguyệt Hoa bị Vương Tiểu Minh lấy đi, nên cô ấy không thể xem đáp án.",การบ้านคณิตศาสตร์ของเยว่ฮวาถูกหวังเสี่ยวหมิงเอาไป เธอจึงดูคำตอบไม่ได้,"Yuehua’s math homework was taken by Wang Xiaoming, so she could not look at the answers."
