生詞,pinyin,生詞越南文,生詞泰文,生詞英文,例句,例句越南語翻譯,例句泰文翻譯,例句英文翻譯
動物,dòng wù,động vật,สัตว์,animal,老師帶學生去農場，請大家說出草地上的動物名字。,Giáo viên đưa học sinh đến nông trại và yêu cầu mọi người nói tên các con vật trên bãi cỏ.,ครูพานักเรียนไปฟาร์มและให้ทุกคนบอกชื่อสัตว์บนสนามหญ้า,The teacher took students to the farm and asked them to name the animals on the grass.
豬,zhū,heo,หมู,pig,草地旁邊有一隻小豬，牠一直跟著農夫走。,Bên cạnh bãi cỏ có một con heo nhỏ nó cứ đi theo người nông dân.,ข้างสนามหญ้ามีลูกหมูหนึ่งตัว มันเดินตามชาวนาอยู่ตลอด,There is a small pig beside the grass and it keeps following the farmer.
幾隻,jǐ zhī,mấy con,กี่ตัว,several animals,小美看到草地上有幾隻牛，就拿出手機拍照。,Tiểu Mỹ nhìn thấy trên bãi cỏ có mấy con bò nên lấy điện thoại ra chụp ảnh.,เสี่ยวเหม่ยเห็นวัวหลายตัวบนสนามหญ้า จึงหยิบโทรศัพท์ออกมาถ่ายรูป,Xiaomei saw several cows on the grass so she took out her phone to take a picture.
牛,niú,bò,วัว,cow,農場裡的牛正在吃草，弟弟第一次看到覺得很新鮮。,Con bò trong nông trại đang ăn cỏ em trai lần đầu nhìn thấy nên thấy rất mới lạ.,วัวในฟาร์มกำลังกินหญ้า น้องชายเห็นครั้งแรกจึงรู้สึกแปลกใหม่มาก,The cow on the farm was eating grass and the younger brother found it very new.
羊,yáng,cừu / dê,แกะ / แพะ,sheep / goat,山坡上有很多羊，牠們一邊走一邊吃草。,Trên sườn núi có rất nhiều cừu chúng vừa đi vừa ăn cỏ.,บนเนินเขามีแกะหลายตัว พวกมันเดินไปกินหญ้าไป,There are many sheep on the hillside and they eat grass while walking.
比較胖,bǐ jiào pàng,mập hơn,อ้วนกว่า,fatter,照片裡戴帽子的先生比較胖，所以大家很容易認出他。,Trong ảnh người đàn ông đội mũ mập hơn nên mọi người rất dễ nhận ra ông ấy.,ในรูปผู้ชายที่สวมหมวกอ้วนกว่า ทุกคนจึงจำเขาได้ง่าย,In the picture the man wearing a hat is fatter so everyone can recognize him easily.
一樣胖,yí yàng pàng,mập như nhau,อ้วนเท่ากัน,equally fat,這兩位先生看起來一樣胖，小明分不出誰比較胖。,Hai người đàn ông này trông mập như nhau nên Tiểu Minh không phân biệt được ai mập hơn.,ผู้ชายสองคนนี้ดูอ้วนเท่ากัน เสี่ยวหมิงจึงแยกไม่ออกว่าใครอ้วนกว่า,These two men look equally fat so Xiaoming cannot tell who is fatter.
戴眼鏡,dài yǎn jìng,đeo kính,สวมแว่นตา,to wear glasses,戴眼鏡的先生站在左邊，他正在看報紙。,Người đàn ông đeo kính đứng bên trái ông ấy đang đọc báo.,ผู้ชายที่สวมแว่นตายืนอยู่ทางซ้าย เขากำลังอ่านหนังสือพิมพ์,The man wearing glasses is standing on the left and reading a newspaper.
戴帽子,dài mào zi,đội mũ,สวมหมวก,to wear a hat,戴帽子的先生坐在椅子上，看起來心情很好。,Người đàn ông đội mũ ngồi trên ghế trông tâm trạng rất tốt.,ผู้ชายที่สวมหมวกนั่งอยู่บนเก้าอี้ ดูเหมือนอารมณ์ดีมาก,The man wearing a hat is sitting on the chair and looks very happy.
包子,bāo zi,bánh bao,ซาลาเปา,steamed bun,哥哥早上吃了一個包子，然後就去學校上課。,Anh trai buổi sáng ăn một cái bánh bao rồi đến trường học.,พี่ชายกินซาลาเปาหนึ่งลูกตอนเช้า แล้วก็ไปโรงเรียน,The older brother ate a steamed bun in the morning and then went to school.
麵包,miàn bāo,bánh mì,ขนมปัง,bread,媽媽買了新鮮的麵包，準備給哥哥當早餐。,Mẹ mua bánh mì mới chuẩn bị cho anh trai ăn sáng.,แม่ซื้อขนมปังสด เตรียมให้พี่ชายกินเป็นอาหารเช้า,Mom bought fresh bread for the older brother to eat for breakfast.
漢堡,hàn bǎo,hamburger,แฮมเบอร์เกอร์,hamburger,哥哥今天早上趕時間，只買了一個漢堡帶走。,Sáng nay anh trai vội nên chỉ mua một cái hamburger mang đi.,เช้าวันนี้พี่ชายรีบมาก จึงซื้อแฮมเบอร์เกอร์หนึ่งชิ้นถือไปเท่านั้น,The older brother was in a hurry this morning so he only bought a hamburger to take with him.
這兩天,zhè liǎng tiān,hai ngày nay,สองวันนี้,these two days,這兩天天氣不太一樣，星期一很涼快，星期二太陽很大。,Thời tiết hai ngày này không giống nhau. Thứ Hai rất mát còn thứ Ba nắng rất to.,อากาศสองวันนี้ไม่ค่อยเหมือนกัน วันจันทร์เย็นสบาย ส่วนวันอังคารแดดแรงมาก,The weather these two days is not the same. Monday was cool and Tuesday was very sunny.
比較熱,bǐ jiào rè,nóng hơn,ร้อนกว่า,hotter,六月十八號比較熱，所以小美出門以前多帶了一瓶水。,Ngày mười tám tháng sáu nóng hơn nên Tiểu Mỹ mang thêm một chai nước trước khi ra ngoài.,วันที่สิบแปดมิถุนายนร้อนกว่า ดังนั้นเสี่ยวเหม่ยจึงพกน้ำเพิ่มหนึ่งขวดก่อนออกจากบ้าน,June eighteenth is hotter so Xiaomei brought an extra bottle of water before going out.
Ａ比Ｂ熱,A bǐ B rè,A nóng hơn B,A ร้อนกว่า B,A is hotter than B,今天比昨天熱，老師請學生下課後不要在太陽下跑太久。,Hôm nay nóng hơn hôm qua nên giáo viên bảo học sinh sau giờ học đừng chạy dưới nắng quá lâu.,วันนี้ร้อนกว่าเมื่อวาน ครูจึงบอกนักเรียนว่าหลังเลิกเรียนอย่าวิ่งกลางแดดนานเกินไป,Today is hotter than yesterday so the teacher told the students not to run under the sun for too long after class.
Ｂ沒有Ａ熱,B méi yǒu A rè,B không nóng bằng A,B ไม่ร้อนเท่า A,B is not as hot as A,星期一沒有星期二那麼熱，所以大家都想星期一去公園玩。,Thứ Hai không nóng bằng thứ Ba nên mọi người đều muốn đi công viên vào thứ Hai.,วันจันทร์ไม่ร้อนเท่าวันอังคาร ดังนั้นทุกคนจึงอยากไปสวนสาธารณะวันจันทร์,Monday is not as hot as Tuesday so everyone wants to go to the park on Monday.
飯館,fàn guǎn,quán ăn,ร้านอาหาร,restaurant,小東今天沒有在家吃飯，他和朋友去飯館吃午餐。,Hôm nay Tiểu Đông không ăn ở nhà cậu ấy đi ăn trưa ở quán ăn với bạn.,วันนี้เสี่ยวตงไม่ได้กินข้าวที่บ้าน เขาไปกินมื้อกลางวันที่ร้านอาหารกับเพื่อน,Xiaodong did not eat at home today and went to a restaurant for lunch with a friend.
客廳,kè tīng,phòng khách,ห้องนั่งเล่น,living room,晚飯以後，全家人坐在客廳裡看電視。,Sau bữa tối cả nhà ngồi trong phòng khách xem ti vi.,หลังอาหารเย็น ทุกคนในครอบครัวนั่งดูทีวีในห้องนั่งเล่น,After dinner the whole family sat in the living room and watched TV.
廚房,chú fáng,nhà bếp,ห้องครัว,kitchen,媽媽在廚房做菜，小東在旁邊幫忙洗菜。,Mẹ nấu ăn trong nhà bếp Tiểu Đông ở bên cạnh giúp rửa rau.,แม่ทำอาหารในห้องครัว เสี่ยวตงช่วยล้างผักอยู่ข้าง ๆ,Mom cooked in the kitchen and Xiaodong helped wash vegetables beside her.
襯衫,chèn shān,áo sơ mi,เสื้อเชิ้ต,shirt,小美今天穿白色襯衫，看起來很乾淨。,Hôm nay Tiểu Mỹ mặc áo sơ mi trắng trông rất sạch sẽ.,วันนี้เสี่ยวเหม่ยใส่เสื้อเชิ้ตสีขาว ดูสะอาดมาก,Xiaomei is wearing a white shirt today and looks very neat.
褲子,kù zi,quần dài,กางเกง,pants,天氣有點冷，小美穿了長褲子才出門。,Thời tiết hơi lạnh nên Tiểu Mỹ mặc quần dài rồi mới ra ngoài.,อากาศค่อนข้างเย็น เสี่ยวเหม่ยใส่กางเกงขายาวแล้วจึงออกจากบ้าน,The weather was a little cold so Xiaomei put on long pants before going out.
大衣,dà yī,áo khoác dài,เสื้อโค้ท,overcoat,冬天到了，姐姐每天上班都穿一件黑色大衣。,Mùa đông đến rồi chị gái mỗi ngày đi làm đều mặc một chiếc áo khoác dài màu đen.,ฤดูหนาวมาถึงแล้ว พี่สาวใส่เสื้อโค้ทสีดำไปทำงานทุกวัน,Winter has arrived so the older sister wears a black overcoat to work every day.
裙子,qún zi,váy,กระโปรง,skirt,小美今天穿藍色裙子，準備去參加朋友的生日會。,Hôm nay Tiểu Mỹ mặc váy màu xanh chuẩn bị đi dự sinh nhật bạn.,วันนี้เสี่ยวเหม่ยใส่กระโปรงสีฟ้า เตรียมไปงานวันเกิดของเพื่อน,Xiaomei is wearing a blue skirt today and is going to her friend’s birthday party.
工作,gōng zuò,công việc,งาน,work / job,這位小姐的工作是護士，她每天在醫院照顧病人。,Công việc của cô gái này là y tá mỗi ngày cô ấy chăm sóc bệnh nhân ở bệnh viện.,งานของผู้หญิงคนนี้คือพยาบาล เธอดูแลคนไข้ที่โรงพยาบาลทุกวัน,This young woman’s job is to be a nurse and she takes care of patients at the hospital every day.
護士,hù shì,y tá,พยาบาล,nurse,護士幫病人量體溫，然後請醫生過來看看。,Y tá đo nhiệt độ cho bệnh nhân rồi mời bác sĩ đến xem.,พยาบาลวัดไข้ให้คนไข้ แล้วเชิญหมอมาดู,The nurse took the patient’s temperature and then asked the doctor to come check.
病人,bìng rén,bệnh nhân,คนไข้,patient,這位病人覺得頭很痛，所以來醫院看病。,Bệnh nhân này cảm thấy đau đầu nên đến bệnh viện khám bệnh.,คนไข้คนนี้รู้สึกปวดหัวมาก จึงมาหาหมอที่โรงพยาบาล,This patient had a bad headache so he came to the hospital to see a doctor.
醫生,yī shēng,bác sĩ,หมอ,doctor,醫生正在問病人哪裡不舒服，護士站在旁邊幫忙。,Bác sĩ đang hỏi bệnh nhân khó chịu ở đâu y tá đứng bên cạnh giúp đỡ.,หมอกำลังถามคนไข้ว่ารู้สึกไม่สบายตรงไหน พยาบาลยืนช่วยอยู่ข้าง ๆ,The doctor is asking the patient where he feels uncomfortable while the nurse stands nearby helping.
小貓,xiǎo māo,mèo con,ลูกแมว,kitten,小貓吃飽以後，就跑到床上睡覺。,Mèo con ăn no xong thì chạy lên giường ngủ.,ลูกแมวกินอิ่มแล้วก็วิ่งขึ้นไปนอนบนเตียง,After the kitten ate enough it ran to the bed to sleep.
睡,shuì,ngủ,นอน,to sleep,弟弟晚上九點就睡，因為明天要早起上學。,Em trai chín giờ tối đã ngủ vì ngày mai phải dậy sớm đi học.,น้องชายนอนตอนสามทุ่ม เพราะพรุ่งนี้ต้องตื่นเช้าไปโรงเรียน,The younger brother sleeps at nine at night because he has to get up early for school tomorrow.
窗上,chuāng shàng,trên cửa sổ,บนหน้าต่าง,on the window,小貓跳到窗上，看著外面的鳥飛來飛去。,Mèo con nhảy lên cửa sổ nhìn chim bên ngoài bay qua bay lại.,ลูกแมวกระโดดขึ้นไปบนหน้าต่าง มองนกข้างนอกบินไปมา,The kitten jumped onto the window and watched the birds flying outside.
床上,chuáng shàng,trên giường,บนเตียง,on the bed,小貓睡在床上，小美不敢大聲說話。,Mèo con ngủ trên giường Tiểu Mỹ không dám nói lớn.,ลูกแมวนอนอยู่บนเตียง เสี่ยวเหม่ยจึงไม่กล้าพูดเสียงดัง,The kitten was sleeping on the bed so Xiaomei did not dare to speak loudly.
船上,chuán shàng,trên thuyền,บนเรือ,on the boat,旅行的時候，小明看到一隻小貓坐在船上。,Khi đi du lịch Tiểu Minh nhìn thấy một con mèo con ngồi trên thuyền.,ตอนท่องเที่ยว เสี่ยวหมิงเห็นลูกแมวตัวหนึ่งนั่งอยู่บนเรือ,During the trip Xiaoming saw a kitten sitting on the boat.
