生詞,pinyin,生詞越南文,生詞泰文,生詞英文,例句,例句越南語翻譯,例句泰文翻譯,例句英文翻譯
房間,fáng jiān,phòng,ห้อง,room,妹妹的房間很乾淨，書和衣服都放得很好。,"Phòng của em gái rất sạch, sách và quần áo đều được đặt gọn gàng.",ห้องของน้องสาวสะอาดมาก หนังสือและเสื้อผ้าถูกเก็บอย่างเรียบร้อย,"My younger sister’s room is very clean, with books and clothes put away neatly."
放,fàng,đặt / để,วาง / ใส่,to put / place,小美把書放在桌上，準備等一下做作業。,"Tiểu Mỹ đặt sách lên bàn, chuẩn bị lát nữa làm bài tập.",เสี่ยวเหม่ยวางหนังสือบนโต๊ะ เตรียมทำการบ้านอีกสักครู่,Xiaomei puts the book on the desk and plans to do homework later.
窗戶,chuāng hu,cửa sổ,หน้าต่าง,window,天氣很好，老師打開窗戶讓教室通風。,"Thời tiết rất tốt, giáo viên mở cửa sổ để lớp học thoáng khí.",อากาศดีมาก ครูเปิดหน้าต่างเพื่อให้ห้องเรียนถ่ายเทอากาศ,"The weather is nice, so the teacher opens the window to let air into the classroom."
下面,xià miàn,phía dưới / bên dưới,ข้างล่าง / ใต้,below / under,貓躲在桌子下面，小朋友找了很久才看到牠。,"Con mèo trốn dưới bàn, bọn trẻ tìm rất lâu mới thấy nó.",แมวซ่อนอยู่ใต้โต๊ะ เด็ก ๆ หาอยู่นานจึงเห็นมัน,"The cat hides under the table, and the children find it only after a long search."
孩子,hái zi,đứa trẻ / con,เด็ก / ลูก,child / children,孩子在院子裡玩水，媽媽在旁邊看著他。,"Đứa trẻ chơi nước trong sân, mẹ đứng bên cạnh trông chừng.",เด็กเล่นน้ำในลานบ้าน แม่ดูเขาอยู่ข้าง ๆ,The child plays with water in the yard while his mother watches nearby.
玩水,wán shuǐ,chơi nước,เล่นน้ำ,to play with water,夏天太熱了，孩子們喜歡在河邊玩水。,"Mùa hè quá nóng, bọn trẻ thích chơi nước bên sông.",ฤดูร้อนร้อนเกินไป เด็ก ๆ ชอบเล่นน้ำริมแม่น้ำ,"Summer is very hot, and the children like playing in the water by the river."
弄,nòng,làm / xử lý / làm cho,ทำ / จัดการ,to do / make / handle,媽媽正在弄衣服，爸爸在客廳打掃家裡。,"Mẹ đang xử lý quần áo, bố đang dọn dẹp nhà ở phòng khách.",แม่กำลังจัดการเสื้อผ้า พ่อกำลังทำความสะอาดบ้านในห้องนั่งเล่น,"Mom is dealing with the clothes, and Dad is cleaning the house in the living room."
衣服,yī fú,quần áo,เสื้อผ้า,clothes,下雨以前，小美趕快把外面的衣服收進來。,"Trước khi trời mưa, Tiểu Mỹ nhanh chóng thu quần áo ngoài trời vào.",ก่อนฝนตก เสี่ยวเหม่ยรีบเก็บเสื้อผ้าข้างนอกเข้ามา,"Before it rains, Xiaomei quickly brings in the clothes from outside."
打掃,dǎ sǎo,dọn dẹp,ทำความสะอาด,to clean,星期六早上，全家人一起打掃家裡。,"Sáng thứ Bảy, cả gia đình cùng nhau dọn dẹp nhà cửa.",เช้าวันเสาร์ ทั้งครอบครัวทำความสะอาดบ้านด้วยกัน,"On Saturday morning, the whole family cleans the house together."
家裡,jiā lǐ,trong nhà / nhà,ที่บ้าน / ในบ้าน,at home / home,小王今天不想出門，因為家裡還有很多作業要做。,Hôm nay Tiểu Vương không muốn ra ngoài vì ở nhà còn nhiều bài tập phải làm.,วันนี้เสี่ยวหวังไม่อยากออกจากบ้าน เพราะที่บ้านยังมีการบ้านอีกมากต้องทำ,Xiaowang does not want to go out today because he still has a lot of homework to do at home.
煮,zhǔ,luộc / nấu,ต้ม,to boil / to cook,用一個鍋子煮熱水。,Dùng một cái nồi để đun nước nóng.,ใช้หม้อต้มน้ำร้อน,Use a pot to boil hot water.
烤,kǎo,nướng / đút lò,ย่าง / อบ,to grill / to bake / to roast,這個方法教你怎麼烤青菜。,Cách này dạy bạn cách nướng rau xanh.,วิธีนี้สอนคุณว่าย่างผักอย่างไร,This method teaches you how to grill vegetables.
鹽,yán,muối,เกลือ,salt,在熱水裡放一點油和鹽。,Cho một chút dầu và muối vào nước nóng.,ใส่น้ำมันกับเกลือนิดหน่อยลงในน้ำร้อน,Put a little oil and salt into the hot water.
用不了,yòng bù liǎo,không cần dùng nhiều / không mất nhiều,ใช้ไม่ถึง / ใช้เวลาไม่นาน / ไม่ต้องใช้มาก,not need much / not take much,做這道菜用不了多少時間。,Làm món này không mất nhiều thời gian.,ทำอาหารจานนี้ใช้เวลาไม่นาน,Making this dish does not take much time.
誰都可以,shéi dōu kě yǐ,ai cũng có thể,ใคร ๆ ก็ได้ / ใครก็สามารถ,anyone can / everybody can,誰都可以進去這間圖書館。,Ai cũng có thể vào thư viện này.,ใคร ๆ ก็สามารถเข้าไปในห้องสมุดนี้ได้,Anyone can enter this library.
休息,xiū xi,nghỉ ngơi / nghỉ,พัก,to rest / to take a break,圖書館中午休息一個小時。,Thư viện nghỉ trưa một tiếng.,ห้องสมุดพักกลางวันหนึ่งชั่วโมง,The library has a one-hour lunch break at noon.
只,zhǐ,chỉ,แค่ / เพียง / เท่านั้น,only / just,只有元平大學的學生可以用圖書館。,Chỉ sinh viên Đại học Nguyên Bình mới có thể sử dụng thư viện.,มีเพียงนักศึกษาของมหาวิทยาลัยหยวนผิงเท่านั้นที่สามารถใช้ห้องสมุดได้,Only students of Yuanping University can use the library.
一塊兒,yí kuàir,cùng nhau,ด้วยกัน,together,我想找女學生和我一塊兒住。,Tôi muốn tìm một nữ sinh sống cùng tôi.,ฉันอยากหานักศึกษาผู้หญิงมาอยู่ด้วยกันกับฉัน,I want to find a female student to live together with me.
市場,shì chǎng,chợ,ตลาด,market,我家樓下是市場。,Dưới nhà tôi là chợ.,ชั้นล่างของบ้านฉันเป็นตลาด,Downstairs from my home is a market.
好幾間學校,hǎo jǐ jiān xué xiào,mấy trường học / nhiều trường học,โรงเรียนหลายแห่ง,several schools,附近有好幾間學校。,Gần đó có mấy trường học.,บริเวณใกล้ ๆ มีโรงเรียนหลายแห่ง,There are several schools nearby.
方便,fāng biàn,tiện lợi,สะดวก,convenient,從白小姐家到市場很方便。,Từ nhà cô Bạch đến chợ rất thuận tiện.,จากบ้านคุณไป๋ไปตลาดสะดวกมาก,It is convenient to go from Miss Bai’s home to the market.
留言,liú yán,để lại lời nhắn,ฝากข้อความ,to leave a message,王華早上沒有看到李大明，所以在辦公室留言給他。,"Sáng nay Vương Hoa không thấy Lý Đại Minh, nên đã để lại lời nhắn cho anh ấy ở văn phòng.",เช้าวันนี้หวังฮวาไม่เห็นหลี่ต้าหมิง จึงฝากข้อความไว้ให้เขาที่ออฟฟิศ,"Wang Hua did not see Li Daming this morning, so he left him a message at the office."
兩個小時後,liǎng ge xiǎo shí hòu,hai tiếng sau,หลังจากสองชั่วโมง / อีกสองชั่วโมงต่อมา,two hours later,兩個小時後，我要去哪裡開會？,"Hai tiếng nữa, tôi phải đi đâu họp?",อีกสองชั่วโมงต่อมา ฉันต้องไปประชุมที่ไหน,"Two hours later, where should I go for the meeting?"
開會,kāi huì,họp,ประชุม,to have a meeting,我要去哪裡開會？,Tôi phải đi đâu họp?,ฉันต้องไปประชุมที่ไหน,Where should I go for the meeting?
有問題,yǒu wèn tí,có vấn đề / có câu hỏi,มีปัญหา / มีคำถาม,to have a problem / to have a question,有問題請打給陳小姐。,"Nếu có vấn đề, vui lòng gọi cho cô Trần.",ถ้ามีปัญหา กรุณาโทรหาคุณเฉิน,"If you have any questions, please call Miss Chen."
寄,jì,gửi / gửi qua bưu điện,ส่ง / ส่งทางไปรษณีย์,to send / to mail,林先生把書寄出去了。,Ông Lâm đã gửi sách đi rồi.,คุณหลินส่งหนังสือออกไปแล้ว,Mr. Lin sent the books out.
拿,ná,lấy / cầm / nhận,เอา / ถือ / รับ,to take / to hold / to pick up,拿書時請記得給錢。,"Khi lấy sách, vui lòng nhớ trả tiền.",ตอนรับหนังสือ กรุณาอย่าลืมจ่ายเงิน,Please remember to pay when you pick up the books.
請假,qǐng jià,xin nghỉ phép,ขอลา,to ask for leave / to take leave,王明今天下午請假，因為他要送媽媽去醫院。,Chiều nay Vương Minh xin nghỉ vì anh ấy phải đưa mẹ đến bệnh viện.,บ่ายวันนี้หวังหมิงขอลา เพราะเขาต้องพาแม่ไปโรงพยาบาล,Wang Ming is taking leave this afternoon because he has to take his mother to the hospital.
辦公室,bàn gōng shì,văn phòng,ออฟฟิศ / สำนักงาน,office,王明下午不在辦公室，如果有事可以先留言給他。,Chiều nay Vương Minh không ở văn phòng; nếu có việc có thể để lại lời nhắn cho anh ấy trước.,ช่วงบ่ายหวังหมิงไม่อยู่ที่ออฟฟิศ ถ้ามีธุระสามารถฝากข้อความไว้ให้เขาก่อนได้,"Wang Ming is not in the office this afternoon; if there is something, you can leave him a message first."
醫院,yī yuàn,bệnh viện,โรงพยาบาล,hospital,王明的媽媽身體不舒服，所以他下午要送她去醫院。,"Mẹ của Vương Minh không khỏe, nên chiều nay anh ấy phải đưa bà đến bệnh viện.",แม่ของหวังหมิงไม่สบาย ดังนั้นบ่ายนี้เขาต้องพาเธอไปโรงพยาบาล,"Wang Ming’s mother is not feeling well, so he has to take her to the hospital this afternoon."
已經,yǐ jīng,đã,แล้ว,already,王明已經下班回家。,Vương Minh đã tan làm về nhà rồi.,หวังหมิงเลิกงานกลับบ้านแล้ว,Wang Ming has already gotten off work and gone home.
下班,xià bān,tan làm,เลิกงาน,to get off work,我下班前一定會回來。,Trước khi tan làm tôi nhất định sẽ quay lại.,ก่อนเลิกงานฉันจะกลับมาแน่นอน,I will definitely come back before getting off work.
白天,bái tiān,ban ngày,ตอนกลางวัน,daytime / during the day,白天騎車就開燈。,Ban ngày đi xe thì bật đèn.,ขี่รถตอนกลางวันก็เปิดไฟ,Turn on the lights when riding during the day.
開燈,kāi dēng,bật đèn,เปิดไฟ,to turn on the light,開燈以後，看得更清楚。,"Sau khi bật đèn, nhìn rõ hơn.",หลังจากเปิดไฟแล้ว จะมองเห็นชัดขึ้น,"After turning on the lights, you can see more clearly."
更,gèng,hơn / càng,ยิ่งขึ้น / มากขึ้น,even more / more,白天騎車開燈以後，大家可以看得更清楚。,"Sau khi bật đèn khi đi xe ban ngày, mọi người có thể nhìn rõ hơn.",หลังจากเปิดไฟตอนขี่รถในเวลากลางวัน ทุกคนสามารถมองเห็นได้ชัดเจนขึ้น,"After turning on the lights while riding during the day, everyone can see more clearly."
清楚,qīng chǔ,rõ ràng,ชัดเจน,clear / clearly,白天騎車開燈以後，前面的車子會看得更清楚。,"Sau khi bật đèn khi đi xe ban ngày, có thể nhìn xe phía trước rõ hơn.",หลังจากเปิดไฟตอนขี่รถกลางวัน จะเห็นรถข้างหน้าได้ชัดเจนขึ้น,"After turning on the lights while riding during the day, you can see the cars ahead more clearly."
安全,ān quán,an toàn,ปลอดภัย,safe / safety,交通警察希望大家白天也開燈，這樣騎車比較安全。,"Cảnh sát giao thông hy vọng mọi người cũng bật đèn vào ban ngày, như vậy đi xe sẽ an toàn hơn.",ตำรวจจราจรหวังว่าทุกคนจะเปิดไฟตอนกลางวันด้วย แบบนี้การขี่รถจะปลอดภัยกว่า,"The traffic police hope everyone turns on their lights during the day too, so riding will be safer."
警察,jǐng chá,cảnh sát,ตำรวจ,police,交通警察關心您！,Cảnh sát giao thông quan tâm đến bạn!,ตำรวจจราจรเป็นห่วงคุณ,The traffic police care about you!
戴安全帽,dài ān quán mào,đội mũ bảo hiểm,สวมหมวกกันน็อก,to wear a helmet,警察要大家騎車戴著安全帽。,Cảnh sát muốn mọi người đội mũ bảo hiểm khi đi xe.,ตำรวจอยากให้ทุกคนสวมหมวกกันน็อกเวลาขี่รถ,The police want everyone to wear a helmet when riding.
不只晚上,bù zhǐ wǎn shàng,không chỉ buổi tối,ไม่ใช่แค่ตอนกลางคืน,not only at night,警察要大家不只晚上騎車開燈。,Cảnh sát muốn mọi người không chỉ buổi tối mới bật đèn khi đi xe.,ตำรวจอยากให้ทุกคนไม่ใช่แค่ตอนกลางคืนที่เปิดไฟเวลาขี่รถ,"The police want everyone to turn on the lights when riding, not only at night."
每個人,měi ge rén,mỗi người / mọi người,ทุกคน,everyone / every person,十月十日搭公車時，每個人都不用錢。,"Khi đi xe buýt vào ngày 10 tháng 10, mỗi người đều không cần trả tiền.",วันที่ 10 ตุลาคมเมื่อนั่งรถเมล์ ทุกคนไม่ต้องเสียเงิน,"When taking the bus on October 10, everyone rides for free."
需要,xū yào,cần / cần phải,ต้องการ / จำเป็นต้อง,to need / need to,平常坐公車時，十二歲到六十五歲的人需要付二十元。,"Thông thường khi đi xe buýt, người từ 12 đến 65 tuổi cần trả 20 đồng.",ปกติเมื่อนั่งรถเมล์ คนอายุ 12 ถึง 65 ปีต้องจ่าย 20 หยวน,"Usually, when taking the bus, people aged 12 to 65 need to pay 20 yuan."
付錢,fù qián,trả tiền,จ่ายเงิน,to pay money,國家生日那天搭公車不用付錢，所以很多人想坐公車出門。,"Vào ngày sinh nhật quốc gia, đi xe buýt không cần trả tiền, nên nhiều người muốn đi xe buýt ra ngoài.",ในวันชาติ นั่งรถเมล์ไม่ต้องจ่ายเงิน ดังนั้นหลายคนอยากนั่งรถเมล์ออกไปข้างนอก,"On the country’s birthday, people do not need to pay to take the bus, so many people want to go out by bus."
不用,bú yòng,không cần,ไม่ต้อง,do not need to,所有人都不用錢。,Tất cả mọi người đều không cần trả tiền.,ทุกคนไม่ต้องเสียเงิน,Everyone does not need to pay.
車票,chē piào,vé xe,ตั๋วรถ,ticket,十月十日坐車不用買車票。,Ngày 10 tháng 10 đi xe không cần mua vé.,วันที่ 10 ตุลาคม ขึ้นรถไม่ต้องซื้อตั๋ว,"On October 10, people do not need to buy a ticket when taking the bus."
公車,gōng chē,xe buýt,รถเมล์,bus,十月十日搭公車，所有人都不用錢。,"Ngày 10 tháng 10 đi xe buýt, tất cả mọi người đều không cần trả tiền.",วันที่ 10 ตุลาคม นั่งรถเมล์ ทุกคนไม่ต้องเสียเงิน,"On October 10, everyone can take the bus for free."
服務,fú wù,dịch vụ / phục vụ,บริการ,service,國家生日那天沒有公車服務。,Ngày sinh nhật của đất nước không có dịch vụ xe buýt.,วันชาติไม่มีบริการรถเมล์,There is no bus service on the country’s birthday.
班次,bān cì,chuyến / số chuyến,เที่ยวรถ / ขบวนรถ,train number / service number,這張表上有三個火車班次，出發時間都不一樣。,"Trên bảng này có ba chuyến tàu, giờ xuất phát đều khác nhau.",ในตารางนี้มีรถไฟสามขบวน เวลาออกเดินทางไม่เหมือนกัน,"This table has three train services, and their departure times are all different."
出發,chū fā,xuất phát,ออกเดินทาง,to depart / to leave,這班火車早上八點從高譚市出發，目的地是新城。,"Chuyến tàu này xuất phát từ thành phố Cao Đàm lúc 8 giờ sáng, điểm đến là Tân Thành.",รถไฟขบวนนี้ออกจากเมืองเกาถานเวลาแปดโมงเช้า จุดหมายปลายทางคือซินเฉิง,"This train departs from Gaotan City at 8:00 a.m., and its destination is Xincheng."
時間,shí jiān,thời gian,เวลา,time,請你先看清楚火車的出發時間，再決定要搭哪一班車。,"Bạn hãy xem rõ giờ xuất phát của tàu trước, rồi quyết định sẽ đi chuyến nào.",กรุณาดูเวลาออกเดินทางของรถไฟให้ชัดเจนก่อน แล้วค่อยตัดสินใจว่าจะนั่งขบวนไหน,"Please check the train departure time first, then decide which train to take."
起點,qǐ diǎn,điểm xuất phát,จุดเริ่มต้น,starting point,這班火車的起點是高譚市，目的地是新城。,"Điểm xuất phát của chuyến tàu này là thành phố Cao Đàm, điểm đến là Tân Thành.",จุดเริ่มต้นของรถไฟขบวนนี้คือเมืองเกาถาน จุดหมายปลายทางคือซินเฉิง,"The starting point of this train is Gaotan City, and its destination is Xincheng."
目的地,mù dì dì,điểm đến,จุดหมายปลายทาง,destination,買票以前，請先確認火車的目的地是不是舊城。,"Trước khi mua vé, vui lòng xác nhận trước điểm đến của tàu có phải là Cựu Thành hay không.",ก่อนซื้อตั๋ว กรุณายืนยันก่อนว่าจุดหมายปลายทางของรถไฟคือจิ้วเฉิงหรือไม่,"Before buying a ticket, please first confirm whether the train’s destination is Jiucheng."
舊城區,jiù chéng qū,khu phố cổ / khu thành cũ,เขตเมืองเก่า,old town area / old city district,如果你想去舊城區，可以搭下午一點十分的火車。,"Nếu bạn muốn đi khu phố cổ, bạn có thể đi chuyến tàu lúc 1 giờ 10 chiều.",ถ้าคุณอยากไปเขตเมืองเก่า คุณสามารถนั่งรถไฟเวลา 13:10 ได้,"If you want to go to the old town area, you can take the 1:10 p.m. train."
只有,zhǐ yǒu,chỉ có,มีแค่ / เพียงแต่,only / there is only,只有元平大學的學生可以使用這間圖書館。,Chỉ sinh viên của Đại học Nguyên Bình mới có thể sử dụng thư viện này.,มีเพียงนักศึกษาของมหาวิทยาลัยหยวนผิงเท่านั้นที่ใช้ห้องสมุดนี้ได้,Only students of Yuanping University can use this library.
下午,xià wǔ,buổi chiều,ตอนบ่าย,afternoon,圖書館下午一點重新開門，下午五點關門。,Thư viện mở cửa lại lúc 1 giờ chiều và đóng cửa lúc 5 giờ chiều.,ห้องสมุดเปิดอีกครั้งตอนบ่ายโมง และปิดตอนห้าโมงเย็น,The library opens again at 1:00 p.m. and closes at 5:00 p.m.
才,cái,mới / chỉ khi,ถึงจะ / จึงจะ,only then / not until,到中午以後，才有火車可以從高譚市到舊城。,Sau buổi trưa mới có tàu từ thành phố Cao Đàm đến Cựu Thành.,หลังเที่ยงถึงจะมีรถไฟจากเมืองเกาถานไปจิ้วเฉิง,Only after noon is there a train from Gaotan City to Jiucheng.
服務員,fú wù yuán,nhân viên phục vụ,พนักงานบริการ,service staff / waiter / waitress,學生餐廳需要服務員。,Nhà ăn sinh viên cần nhân viên phục vụ.,โรงอาหารนักเรียนต้องการพนักงานบริการ,The student cafeteria needs service staff.
每天,měi tiān,mỗi ngày,ทุกวัน,every day,這裡的服務員每天都要上班。,Nhân viên phục vụ ở đây ngày nào cũng phải đi làm.,พนักงานบริการที่นี่ต้องทำงานทุกวัน,The service staff here have to work every day.
經驗多,jīng yàn duō,nhiều kinh nghiệm,มีประสบการณ์มาก,to have more experience,這家餐廳說，有一年打工經驗多的人可以多拿兩千元。,Nhà ăn này nói rằng người có thêm một năm kinh nghiệm làm thêm có thể nhận thêm hai nghìn đồng.,ร้านอาหารนี้บอกว่าคนที่มีประสบการณ์ทำงานหนึ่งปีสามารถได้เงินเพิ่มสองพันหยวน,The cafeteria says people with one year of work experience can receive two thousand yuan more.
比較多錢,bǐ jiào duō qián,nhiều tiền hơn,เงินมากกว่า,more money,有打工經驗的人每個月可以拿比較多錢。,Người có kinh nghiệm làm thêm mỗi tháng có thể nhận nhiều tiền hơn.,คนที่มีประสบการณ์ทำงานพิเศษสามารถได้เงินมากกว่าต่อเดือน,People with part-time work experience can get more money each month.
有興趣的人,yǒu xìng qù de rén,người có hứng thú / người quan tâm,คนที่สนใจ,interested people / people who are interested,如果你有興趣，請直接到餐廳找陳先生。,"Nếu bạn có hứng thú, vui lòng trực tiếp đến nhà ăn tìm ông Trần.",ถ้าคุณสนใจ กรุณาไปที่โรงอาหารเพื่อพบคุณเฉินโดยตรง,"If you are interested, please go directly to the cafeteria to find Mr. Chen."
