生詞,pinyin,生詞越南文,生詞泰文,生詞英文,例句,例句越南語翻譯,例句泰文翻譯,例句英文翻譯
剛才,gāng cái,vừa nãy,เมื่อกี้,just now,小美剛才在書店看到一本特價字典。,Tiểu Mỹ vừa nãy thấy một cuốn từ điển giảm giá ở hiệu sách.,เมื่อกี้เสี่ยวเหม่ยเห็นพจนานุกรมลดราคาหนึ่งเล่มในร้านหนังสือ,Xiaomei just saw a discounted dictionary at the bookstore.
經常,jīng cháng,thường xuyên,บ่อย ๆ / เป็นประจำ,often / frequently,小李經常去這家商店，因為那裡的衣服比較便宜。,Tiểu Lý thường xuyên đến cửa hàng này vì quần áo ở đó rẻ hơn.,เสี่ยวหลี่ไปร้านนี้บ่อย ๆ เพราะเสื้อผ้าที่นั่นถูกกว่า,Xiaoli often goes to this store because the clothes there are cheaper.
商店,shāng diàn,cửa hàng,ร้านค้า,shop / store,這家商店正在特價，很多學生都來買書。,"Cửa hàng này đang giảm giá, nhiều học sinh đều đến mua sách.",ร้านค้านี้กำลังลดราคา นักเรียนหลายคนมาซื้อหนังสือ,"This store is having a sale, and many students come to buy books."
買,mǎi,mua,ซื้อ,to buy,哥哥想買法文字典，因為這學期要上法文課。,Anh trai muốn mua từ điển tiếng Pháp vì học kỳ này phải học lớp tiếng Pháp.,พี่ชายอยากซื้อพจนานุกรมภาษาฝรั่งเศส เพราะเทอมนี้ต้องเรียนวิชาฝรั่งเศส,My older brother wants to buy a French dictionary because he has French class this semester.
衣服,yī fú,quần áo,เสื้อผ้า,clothes,小王找了一個下午，還是沒有買到想要的衣服。,Tiểu Vương tìm cả buổi chiều nhưng vẫn chưa mua được quần áo mình muốn.,เสี่ยวหวังหามาทั้งบ่ายแล้ว แต่ก็ยังซื้อเสื้อผ้าที่ต้องการไม่ได้,Xiaowang searched all afternoon but still did not buy the clothes he wanted.
每……都……,měi... dōu...,mỗi... đều...,ทุก...ก็...,every... all...,小王看到很多大衣，每一件都想試穿。,"Tiểu Vương thấy rất nhiều áo khoác dài, chiếc nào cũng muốn thử mặc.",เสี่ยวหวังเห็นเสื้อโค้ตหลายตัว ทุกตัวเขาก็อยากลองใส่,Xiaowang sees many coats and wants to try on every one of them.
快,kuài,sắp / nhanh,ใกล้จะ / เร็ว,soon / fast,書店快關門了，小美只好明天再來買字典。,"Hiệu sách sắp đóng cửa, Tiểu Mỹ đành ngày mai quay lại mua từ điển.",ร้านหนังสือใกล้จะปิดแล้ว เสี่ยวเหม่ยจึงต้องกลับมาซื้อพจนานุกรมพรุ่งนี้,"The bookstore is about to close, so Xiaomei has to come back tomorrow to buy the dictionary."
先,xiān,trước tiên,ก่อน,first,小李先看價格，再決定要不要買那件大衣。,"Tiểu Lý xem giá trước, rồi mới quyết định có mua chiếc áo khoác dài đó hay không.",เสี่ยวหลี่ดูราคาก่อน แล้วจึงตัดสินใจว่าจะซื้อเสื้อโค้ตตัวนั้นหรือไม่,Xiaoli first checks the price and then decides whether to buy that coat.
貴,guì,đắt,แพง,expensive,這件大衣太貴了，小王想等特價的時候再買。,"Chiếc áo khoác dài này quá đắt, Tiểu Vương muốn đợi lúc giảm giá rồi mua.",เสื้อโค้ตตัวนี้แพงเกินไป เสี่ยวหวังอยากรอตอนลดราคาแล้วค่อยซื้อ,"This coat is too expensive, so Xiaowang wants to wait for a sale before buying it."
要是……就……,yào shi... jiù...,nếu... thì...,ถ้า...ก็...,if... then...,要是這件大衣便宜一點，小王就一定會買。,"Nếu chiếc áo khoác dài này rẻ hơn một chút, Tiểu Vương nhất định sẽ mua.",ถ้าเสื้อโค้ตตัวนี้ถูกลงหน่อย เสี่ยวหวังจะซื้อแน่นอน,"If this coat is a little cheaper, Xiaowang will definitely buy it."
或是,huò shì,hoặc là,หรือ,or,你想買黑色大衣，或是想買白色外套？,Bạn muốn mua áo khoác dài màu đen hay áo khoác ngoài màu trắng?,คุณอยากซื้อเสื้อโค้ตสีดำ หรือเสื้อคลุมสีขาว,Do you want to buy a black coat or a white jacket?
不但……還……,bú dàn... hái...,không những... còn...,ไม่เพียงแต่...ยัง...,not only... but also...,這家書店不但賣中文書，還賣法文字典。,Hiệu sách này không những bán sách tiếng Trung mà còn bán từ điển tiếng Pháp.,ร้านหนังสือนี้ไม่เพียงแต่ขายหนังสือภาษาจีน ยังขายพจนานุกรมภาษาฝรั่งเศสด้วย,This bookstore not only sells Chinese books but also French dictionaries.
便宜,pián yí,rẻ,ถูก,cheap / inexpensive,這本字典現在很便宜，兩本一共只要五百元。,"Cuốn từ điển này bây giờ rất rẻ, hai cuốn tổng cộng chỉ cần năm trăm đồng.",พจนานุกรมเล่มนี้ตอนนี้ราคาถูกมาก สองเล่มรวมกันแค่ห้าร้อยหยวน,This dictionary is cheap now; two books cost only five hundred yuan in total.
一定,yí dìng,nhất định,แน่นอน,definitely / certainly,如果下午有時間，小王一定會去商店買衣服。,"Nếu chiều nay có thời gian, Tiểu Vương nhất định sẽ đi cửa hàng mua quần áo.",ถ้าบ่ายนี้มีเวลา เสี่ยวหวังจะไปร้านค้าซื้อเสื้อผ้าแน่นอน,"If Xiaowang has time this afternoon, he will definitely go to the store to buy clothes."
撿,jiǎn,nhặt,เก็บ / หยิบขึ้นมา,to pick up,小美在路上撿到一個錢包，馬上交給警察。,Tiểu Mỹ nhặt được một cái ví trên đường và lập tức giao cho cảnh sát.,เสี่ยวเหม่ยเก็บกระเป๋าสตางค์ได้บนถนน และส่งให้ตำรวจทันที,Xiaomei picks up a wallet on the road and immediately gives it to the police.
找,zhǎo,tìm,หา,to look for / find,小王找了很久，才找到自己想要的黑色大衣。,Tiểu Vương tìm rất lâu mới tìm được chiếc áo khoác dài màu đen mình muốn.,เสี่ยวหวังหานานมาก จึงหาเสื้อโค้ตสีดำที่ต้องการเจอ,Xiaowang looked for a long time before finding the black coat he wanted.
收,shōu,nhận / thu / cất,รับ / เก็บ,to receive / collect / put away,下雨以前，媽媽叫小明把外面的衣服收進來。,"Trước khi trời mưa, mẹ bảo Tiểu Minh thu quần áo ngoài trời vào.",ก่อนฝนตก แม่บอกให้เสี่ยวหมิงเก็บเสื้อผ้าข้างนอกเข้ามา,"Before it rains, Mom tells Xiaoming to bring in the clothes from outside."
想要的,xiǎng yào de,cái muốn / thứ muốn,ที่ต้องการ,wanted / desired,這家店沒有小王想要的尺寸，所以他決定下次再買。,"Cửa hàng này không có cỡ Tiểu Vương muốn, nên cậu ấy quyết định lần sau mua.",ร้านนี้ไม่มีขนาดที่เสี่ยวหวังต้องการ ดังนั้นเขาตัดสินใจซื้อครั้งหน้า,"This store does not have the size Xiaowang wants, so he decides to buy it next time."
下次,xià cì,lần sau,ครั้งหน้า,next time,小李今天沒有買到書，他說下次再去書店看看。,"Hôm nay Tiểu Lý không mua được sách, cậu ấy nói lần sau sẽ đi hiệu sách xem lại.",วันนี้เสี่ยวหลี่ซื้อหนังสือไม่ได้ เขาบอกว่าครั้งหน้าจะไปร้านหนังสือดูอีก,"Xiaoli did not buy the book today, so he says he will check the bookstore next time."
再,zài,rồi mới / lại / sau đó,ค่อย / อีกครั้ง,then / again,小王今天太累了，想明天再去商店買大衣。,"Hôm nay Tiểu Vương quá mệt, muốn ngày mai mới đi cửa hàng mua áo khoác dài.",วันนี้เสี่ยวหวังเหนื่อยเกินไป จึงอยากไปร้านค้าซื้อเสื้อโค้ตพรุ่งนี้ค่อยไป,Xiaowang is too tired today and wants to go to the store to buy a coat tomorrow instead.
星期日,xīng qī rì,Chủ nhật,วันอาทิตย์,Sunday,星期日下午，書店裡有很多人來買特價書。,"Chiều Chủ nhật, trong hiệu sách có nhiều người đến mua sách giảm giá.",บ่ายวันอาทิตย์ ในร้านหนังสือมีคนจำนวนมากมาซื้อหนังสือลดราคา,"On Sunday afternoon, many people come to the bookstore to buy discounted books."
書店,shū diàn,hiệu sách,ร้านหนังสือ,bookstore,這家書店離學校很近，學生下課後常常去買書。,"Hiệu sách này rất gần trường, học sinh thường đến mua sách sau giờ học.",ร้านหนังสือนี้อยู่ใกล้โรงเรียนมาก นักเรียนมักไปซื้อหนังสือหลังเลิกเรียน,"This bookstore is very close to the school, and students often buy books there after class."
非常,fēi cháng,rất / vô cùng,มาก,very / extremely,今天書店非常熱鬧，因為很多書都在特價。,Hôm nay hiệu sách rất nhộn nhịp vì nhiều sách đều đang giảm giá.,วันนี้ร้านหนังสือคึกคักมาก เพราะหนังสือหลายเล่มกำลังลดราคา,The bookstore is very lively today because many books are on sale.
住在,zhù zài,sống ở,อาศัยอยู่ที่,to live in/at,小玲住在學校附近，所以每天走路去上課。,"Tiểu Linh sống gần trường, nên mỗi ngày đi bộ đến lớp.",เสี่ยวหลิงอาศัยอยู่ใกล้โรงเรียน ดังนั้นเดินไปเรียนทุกวัน,"Xiaoling lives near the school, so she walks to class every day."
一點,yì diǎn,một chút,นิดหน่อย,a little,如果這件大衣便宜一點，小王就會買。,"Nếu chiếc áo khoác dài này rẻ hơn một chút, Tiểu Vương sẽ mua.",ถ้าเสื้อโค้ตตัวนี้ถูกลงนิดหน่อย เสี่ยวหวังก็จะซื้อ,"If this coat is a little cheaper, Xiaowang will buy it."
開學,kāi xué,khai giảng / bắt đầu học,เปิดเทอม / เปิดเรียน,school starts,快要開學了，很多學生到書店買字典和課本。,"Sắp khai giảng rồi, nhiều học sinh đến hiệu sách mua từ điển và sách giáo khoa.",ใกล้เปิดเทอมแล้ว นักเรียนหลายคนไปร้านหนังสือซื้อพจนานุกรมและหนังสือเรียน,"School is about to start, so many students go to the bookstore to buy dictionaries and textbooks."
特價,tè jià,giá đặc biệt / giảm giá,ราคาพิเศษ / ลดราคา,special price / sale,這本法文字典今天特價，只賣三百五十元。,"Cuốn từ điển tiếng Pháp này hôm nay giảm giá, chỉ bán ba trăm năm mươi đồng.",พจนานุกรมภาษาฝรั่งเศสเล่มนี้วันนี้ราคาพิเศษ ขายเพียงสามร้อยห้าสิบหยวน,This French dictionary is on sale today and costs only 350 yuan.
字典,zì diǎn,từ điển,พจนานุกรม,dictionary,小王上法文課以前，先去書店買了一本字典。,"Trước khi học lớp tiếng Pháp, Tiểu Vương đến hiệu sách mua một cuốn từ điển trước.",ก่อนเรียนภาษาฝรั่งเศส เสี่ยวหวังไปร้านหนังสือซื้อพจนานุกรมหนึ่งเล่มก่อน,"Before taking French class, Xiaowang first goes to the bookstore to buy a dictionary."
每,měi,mỗi,ทุก,every / each,每個學生都需要一本字典，老師明天要檢查。,"Mỗi học sinh đều cần một cuốn từ điển, ngày mai giáo viên sẽ kiểm tra.",นักเรียนทุกคนต้องมีพจนานุกรมหนึ่งเล่ม ครูจะตรวจพรุ่งนี้,"Every student needs a dictionary, and the teacher will check tomorrow."
最,zuì,nhất,ที่สุด,most,這本字典是店裡最便宜的一本，很多學生都想買。,"Cuốn từ điển này là cuốn rẻ nhất trong tiệm, nhiều học sinh đều muốn mua.",พจนานุกรมเล่มนี้เป็นเล่มที่ถูกที่สุดในร้าน นักเรียนหลายคนอยากซื้อ,"This dictionary is the cheapest one in the store, and many students want to buy it."
只,zhǐ,chỉ,แค่ / เพียง,only,這本書原來很貴，今天特價只賣一百元。,"Cuốn sách này vốn rất đắt, hôm nay giảm giá chỉ bán một trăm đồng.",หนังสือเล่มนี้เดิมราคาแพงมาก วันนี้ลดราคาเหลือเพียงหนึ่งร้อยหยวน,"This book was originally expensive, but it is on sale today for only one hundred yuan."
賣,mài,bán,ขาย,to sell,這家商店賣很多種衣服，也賣鞋子和帽子。,"Cửa hàng này bán nhiều loại quần áo, cũng bán giày và mũ.",ร้านนี้ขายเสื้อผ้าหลายชนิด และยังขายรองเท้ากับหมวกด้วย,"This store sells many kinds of clothes, and it also sells shoes and hats."
兩本,liǎng běn,hai quyển,สองเล่ม,two books,買兩本中文書比較便宜，所以小美和朋友一起買。,"Mua hai quyển sách tiếng Trung rẻ hơn, nên Tiểu Mỹ và bạn mua cùng nhau.",ซื้อหนังสือภาษาจีนสองเล่มจะถูกกว่า ดังนั้นเสี่ยวเหม่ยกับเพื่อนจึงซื้อด้วยกัน,"Buying two Chinese books is cheaper, so Xiaomei and her friend buy them together."
比較,bǐ jiào,tương đối / hơn,ค่อนข้าง / กว่า,comparatively / more,這家店的衣服比較便宜，但是選擇比較少。,"Quần áo của cửa hàng này rẻ hơn, nhưng lựa chọn ít hơn.",เสื้อผ้าของร้านนี้ถูกกว่า แต่ตัวเลือกน้อยกว่า,"The clothes in this store are cheaper, but there are fewer choices."
總是,zǒng shì,luôn luôn,มักจะ / เสมอ,always,小王總是先看價格，再決定要不要買書。,Tiểu Vương luôn xem giá trước rồi mới quyết định có mua sách hay không.,เสี่ยวหวังมักดูราคาก่อน แล้วค่อยตัดสินใจว่าจะซื้อหนังสือหรือไม่,Xiaowang always checks the price first before deciding whether to buy a book.
一共,yí gòng,tổng cộng,รวมทั้งหมด,in total,小美買了兩本書，一共付了五百元。,"Tiểu Mỹ mua hai quyển sách, tổng cộng trả năm trăm đồng.",เสี่ยวเหม่ยซื้อหนังสือสองเล่ม รวมจ่ายห้าร้อยหยวน,Xiaomei bought two books and paid five hundred yuan in total.
只好,zhǐ hǎo,đành phải,จำต้อง / ก็เลยต้อง,have no choice but to,書店已經關門了，小李只好明天再來買字典。,"Hiệu sách đã đóng cửa, Tiểu Lý đành ngày mai quay lại mua từ điển.",ร้านหนังสือปิดแล้ว เสี่ยวหลี่จึงต้องกลับมาซื้อพจนานุกรมพรุ่งนี้,"The bookstore is closed, so Xiaoli has no choice but to come back tomorrow to buy the dictionary."
因為……所以……,yīn wèi... suǒ yǐ...,vì... nên...,เพราะ...ดังนั้น...,because... so...,因為這裡的書都不貴，所以星期日來買書的人很多。,"Vì sách ở đây đều không đắt, nên Chủ nhật có nhiều người đến mua sách.",เพราะหนังสือที่นี่ไม่แพง ดังนั้นวันอาทิตย์จึงมีคนมาซื้อหนังสือมาก,"Because the books here are not expensive, many people come to buy them on Sunday."
雖然……但是……,suī rán... dàn shì...,mặc dù... nhưng...,แม้ว่า...แต่...,although... but...,雖然這件大衣很好看，但是價格太貴了。,"Mặc dù chiếc áo khoác dài này rất đẹp, nhưng giá quá đắt.",แม้ว่าเสื้อโค้ตตัวนี้สวยมาก แต่ราคาก็แพงเกินไป,"Although this coat looks nice, the price is too high."
可是,kě shì,nhưng,แต่,but / however,小王想買那本字典，可是他今天沒有帶錢。,"Tiểu Vương muốn mua cuốn từ điển đó, nhưng hôm nay cậu ấy không mang tiền.",เสี่ยวหวังอยากซื้อพจนานุกรมเล่มนั้น แต่วันนี้เขาไม่ได้เอาเงินมา,"Xiaowang wants to buy that dictionary, but he did not bring money today."
學期,xué qī,học kỳ,ภาคเรียน,semester / school term,這學期小美要上法文課，所以她需要一本法文字典。,"Học kỳ này Tiểu Mỹ phải học lớp tiếng Pháp, nên cô ấy cần một cuốn từ điển tiếng Pháp.",เทอมนี้เสี่ยวเหม่ยต้องเรียนวิชาภาษาฝรั่งเศส ดังนั้นเธอต้องการพจนานุกรมภาษาฝรั่งเศสหนึ่งเล่ม,"Xiaomei has French class this semester, so she needs a French dictionary."
法文,Fǎ wén,tiếng Pháp,ภาษาฝรั่งเศส,French language,小王覺得法文很難，但是他還是想認真學。,"Tiểu Vương thấy tiếng Pháp rất khó, nhưng cậu ấy vẫn muốn học nghiêm túc.",เสี่ยวหวังคิดว่าภาษาฝรั่งเศสยากมาก แต่เขายังอยากเรียนอย่างตั้งใจ,"Xiaowang thinks French is difficult, but he still wants to study it seriously."
應該,yīng gāi,nên / phải nên,ควร,should,如果你要上法文課，應該先買一本字典。,"Nếu bạn phải học lớp tiếng Pháp, bạn nên mua một cuốn từ điển trước.",ถ้าคุณต้องเรียนภาษาฝรั่งเศส คุณควรซื้อพจนานุกรมหนึ่งเล่มก่อน,"If you are taking French class, you should buy a dictionary first."
法文字典,Fǎ wén zì diǎn,từ điển tiếng Pháp,พจนานุกรมภาษาฝรั่งเศส,French dictionary,哥哥在書店找到一本法文字典，準備帶去學校用。,"Anh trai tìm được một cuốn từ điển tiếng Pháp ở hiệu sách, chuẩn bị mang đến trường dùng.",พี่ชายหาพจนานุกรมภาษาฝรั่งเศสได้ที่ร้านหนังสือ เตรียมนำไปใช้ที่โรงเรียน,My older brother found a French dictionary at the bookstore and plans to use it at school.
