生詞,pinyin,生詞越南文,生詞泰文,生詞英文,例句,例句越南語翻譯,例句泰文翻譯,例句英文翻譯
樓上,lóu shàng,tầng trên,ชั้นบน,upstairs,樓上的鄰居每天晚上看電視看到很晚，讓小華睡不好。,Người hàng xóm ở tầng trên mỗi tối xem ti vi đến rất khuya làm Tiểu Hoa ngủ không ngon.,เพื่อนบ้านชั้นบนดูทีวีจนดึกทุกคืน ทำให้เสี่ยวหัวนอนไม่ค่อยหลับ,The upstairs neighbor watches TV very late every night and makes Xiaohua sleep badly.
電視,diàn shì,ti vi,โทรทัศน์,television,這間房間有電視和冰箱，但是沒有冷氣。,Căn phòng này có ti vi và tủ lạnh nhưng không có máy lạnh.,ห้องนี้มีโทรทัศน์และตู้เย็น แต่ไม่มีแอร์,This room has a television and a refrigerator but no air conditioner.
音樂,yīn yuè,âm nhạc,ดนตรี,music,哥哥喜歡聽音樂，可是晚上聽太大聲會影響別人休息。,Anh trai thích nghe nhạc nhưng nghe quá to vào buổi tối sẽ ảnh hưởng đến người khác nghỉ ngơi.,พี่ชายชอบฟังเพลง แต่ถ้าฟังดังเกินไปตอนกลางคืนจะรบกวนคนอื่นพักผ่อน,The older brother likes listening to music but listening too loudly at night affects other people’s rest.
唱歌,chàng gē,hát,ร้องเพลง,to sing,隔壁的人晚上一直唱歌，小華沒辦法安靜地睡覺。,Người bên cạnh cứ hát vào buổi tối nên Tiểu Hoa không thể ngủ yên.,คนข้างบ้านร้องเพลงตลอดตอนกลางคืน ทำให้เสี่ยวหัวนอนอย่างเงียบ ๆ ไม่ได้,The person next door kept singing at night so Xiaohua could not sleep quietly.
大聲,dà shēng,to tiếng,เสียงดัง,loud,樓上的電視開得太大聲，小華只好戴耳機讀書。,Ti vi ở tầng trên mở quá lớn nên Tiểu Hoa đành phải đeo tai nghe đọc sách.,ทีวีชั้นบนเปิดเสียงดังเกินไป เสี่ยวหัวจึงต้องใส่หูฟังอ่านหนังสือ,The upstairs TV was too loud so Xiaohua had to wear headphones while studying.
沒辦法,méi bàn fǎ,không có cách nào,ไม่มีวิธี,cannot,因為外面太吵，小華沒辦法睡覺，只好起來看書。,Vì bên ngoài quá ồn nên Tiểu Hoa không thể ngủ được và đành ngồi dậy đọc sách.,เพราะข้างนอกเสียงดังเกินไป เสี่ยวหัวจึงนอนไม่ได้และต้องลุกขึ้นมาอ่านหนังสือ,Because it was too noisy outside Xiaohua could not sleep and had to get up to read.
睡覺,shuì jiào,ngủ,นอน,to sleep,明天要早起上課，小華希望今天晚上可以早一點睡覺。,Ngày mai phải dậy sớm đi học nên Tiểu Hoa hy vọng tối nay có thể ngủ sớm hơn.,พรุ่งนี้ต้องตื่นเช้าไปเรียน เสี่ยวหัวจึงหวังว่าคืนนี้จะนอนได้เร็วขึ้น,Xiaohua has to get up early for class tomorrow so she hopes to sleep earlier tonight.
不上課的時候,bú shàng kè de shí hou,khi không có lớp,เวลาที่ไม่มีเรียน,when not in class,不上課的時候，小美常常留在家裡畫畫，畫完以後才出門。,Khi không có lớp Tiểu Mỹ thường ở nhà vẽ tranh và sau khi vẽ xong mới ra ngoài.,เวลาที่ไม่มีเรียน เสี่ยวเหม่ยมักอยู่บ้านวาดรูป และวาดเสร็จแล้วจึงออกไปข้างนอก,When she does not have class Xiaomei often stays home to draw and goes out only after finishing.
畫畫,huà huà,vẽ tranh,วาดรูป,to draw,妹妹喜歡畫畫，週末下午常常帶著畫筆去公園。,Em gái thích vẽ tranh nên chiều cuối tuần thường mang bút vẽ đến công viên.,น้องสาวชอบวาดรูป ช่วงบ่ายวันหยุดจึงมักพกพู่กันไปสวนสาธารณะ,The younger sister likes drawing so she often brings her brushes to the park on weekend afternoons.
插花,chā huā,cắm hoa,จัดดอกไม้,flower arrangement,媽媽星期六去學插花，回家後把花放在客廳的桌上。,Mẹ đi học cắm hoa vào thứ Bảy và sau khi về nhà thì đặt hoa trên bàn trong phòng khách.,แม่ไปเรียนจัดดอกไม้วันเสาร์ กลับบ้านแล้ววางดอกไม้ไว้บนโต๊ะในห้องรับแขก,Mom went to learn flower arrangement on Saturday and put the flowers on the living room table after returning home.
鋼琴,gāng qín,đàn piano,เปียโน,piano,姐姐晚上練習鋼琴，爸爸請她不要彈得太大聲。,Chị gái luyện đàn piano vào buổi tối và bố bảo chị ấy đừng đàn quá lớn.,พี่สาวฝึกเปียโนตอนกลางคืน พ่อจึงบอกว่าอย่าเล่นเสียงดังเกินไป,The older sister practiced piano at night and Dad asked her not to play too loudly.
請假,qǐng jià,xin nghỉ phép,ขอลา,to ask for leave,小王下星期要請假，因為他要回家參加哥哥的婚禮。,Tiểu Vương tuần sau phải xin nghỉ vì cậu ấy về nhà dự đám cưới của anh trai.,เสี่ยวหวังจะขอลาหยุดสัปดาห์หน้า เพราะเขาต้องกลับบ้านไปร่วมงานแต่งของพี่ชาย,Xiao Wang will ask for leave next week because he has to go home for his older brother’s wedding.
結婚,jié hūn,kết hôn,แต่งงาน,to get married,姐姐下個月要結婚，所以全家人最近都很忙。,Chị gái tháng sau sẽ kết hôn nên gần đây cả nhà đều rất bận.,พี่สาวจะแต่งงานเดือนหน้า ดังนั้นช่วงนี้ทั้งครอบครัวจึงยุ่งมาก,The older sister is getting married next month so the whole family has been busy recently.
生日,shēng rì,sinh nhật,วันเกิด,birthday,今天是媽媽的生日，小美買了一個蛋糕回家。,Hôm nay là sinh nhật của mẹ nên Tiểu Mỹ mua một chiếc bánh kem về nhà.,วันนี้เป็นวันเกิดของแม่ เสี่ยวเหม่ยจึงซื้อเค้กกลับบ้าน,Today is Mom’s birthday so Xiaomei bought a cake and went home.
還少,hái shǎo,còn thiếu,ยังขาด,still short of,這個東西要一百元，可是小明身上還少三十元。,Món đồ này giá một trăm đồng nhưng Tiểu Minh còn thiếu ba mươi đồng.,ของชิ้นนี้ราคา 100 หยวน แต่เสี่ยวหมิงยังขาดอีก 30 หยวน,This item costs one hundred yuan but Xiaoming is still thirty yuan short.
怎麼辦,zěn me bàn,làm thế nào,ทำอย่างไรดี,what to do,小明不知道怎麼辦，就問明美能不能先幫他付錢。,Tiểu Minh không biết phải làm sao nên hỏi Minh Mỹ có thể giúp cậu ấy trả tiền trước không.,เสี่ยวหมิงไม่รู้จะทำอย่างไร จึงถามหมิงเหม่ยว่าจะช่วยจ่ายเงินให้เขาก่อนได้ไหม,Xiaoming did not know what to do so he asked Mingmei if she could pay for him first.
信用卡,xìn yòng kǎ,thẻ tín dụng,บัตรเครดิต,credit card,明美沒有帶現金，所以用信用卡幫朋友付錢。,Minh Mỹ không mang tiền mặt nên dùng thẻ tín dụng giúp bạn trả tiền.,หมิงเหม่ยไม่ได้พกเงินสด จึงใช้บัตรเครดิตช่วยเพื่อนจ่ายเงิน,Mingmei did not bring cash so she used a credit card to help her friend pay.
付錢,fù qián,trả tiền,จ่ายเงิน,to pay money,店員把東西包好以後，小明才到櫃台付錢。,Sau khi nhân viên gói đồ xong Tiểu Minh mới đến quầy trả tiền.,หลังจากพนักงานห่อของเสร็จ เสี่ยวหมิงจึงไปจ่ายเงินที่เคาน์เตอร์,After the clerk packed the item Xiaoming went to the counter to pay.
小黑狗,xiǎo hēi gǒu,chó con màu đen,ลูกสุนัขสีดำ,small black dog,門口有一隻小黑狗，小美以為那是朋友家的狗。,Trước cửa có một con chó nhỏ màu đen nên Tiểu Mỹ tưởng đó là chó nhà bạn.,หน้าประตูมีลูกสุนัขสีดำตัวหนึ่ง เสี่ยวเหม่ยจึงคิดว่านั่นเป็นสุนัขของบ้านเพื่อน,There was a small black dog at the door so Xiaomei thought it was her friend’s dog.
記得,jì de,nhớ,จำได้,to remember,我記得你家有一隻貓，可是我不記得牠是什麼顏色。,Tôi nhớ nhà bạn có một con mèo nhưng tôi không nhớ nó màu gì.,ฉันจำได้ว่าบ้านคุณมีแมวหนึ่งตัว แต่จำไม่ได้ว่ามันสีอะไร,I remember that you have a cat at home but I do not remember what color it is.
一隻狗,yì zhī gǒu,một con chó,สุนัขหนึ่งตัว,one dog,小美家有一隻狗，但是那隻狗不是黑色的。,Nhà Tiểu Mỹ có một con chó nhưng con chó đó không phải màu đen.,บ้านเสี่ยวเหม่ยมีสุนัขหนึ่งตัว แต่สุนัขตัวนั้นไม่ใช่สีดำ,Xiaomei has a dog at home but that dog is not black.
一隻貓,yì zhī māo,một con mèo,แมวหนึ่งตัว,one cat,他家有一隻貓，平常喜歡睡在客廳的椅子上。,Nhà anh ấy có một con mèo thường thích ngủ trên ghế trong phòng khách.,บ้านเขามีแมวหนึ่งตัว ปกติชอบนอนบนเก้าอี้ในห้องรับแขก,He has a cat at home and it usually likes sleeping on the chair in the living room.
都不是,dōu bú shì,đều không phải,ไม่ใช่ทั้งหมด,all are not,那隻狗和那隻貓都不是黑色的，所以門口的小黑狗不是她家的。,Con chó đó và con mèo đó đều không phải màu đen nên con chó nhỏ màu đen trước cửa không phải của nhà cô ấy.,สุนัขตัวนั้นและแมวตัวนั้นต่างก็ไม่ใช่สีดำ ดังนั้นลูกสุนัขสีดำหน้าประตูจึงไม่ใช่ของบ้านเธอ,That dog and that cat are both not black so the small black dog at the door is not hers.
紙上,zhǐ shàng,trên giấy,บนกระดาษ,on the paper,這張紙上寫著學費通知，學生要先看清楚再付錢。,Trên tờ giấy này có viết thông báo học phí nên học sinh phải đọc kỹ rồi mới trả tiền.,บนกระดาษแผ่นนี้เขียนประกาศค่าเทอม นักเรียนต้องอ่านให้ชัดก่อนจ่ายเงิน,This paper has a tuition notice on it so students should read it carefully before paying.
學費,xué fèi,học phí,ค่าเล่าเรียน,tuition,今年的學費可以用信用卡付，學生不一定要帶現金。,Học phí năm nay có thể trả bằng thẻ tín dụng nên học sinh không nhất thiết phải mang tiền mặt.,ค่าเทอมปีนี้สามารถจ่ายด้วยบัตรเครดิตได้ นักเรียนจึงไม่จำเป็นต้องพกเงินสด,This year’s tuition can be paid by credit card so students do not have to bring cash.
通知,tōng zhī,thông báo,แจ้ง,notice / notify,小月忘了通知記者，所以經理請她馬上打電話。,Tiểu Nguyệt quên thông báo cho phóng viên nên quản lý bảo cô ấy gọi điện ngay.,เสี่ยวเยว่ลืมแจ้งนักข่าว ผู้จัดการจึงให้เธอโทรศัพท์ทันที,Xiaoyue forgot to notify the reporters so the manager asked her to call immediately.
上面,shàng miàn,ở trên,ข้างบน,on it,通知上面寫得很清楚，學生可以上網付學費。,Trên thông báo viết rất rõ rằng học sinh có thể lên mạng trả học phí.,บนประกาศเขียนไว้อย่างชัดเจนว่านักเรียนสามารถจ่ายค่าเทอมทางอินเทอร์เน็ตได้,The notice clearly says that students can pay tuition online.
上網,shàng wǎng,lên mạng,เข้าอินเทอร์เน็ต,to go online,爸爸晚上上網查資料，順便幫哥哥付學費。,Buổi tối bố lên mạng tìm tài liệu và tiện thể giúp anh trai trả học phí.,ตอนกลางคืนพ่อเข้าอินเทอร์เน็ตหาข้อมูล และช่วยพี่ชายจ่ายค่าเทอมไปด้วย,Dad went online at night to look up information and also helped the older brother pay tuition.
信用卡,xìn yòng kǎ,thẻ tín dụng,บัตรเครดิต,credit card,學校今年可以用信用卡付學費，學生不用特地去銀行。,Năm nay trường có thể dùng thẻ tín dụng trả học phí nên học sinh không cần đặc biệt đến ngân hàng.,ปีนี้โรงเรียนสามารถใช้บัตรเครดิตจ่ายค่าเทอมได้ นักเรียนจึงไม่ต้องไปธนาคารเป็นพิเศษ,This year students can pay tuition by credit card so they do not need to go to the bank.
付學費,fù xué fèi,trả học phí,จ่ายค่าเล่าเรียน,to pay tuition,學校通知說學生可以用信用卡上網付學費。,Thông báo của trường nói học sinh có thể dùng thẻ tín dụng lên mạng trả học phí.,ประกาศของโรงเรียนบอกว่านักเรียนสามารถใช้บัตรเครดิตจ่ายค่าเทอมทางอินเทอร์เน็ตได้,The school notice says that students can use a credit card to pay tuition online.
舒服,shū fu,thoải mái,สบาย,comfortable,今天的天氣很舒服，小美想下課後出去走走。,Thời tiết hôm nay rất dễ chịu nên Tiểu Mỹ muốn ra ngoài đi dạo sau giờ học.,อากาศวันนี้สบายมาก เสี่ยวเหม่ยจึงอยากออกไปเดินเล่นหลังเลิกเรียน,The weather is comfortable today so Xiaomei wants to go out for a walk after class.
累,lèi,mệt,เหนื่อย,tired,小華昨天晚上讀書讀到很晚，所以今天有一點累。,Tối qua Tiểu Hoa học đến rất khuya nên hôm nay hơi mệt.,เมื่อคืนเสี่ยวหัวอ่านหนังสือจนดึก วันนี้จึงเหนื่อยนิดหน่อย,Xiaohua studied until very late last night so he is a little tired today.
睏,kùn,buồn ngủ,ง่วง,sleepy,弟弟今天早上很睏，因為他昨天晚上太晚睡覺。,Sáng nay em trai rất buồn ngủ vì tối qua ngủ quá muộn.,เช้าวันนี้น้องชายง่วงมาก เพราะเมื่อคืนเขานอนดึกเกินไป,The younger brother is very sleepy this morning because he went to bed too late last night.
感冒,gǎn mào,bị cảm,เป็นหวัด,to have a cold,小美感冒了，所以她今天沒有去學校上課。,Tiểu Mỹ bị cảm nên hôm nay cô ấy không đến trường học.,เสี่ยวเหม่ยเป็นหวัด วันนี้เธอจึงไม่ได้ไปโรงเรียน,Xiaomei caught a cold so she did not go to school today.
流鼻涕,liú bí tì,chảy nước mũi,น้ำมูกไหล,to have a runny nose,弟弟一直流鼻涕，媽媽覺得他可能感冒了。,Em trai cứ chảy nước mũi nên mẹ nghĩ có lẽ em ấy bị cảm.,น้องชายมีน้ำมูกไหลตลอด แม่จึงคิดว่าเขาอาจเป็นหวัด,The younger brother keeps having a runny nose so Mom thinks he may have a cold.
喉嚨痛,hóu lóng tòng,đau cổ họng,เจ็บคอ,sore throat,小王喉嚨痛，說話的時候聲音聽起來不太舒服。,Tiểu Vương bị đau họng nên khi nói giọng nghe không thoải mái lắm.,เสี่ยวหวังเจ็บคอ เวลาพูดเสียงจึงฟังดูไม่ค่อยสบาย,Xiao Wang has a sore throat so his voice sounds uncomfortable when he speaks.
受傷,shòu shāng,bị thương,บาดเจ็บ,injured,小明踢球的時候受傷了，老師帶他去健康中心。,Tiểu Minh bị thương khi đá bóng nên giáo viên đưa cậu ấy đến phòng y tế.,เสี่ยวหมิงบาดเจ็บตอนเตะบอล ครูจึงพาเขาไปห้องพยาบาล,Xiaoming got hurt while playing soccer so the teacher took him to the health center.
手術,shǒu shù,phẫu thuật,การผ่าตัด,surgery,醫生說手術很成功，病人明天可以下床走路。,Bác sĩ nói ca phẫu thuật rất thành công và bệnh nhân ngày mai có thể xuống giường đi lại.,หมอบอกว่าการผ่าตัดสำเร็จมาก และพรุ่งนี้คนไข้สามารถลุกจากเตียงเดินได้,The doctor said the surgery was very successful and the patient can get out of bed tomorrow.
百貨公司,bǎi huò gōng sī,trung tâm bách hóa,ห้างสรรพสินค้า,department store,王太太想去百貨公司買衣服，所以先問路人怎麼走。,Bà Vương muốn đến trung tâm thương mại mua quần áo nên trước tiên hỏi người đi đường đường đi thế nào.,คุณนายหวังอยากไปห้างสรรพสินค้าเพื่อซื้อเสื้อผ้า จึงถามทางคนเดินผ่านก่อน,Mrs. Wang wanted to go to the department store to buy clothes so she first asked a passerby for directions.
經過,jīng guò,đi qua,ผ่าน,to pass by,去百貨公司的路上會經過火車站，然後再往前走兩個路口。,Trên đường đến trung tâm thương mại sẽ đi qua ga tàu rồi đi tiếp về phía trước hai giao lộ nữa.,ระหว่างทางไปห้างสรรพสินค้าจะผ่านสถานีรถไฟ แล้วเดินตรงไปอีกสองแยก,On the way to the department store you will pass the train station and then walk forward two more intersections.
車站,chē zhàn,nhà ga,สถานี,station,車站前面有很多公車，第一次來的人很容易找得到。,Trước nhà ga có nhiều xe buýt nên người đến lần đầu cũng dễ tìm thấy.,หน้าสถานีมีรถเมล์หลายคัน คนที่มาเป็นครั้งแรกก็หาเจอได้ง่าย,There are many buses in front of the station so even first-time visitors can find it easily.
路口,lù kǒu,ngã tư,ทางแยก,intersection,走到第二個路口以後左轉，就可以看到百貨公司。,Sau khi đi đến giao lộ thứ hai thì rẽ trái sẽ thấy trung tâm thương mại.,เดินถึงแยกที่สองแล้วเลี้ยวซ้าย ก็จะเห็นห้างสรรพสินค้า,After walking to the second intersection turn left and you will see the department store.
孩子,hái zi,con cái / trẻ con,ลูก / เด็ก,child,高太太有兩個孩子，他們都在附近的小學上課。,Bà Cao có hai đứa con và cả hai đều học ở trường tiểu học gần đó.,คุณนายเกามีลูกสองคน ทั้งสองเรียนอยู่โรงเรียนประถมใกล้ ๆ,Mrs. Gao has two children and they both study at a nearby elementary school.
兒子,ér zi,con trai,ลูกชาย,son,高太太的兩個兒子很喜歡打球，放學後常常去公園。,Hai con trai của bà Cao rất thích chơi bóng nên sau giờ học thường đến công viên.,ลูกชายสองคนของคุณนายเกาชอบเล่นบอลมาก หลังเลิกเรียนจึงมักไปสวนสาธารณะ,Mrs. Gao’s two sons like playing ball and often go to the park after school.
女孩,nǚ hái,bé gái,เด็กผู้หญิง,girl,這個女孩是高太太的女兒，今天跟媽媽一起來學校。,Cô gái này là con gái của bà Cao hôm nay đến trường cùng mẹ.,เด็กผู้หญิงคนนี้เป็นลูกสาวของคุณนายเกา วันนี้มาโรงเรียนกับแม่,This girl is Mrs. Gao’s daughter and she came to school with her mother today.
電腦,diàn nǎo,máy tính,คอมพิวเตอร์,computer,這些電腦要先放在辦公室，因為教室裡已經沒地方了。,Những máy tính này phải đặt ở văn phòng trước vì trong lớp học đã hết chỗ rồi.,คอมพิวเตอร์เหล่านี้ต้องวางไว้ที่สำนักงานก่อน เพราะในห้องเรียนไม่มีที่แล้ว,These computers should be put in the office first because there is no space left in the classroom.
教室,jiào shì,phòng học,ห้องเรียน,classroom,教室裡已經放了很多桌椅，所以老師說電腦先不要搬進去。,Trong lớp học đã đặt nhiều bàn ghế nên giáo viên nói trước tiên đừng chuyển máy tính vào.,ในห้องเรียนมีโต๊ะเก้าอี้วางอยู่มากแล้ว ครูจึงบอกว่าอย่าเพิ่งย้ายคอมพิวเตอร์เข้าไป,There are already many desks and chairs in the classroom so the teacher says not to move the computers in yet.
沒地方放,méi dì fang fàng,không có chỗ để,ไม่มีที่วาง,no place to put,教室裡有太多桌椅，所以新的電腦沒地方放。,Trong lớp có quá nhiều bàn ghế nên máy tính mới không có chỗ để đặt.,ในห้องเรียนมีโต๊ะเก้าอี้มากเกินไป คอมพิวเตอร์ใหม่จึงไม่มีที่วาง,There are too many desks and chairs in the classroom so there is no place for the new computers.
辦公室,bàn gōng shì,văn phòng,สำนักงาน,office,老師說先把電腦放在辦公室，下午再請人搬進教室。,Giáo viên nói đặt máy tính trong văn phòng trước rồi buổi chiều nhờ người chuyển vào lớp.,ครูบอกให้วางคอมพิวเตอร์ไว้ในสำนักงานก่อน ตอนบ่ายค่อยขอคนย้ายเข้าห้องเรียน,The teacher said to put the computers in the office first and ask someone to move them into the classroom in the afternoon.
黑板,hēi bǎn,bảng đen,กระดานดำ,blackboard,老師把新字寫在黑板上，請學生跟著念一次。,Giáo viên viết từ mới lên bảng và yêu cầu học sinh đọc theo một lần.,ครูเขียนคำศัพท์ใหม่บนกระดาน และให้นักเรียนอ่านตามหนึ่งครั้ง,The teacher wrote the new words on the blackboard and asked the students to read them once.
講桌,jiǎng zhuō,bàn giáo viên,โต๊ะครู,teacher’s desk,講桌上放著課本和點名單，老師一進教室就看到了。,Trên bàn giáo viên có sách giáo khoa và danh sách điểm danh nên giáo viên thấy ngay khi bước vào lớp.,บนโต๊ะครูมีหนังสือเรียนและใบเช็กชื่อ ครูเห็นทันทีเมื่อเดินเข้าห้องเรียน,The teacher’s desk had textbooks and the attendance list on it so the teacher saw them as soon as she entered the classroom.
椅子,yǐ zi,ghế,เก้าอี้,chair,教室裡的椅子不夠，學生又去辦公室搬了兩張。,Trong lớp không đủ ghế nên học sinh lại đến văn phòng chuyển thêm hai cái.,เก้าอี้ในห้องเรียนไม่พอ นักเรียนจึงไปสำนักงานเพื่อย้ายมาอีกสองตัว,There were not enough chairs in the classroom so the students went to the office to bring two more.
桌燈,zhuō dēng,đèn bàn,โคมไฟตั้งโต๊ะ,desk lamp,晚上讀書的時候，小華會打開桌燈，這樣眼睛比較不累。,Khi học buổi tối Tiểu Hoa bật đèn bàn để mắt đỡ mỏi hơn.,เวลาอ่านหนังสือตอนกลางคืน เสี่ยวหัวจะเปิดโคมไฟตั้งโต๊ะ เพื่อให้ตาไม่ล้ามาก,When studying at night Xiaohua turns on the desk lamp so her eyes are less tired.
檯燈,tái dēng,đèn bàn,โคมไฟตั้งโต๊ะ,table lamp,床邊的檯燈壞了，哥哥睡前不能在房間看書。,Đèn bàn cạnh giường bị hỏng nên anh trai không thể đọc sách trong phòng trước khi ngủ.,โคมไฟข้างเตียงเสีย พี่ชายจึงอ่านหนังสือในห้องก่อนนอนไม่ได้,The lamp beside the bed broke so the older brother could not read in his room before sleeping.
窗戶,chuāng hu,cửa sổ,หน้าต่าง,window,教室的窗戶打開以後，外面的風就吹進來了。,Sau khi cửa sổ lớp học được mở gió bên ngoài thổi vào.,หลังจากเปิดหน้าต่างห้องเรียน ลมข้างนอกก็พัดเข้ามา,After the classroom window was opened the wind from outside came in.
床,chuáng,giường,เตียง,bed,弟弟把書放在床上，然後躺下來休息一下。,Em trai đặt sách lên giường rồi nằm xuống nghỉ một lát.,น้องชายวางหนังสือไว้บนเตียง แล้วนอนลงพักสักครู่,The younger brother put the book on the bed and lay down to rest for a while.
枕頭,zhěn tou,gối,หมอน,pillow,媽媽買了一個新枕頭，希望爸爸晚上睡得比較好。,Mẹ mua một cái gối mới hy vọng bố ngủ ngon hơn vào buổi tối.,แม่ซื้อหมอนใหม่หนึ่งใบ หวังว่าพ่อตอนกลางคืนจะนอนหลับดีขึ้น,Mom bought a new pillow and hoped Dad would sleep better at night.
門,mén,cửa,ประตู,door,下課以後，老師請最後一位學生把門關好。,Sau giờ học giáo viên yêu cầu học sinh cuối cùng đóng cửa cẩn thận.,หลังเลิกเรียน ครูขอให้นักเรียนคนสุดท้ายปิดประตูให้เรียบร้อย,After class the teacher asked the last student to close the door properly.
春天,chūn tiān,mùa xuân,ฤดูใบไม้ผลิ,spring,台灣的春天不太冷也不太熱，很適合出門旅行。,Mùa xuân ở Đài Loan không quá lạnh cũng không quá nóng nên rất thích hợp để đi du lịch.,ฤดูใบไม้ผลิที่ไต้หวันไม่หนาวเกินไปและไม่ร้อนเกินไป เหมาะกับการเดินทางมาก,Spring in Taiwan is not too cold or too hot so it is very good for traveling.
舒服,shū fu,thoải mái,สบาย,comfortable,春天的風很舒服，小美想坐火車去台灣東部玩。,Gió mùa xuân rất dễ chịu nên Tiểu Mỹ muốn đi tàu đến miền đông Đài Loan chơi.,ลมฤดูใบไม้ผลิสบายมาก เสี่ยวเหม่ยจึงอยากนั่งรถไฟไปเที่ยวภาคตะวันออกของไต้หวัน,The spring breeze is comfortable so Xiaomei wants to take a train to eastern Taiwan.
旅行,lǚ xíng,du lịch,ท่องเที่ยว,travel,明美第一次自己去旅行，所以媽媽提醒她要小心。,Minh Mỹ lần đầu tự đi du lịch nên mẹ nhắc cô ấy phải cẩn thận.,หมิงเหม่ยไปท่องเที่ยวคนเดียวครั้งแรก แม่จึงเตือนให้เธอระวัง,Mingmei travels by herself for the first time so her mother reminds her to be careful.
夏天,xià tiān,mùa hè,ฤดูร้อน,summer,台灣的夏天很熱，旅行的時候要記得多喝水。,Mùa hè ở Đài Loan rất nóng nên khi đi du lịch phải nhớ uống nhiều nước.,ฤดูร้อนที่ไต้หวันร้อนมาก เวลาเดินทางต้องจำไว้ว่าดื่มน้ำให้มาก,Summer in Taiwan is very hot so remember to drink more water when traveling.
