生詞,pinyin,生詞越南文,生詞泰文,生詞英文,例句,例句越南語翻譯,例句泰文翻譯,例句英文翻譯
豬,zhū,heo / lợn,หมู,pig,弟弟在農場看到一隻很胖的豬，覺得牠走路的樣子很可愛。,Em trai nhìn thấy một con heo rất mập ở nông trại và cảm thấy dáng nó đi rất đáng yêu.,น้องชายเห็นหมูตัวอ้วนมากตัวหนึ่งที่ฟาร์ม และรู้สึกว่าท่าทางตอนมันเดินน่ารักมาก,The younger brother saw a very fat pig on the farm and thought the way it walked was cute.
雞,jī,gà,ไก่,chicken,每天早上，奶奶家的雞都很早叫，大家聽到以後就起床。,Mỗi sáng gà ở nhà bà đều gáy rất sớm mọi người nghe thấy rồi thì thức dậy.,ทุกเช้า ไก่ที่บ้านคุณย่าขันแต่เช้า ทุกคนได้ยินแล้วก็ลุกจากเตียง,Every morning the chickens at Grandma’s house crow very early and everyone gets up after hearing them.
鴨,yā,vịt,เป็ด,duck,公園的湖邊有幾隻鴨，小孩拿著麵包站在旁邊看牠們。,Bên hồ trong công viên có vài con vịt trẻ con cầm bánh mì đứng bên cạnh nhìn chúng.,ริมทะเลสาบในสวนสาธารณะมีเป็ดอยู่หลายตัว เด็ก ๆ ถือขนมปังยืนดูพวกมันอยู่ข้าง ๆ,There are several ducks by the lake in the park and children stand nearby watching them with bread in their hands.
湖,hú,hồ,ทะเลสาบ,lake,這個湖在森林旁邊，天氣好的時候很多人來這裡照相。,Cái hồ này ở bên cạnh khu rừng khi thời tiết đẹp có rất nhiều người đến đây chụp ảnh.,ทะเลสาบนี้อยู่ข้างป่า เมื่ออากาศดีมีคนจำนวนมากมาถ่ายรูปที่นี่,This lake is beside the forest and many people come here to take pictures when the weather is good.
森林,sēn lín,rừng,ป่า,forest,學校後面有一座森林，老師常帶學生去那裡認識植物。,Phía sau trường có một khu rừng giáo viên thường đưa học sinh đến đó tìm hiểu thực vật.,หลังโรงเรียนมีป่าแห่งหนึ่ง ครูมักพานักเรียนไปที่นั่นเพื่อรู้จักพืชต่าง ๆ,There is a forest behind the school and the teacher often takes students there to learn about plants.
教堂,jiào táng,nhà thờ,โบสถ์,church,這座教堂在公園旁邊，星期天早上有很多人進去。,Nhà thờ này ở bên cạnh công viên sáng Chủ nhật có rất nhiều người đi vào.,โบสถ์แห่งนี้อยู่ข้างสวนสาธารณะ เช้าวันอาทิตย์มีคนจำนวนมากเข้าไป,This church is next to the park and many people go inside on Sunday mornings.
草坪,cǎo píng,bãi cỏ,สนามหญ้า,lawn / grassland,孩子們在草坪上跑來跑去，爸爸坐在旁邊看書。,Bọn trẻ chạy qua chạy lại trên bãi cỏ còn bố ngồi bên cạnh đọc sách.,เด็ก ๆ วิ่งไปวิ่งมาบนสนามหญ้า ส่วนพ่อนั่งอ่านหนังสืออยู่ข้าง ๆ,The children run around on the lawn while their father sits nearby reading a book.
看病,kàn bìng,khám bệnh / đi khám bệnh,ไปหาหมอ / ตรวจโรค,to see a doctor,大華是醫生，他每天在醫院幫病人看病。,Đại Hoa là bác sĩ mỗi ngày anh ấy khám bệnh cho bệnh nhân ở bệnh viện.,ต้าหัวเป็นหมอ เขาช่วยตรวจคนไข้ที่โรงพยาบาลทุกวัน,Dahua is a doctor and he sees patients at the hospital every day.
手術,shǒu shù,phẫu thuật,การผ่าตัด,surgery,醫生說這個手術不會太久，家人可以在外面等。,Bác sĩ nói ca phẫu thuật này sẽ không quá lâu người nhà có thể đợi bên ngoài.,หมอบอกว่าการผ่าตัดครั้งนี้จะไม่นานเกินไป ครอบครัวสามารถรออยู่ข้างนอกได้,The doctor said this surgery would not take too long and the family could wait outside.
開刀,kāi dāo,mổ / phẫu thuật,ผ่าตัด,to have surgery,王先生明天早上要開刀，所以今天晚上不能吃太多東西。,Sáng mai ông Vương phải phẫu thuật vì vậy tối nay không thể ăn quá nhiều.,พรุ่งนี้เช้าคุณหวังต้องผ่าตัด ดังนั้นคืนนี้เขากินมากเกินไปไม่ได้,Mr. Wang will have surgery tomorrow morning so he cannot eat too much tonight.
狗,gǒu,chó,สุนัข,dog,小美家有一隻狗，每天放學後都會到門口等她。,Nhà Tiểu Mỹ có một con chó mỗi ngày sau giờ học nó đều ra cửa đợi cô ấy.,บ้านเสี่ยวเหม่ยมีสุนัขหนึ่งตัว ทุกวันหลังเลิกเรียนมันจะไปรอเธอที่หน้าประตู,Xiaomei has a dog at home and it waits for her at the door every day after school.
動物,dòng wù,động vật,สัตว์,animal,這家醫院不只幫人看病，也照顧受傷的動物。,Bệnh viện này không chỉ khám bệnh cho người mà còn chăm sóc động vật bị thương.,โรงพยาบาลแห่งนี้ไม่เพียงรักษาคนเท่านั้น แต่ยังดูแลสัตว์ที่บาดเจ็บด้วย,This hospital not only treats people but also takes care of injured animals.
獸醫,shòu yī,bác sĩ thú y,สัตวแพทย์,veterinarian,小狗生病了，媽媽帶牠去看獸醫，醫生說牠需要休息。,Con chó nhỏ bị bệnh mẹ đưa nó đi gặp bác sĩ thú y bác sĩ nói nó cần nghỉ ngơi.,ลูกสุนัขป่วย แม่พามันไปพบสัตวแพทย์ หมอบอกว่ามันต้องพักผ่อน,The puppy was sick so Mom took it to the veterinarian and the doctor said it needed rest.
帶,dài,mang theo,พก / เอาไป,to bring / to carry,王先生今天出門太快，忘了帶鑰匙，只好在門口等家人。,Hôm nay ông Vương ra ngoài quá vội nên quên mang chìa khóa đành phải đứng trước cửa đợi người nhà.,วันนี้คุณหวังออกจากบ้านเร็วเกินไปจนลืมพกกุญแจ จึงต้องรอครอบครัวที่หน้าประตู,Mr. Wang left home too quickly today and forgot to bring his key so he had to wait at the door for his family.
鑰匙,yào shi,chìa khóa,กุญแจ,key,王先生找不到鑰匙，所以今天不能自己開門進家裡。,Ông Vương không tìm thấy chìa khóa vì vậy hôm nay không thể tự mở cửa vào nhà.,คุณหวังหากุญแจไม่เจอ ดังนั้นวันนี้เขาจึงเปิดประตูเข้าบ้านเองไม่ได้,Mr. Wang could not find his key so he could not open the door and enter the house by himself today.
手機,shǒu jī,điện thoại di động,โทรศัพท์มือถือ,mobile phone,小明上學前把手機放進書包，免得出門後找不到。,Trước khi đi học Tiểu Minh bỏ điện thoại di động vào cặp sách để tránh ra khỏi nhà rồi không tìm thấy.,ก่อนจะไปโรงเรียน เสี่ยวหมิงใส่โทรศัพท์มือถือไว้ในกระเป๋านักเรียน เพื่อไม่ให้ออกจากบ้านแล้วหาไม่เจอ,Before going to school Xiaoming put his mobile phone into his schoolbag so he would not lose it after leaving home.
錢包,qián bāo,ví tiền,กระเป๋าเงิน,wallet,媽媽出門買菜以前，先檢查包包裡有沒有錢包。,Trước khi ra ngoài mua rau mẹ kiểm tra trước xem trong túi có ví tiền không.,ก่อนออกไปซื้อกับข้าว แม่ตรวจดูก่อนว่าในกระเป๋ามีกระเป๋าเงินหรือไม่,Before going out to buy groceries Mom first checked whether her wallet was in her bag.
一起,yì qǐ,cùng nhau,ด้วยกัน,together,下課後，小明和朋友一起看一本書，兩個人看得很開心。,Sau giờ học Tiểu Minh và bạn cùng nhau đọc một quyển sách hai người đọc rất vui.,หลังเลิกเรียน เสี่ยวหมิงกับเพื่อนอ่านหนังสือเล่มหนึ่งด้วยกัน ทั้งสองคนอ่านอย่างมีความสุข,After class Xiaoming and his friend read a book together and they both enjoyed it.
自己,zì jǐ,tự mình / bản thân,ตัวเอง,oneself,小華想自己完成作業，所以沒有請哥哥幫忙。,Tiểu Hoa muốn tự mình hoàn thành bài tập vì vậy không nhờ anh trai giúp.,เสี่ยวหัวอยากทำการบ้านให้เสร็จด้วยตัวเอง จึงไม่ได้ขอให้พี่ชายช่วย,Xiaohua wanted to finish her homework by herself so she did not ask her older brother for help.
書,shū,sách,หนังสือ,book,教室裡的學生一起看一本書，老師請他們念出來。,Học sinh trong lớp cùng nhau đọc một quyển sách giáo viên yêu cầu họ đọc thành tiếng.,นักเรียนในห้องเรียนอ่านหนังสือเล่มหนึ่งด้วยกัน ครูขอให้พวกเขาอ่านออกเสียง,The students in the classroom read a book together and the teacher asked them to read it aloud.
蛋糕,dàn gāo,bánh kem,เค้ก,cake,爸爸買了一個蛋糕，準備晚上和家人一起吃。,Bố mua một chiếc bánh kem chuẩn bị buổi tối ăn cùng gia đình.,พ่อซื้อเค้กหนึ่งก้อน เตรียมจะกินกับครอบครัวตอนเย็น,Dad bought a cake and planned to eat it with the family in the evening.
全部,quán bù,tất cả,ทั้งหมด,all / whole,桌上的蛋糕太大了，小明沒有把它全部吃完。,Chiếc bánh kem trên bàn quá lớn Tiểu Minh không ăn hết toàn bộ nó.,เค้กบนโต๊ะใหญ่เกินไป เสี่ยวหมิงกินไม่หมดทั้งหมด,The cake on the table was too big so Xiaoming did not finish all of it.
一半,yí bàn,một nửa,ครึ่งหนึ่ง,half,爸爸把蛋糕切開，拿了一半給小明，另一半留給妹妹。,Bố cắt bánh kem ra đưa một nửa cho Tiểu Minh và để nửa còn lại cho em gái.,พ่อหั่นเค้กออก เอาครึ่งหนึ่งให้เสี่ยวหมิง และเก็บอีกครึ่งไว้ให้น้องสาว,Dad cut the cake gave half to Xiaoming and left the other half for his younger sister.
三分之一,sān fēn zhī yī,một phần ba,หนึ่งในสาม,one third,小美只吃了三分之一的蛋糕，剩下的想帶回家。,Tiểu Mỹ chỉ ăn một phần ba chiếc bánh kem phần còn lại muốn mang về nhà.,เสี่ยวเหม่ยกินเค้กแค่หนึ่งในสาม ส่วนที่เหลืออยากเอากลับบ้าน,Xiaomei ate only one third of the cake and wanted to take the rest home.
總是,zǒng shì,luôn luôn,เสมอ / มักจะ,always,小華總是一個人運動，不太喜歡和大家一起玩。,Tiểu Hoa luôn vận động một mình không thích chơi cùng mọi người lắm.,เสี่ยวหัวมักออกกำลังกายคนเดียว และไม่ค่อยชอบเล่นกับทุกคน,Xiaohua always exercises alone and does not really like playing with others.
運動,yùn dòng,vận động / thể thao,ออกกำลังกาย / กีฬา,exercise / sport,小華每天早上都去公園運動，所以身體很好。,Tiểu Hoa mỗi sáng đều đi công viên vận động vì vậy sức khỏe rất tốt.,เสี่ยวหัวไปสวนสาธารณะออกกำลังกายทุกเช้า ดังนั้นสุขภาพจึงดีมาก,Xiaohua exercises in the park every morning so she is in good health.
玩,wán,chơi,เล่น / เที่ยว,to play,下課以後，同學們在操場上一起玩，只有小華一個人在旁邊。,Sau giờ học các bạn học cùng nhau chơi trên sân chỉ có Tiểu Hoa đứng một mình bên cạnh.,หลังเลิกเรียน เพื่อนร่วมชั้นเล่นด้วยกันที่สนาม มีเพียงเสี่ยวหัวที่อยู่ข้าง ๆ คนเดียว,After class the classmates played together on the field while only Xiaohua stayed alone nearby.
網球,wǎng qiú,quần vợt,เทนนิส,tennis,小華喜歡打網球，但是他總是一個人練習。,Tiểu Hoa thích chơi quần vợt nhưng cậu ấy luôn luyện tập một mình.,เสี่ยวหัวชอบเล่นเทนนิส แต่เขามักฝึกคนเดียวเสมอ,Xiaohua likes playing tennis but he always practices alone.
籃球,lán qiú,bóng rổ,บาสเกตบอล,basketball,哥哥下課後去打籃球，打完以後全身都是汗。,Sau giờ học anh trai đi chơi bóng rổ chơi xong thì cả người đầy mồ hôi.,หลังเลิกเรียน พี่ชายไปเล่นบาสเกตบอล เล่นเสร็จแล้วเหงื่อออกทั้งตัว,After class the older brother went to play basketball and he was covered in sweat afterward.
警察,jǐng chá,cảnh sát,ตำรวจ,police officer,警察站在車子旁邊，請司機下車說明情況。,Cảnh sát đứng bên cạnh chiếc xe và yêu cầu tài xế xuống xe để giải thích tình hình.,ตำรวจยืนอยู่ข้างรถ และขอให้คนขับลงจากรถเพื่ออธิบายสถานการณ์,The police officer stood beside the car and asked the driver to get out and explain the situation.
站,zhàn,đứng,ยืน,to stand,王先生站在車子旁邊，等警察過來跟他說話。,Ông Vương đứng bên cạnh chiếc xe đợi cảnh sát đến nói chuyện với mình.,คุณหวังยืนอยู่ข้างรถ รอตำรวจเข้ามาพูดกับเขา,Mr. Wang stood beside the car and waited for the police officer to come talk to him.
旁邊,páng biān,bên cạnh,ข้าง ๆ,beside / next to,小明把腳踏車停在車子旁邊，然後走進商店。,Tiểu Minh đậu xe đạp bên cạnh chiếc xe rồi đi vào cửa hàng.,เสี่ยวหมิงจอดจักรยานไว้ข้างรถ แล้วเดินเข้าไปในร้าน,Xiaoming parked his bicycle beside the car and then walked into the store.
外套,wài tào,áo khoác,เสื้อคลุม / เสื้อแจ็กเก็ต,coat / jacket,小美覺得天氣變冷了，所以買了一件厚外套。,Tiểu Mỹ cảm thấy thời tiết trở lạnh vì vậy mua một chiếc áo khoác dày.,เสี่ยวเหม่ยรู้สึกว่าอากาศเริ่มหนาวขึ้น จึงซื้อเสื้อคลุมหนาหนึ่งตัว,Xiaomei felt the weather was getting cold so she bought a thick jacket.
又買,yòu mǎi,lại mua / còn mua,ซื้ออีก / ยังซื้อ,also bought / bought again,小美買了外套以後，又買了一個皮包，準備送給媽媽。,Sau khi mua áo khoác Tiểu Mỹ lại mua thêm một chiếc túi xách da chuẩn bị tặng mẹ.,หลังจากซื้อเสื้อคลุมแล้ว เสี่ยวเหม่ยยังซื้อกระเป๋าหนังอีกใบ เตรียมจะให้แม่,After buying a jacket Xiaomei also bought a leather bag to give to her mother.
皮包,pí bāo,túi xách da,กระเป๋าหนัง,leather bag / handbag,媽媽的新皮包放在椅子上，小美差一點沒有看到。,Chiếc túi xách da mới của mẹ đặt trên ghế Tiểu Mỹ suýt nữa không nhìn thấy.,กระเป๋าหนังใบใหม่ของแม่วางอยู่บนเก้าอี้ เสี่ยวเหม่ยเกือบมองไม่เห็น,Mom’s new leather bag was on the chair and Xiaomei almost did not see it.
一共,yí gòng,tổng cộng,ทั้งหมด / รวมเป็น,altogether / in total,小美買了外套和皮包，一共付了兩千元。,Tiểu Mỹ mua áo khoác và túi xách da tổng cộng trả hai nghìn đồng.,เสี่ยวเหม่ยซื้อเสื้อคลุมและกระเป๋าหนัง รวมจ่ายทั้งหมดสองพันหยวน,Xiaomei bought a jacket and a leather bag and paid two thousand yuan in total.
付,fù,trả tiền,จ่าย,to pay,小美拿出信用卡付錢，店員把發票交給她。,Tiểu Mỹ lấy thẻ tín dụng ra trả tiền nhân viên cửa hàng đưa hóa đơn cho cô ấy.,เสี่ยวเหม่ยหยิบบัตรเครดิตออกมาจ่ายเงิน พนักงานร้านจึงยื่นใบเสร็จให้เธอ,Xiaomei took out her credit card to pay and the clerk gave her the receipt.
已經,yǐ jīng,đã,แล้ว,already,愛美已經長高很多，現在和爸爸差不多高。,Ái Mỹ đã cao lên rất nhiều bây giờ gần cao bằng bố.,อ้ายเหม่ยสูงขึ้นมากแล้ว ตอนนี้สูงเกือบเท่าพ่อ,Aimei has already grown a lot taller and is now almost as tall as her father.
差不多,chà bu duō,gần như / xấp xỉ,เกือบ / พอ ๆ กัน,almost / about the same,愛美和爸爸差不多高，但是爸爸還是高一點。,Ái Mỹ gần cao bằng bố nhưng bố vẫn cao hơn một chút.,อ้ายเหม่ยสูงเกือบเท่าพ่อ แต่พ่อยังสูงกว่านิดหน่อย,Aimei is almost as tall as her father but her father is still a little taller.
還沒,hái méi,vẫn chưa,ยังไม่,not yet,愛美已經很高了，但是還沒爸爸高。,Ái Mỹ đã rất cao rồi nhưng vẫn chưa cao bằng bố.,อ้ายเหม่ยสูงมากแล้ว แต่ยังไม่สูงเท่าพ่อ,Aimei is already very tall but she is not as tall as her father yet.
病人,bìng rén,bệnh nhân,คนไข้,patient,昨天下午來看病的病人很多，醫生忙到很晚。,Chiều hôm qua có rất nhiều bệnh nhân đến khám bệnh bác sĩ bận đến rất muộn.,เมื่อวานตอนบ่ายมีคนไข้มาหาหมอจำนวนมาก หมอยุ่งจนดึกมาก,Many patients came to see the doctor yesterday afternoon and the doctor was busy until late.
大人,dà rén,người lớn,ผู้ใหญ่,adult,昨天下午醫院裡的大人和小孩一樣多，護士一直忙著叫號。,Chiều hôm qua trong bệnh viện số người lớn và trẻ em bằng nhau y tá bận gọi số liên tục.,เมื่อวานตอนบ่ายในโรงพยาบาลมีผู้ใหญ่และเด็กจำนวนเท่ากัน พยาบาลยุ่งกับการเรียกคิวตลอดเวลา,Yesterday afternoon there were as many adults as children in the hospital and the nurse kept calling numbers.
小孩,xiǎo hái,trẻ con,เด็ก,child,這家醫院的小孩病人很多，醫生說大家要多洗手。,Bệnh viện này có nhiều bệnh nhân trẻ em bác sĩ nói mọi người phải rửa tay nhiều hơn.,โรงพยาบาลนี้มีคนไข้เด็กจำนวนมาก หมอบอกว่าทุกคนต้องล้างมือให้บ่อยขึ้น,There are many child patients in this hospital and the doctor said everyone should wash their hands more often.
一樣多,yí yàng duō,nhiều bằng nhau / số lượng bằng nhau,จำนวนเท่ากัน,the same amount / equally many,今天來看病的大人跟小孩一樣多，候診室坐滿了人。,Hôm nay số người lớn và trẻ em đến khám bệnh bằng nhau phòng chờ đầy người.,วันนี้ผู้ใหญ่กับเด็กที่มาหาหมอมีจำนวนเท่ากัน ห้องรอเต็มไปด้วยคน,Today the number of adults and children who came to see the doctor was the same and the waiting room was full.
校長,xiào zhǎng,hiệu trưởng,ครูใหญ่ / ผู้อำนวยการ,principal,校長提醒學生，早上在家吃飽以後再上學。,Hiệu trưởng nhắc học sinh buổi sáng ăn no ở nhà rồi mới đi học.,ครูใหญ่เตือนนักเรียนว่า ตอนเช้าควรกินให้อิ่มที่บ้านแล้วค่อยไปโรงเรียน,The principal reminded the students to eat enough at home in the morning before going to school.
學生,xué shēng,học sinh / sinh viên,นักเรียน / นักศึกษา,student,學生們早上到教室以前，先在家吃了早餐。,Trước khi đến lớp vào buổi sáng các học sinh đã ăn sáng ở nhà trước.,ก่อนนักเรียนจะมาถึงห้องเรียนตอนเช้า พวกเขากินอาหารเช้าที่บ้านก่อนแล้ว,Before the students arrived at the classroom in the morning they had breakfast at home first.
吃飽,chī bǎo,ăn no,กินอิ่ม,to eat until full,弟弟吃飽以後再去上學，所以第一節課不會肚子餓。,Em trai ăn no rồi mới đi học vì vậy tiết học đầu tiên sẽ không bị đói.,น้องชายกินอิ่มแล้วจึงไปโรงเรียน ดังนั้นคาบแรกจึงไม่หิว,The younger brother goes to school after eating enough so he is not hungry during the first class.
上學,shàng xué,đi học,ไปโรงเรียน,to go to school,小明每天七點半上學，媽媽會先幫他準備早餐。,Tiểu Minh mỗi ngày đi học lúc bảy giờ rưỡi mẹ sẽ chuẩn bị bữa sáng cho cậu ấy trước.,เสี่ยวหมิงไปโรงเรียนทุกวันตอนเจ็ดโมงครึ่ง แม่จะเตรียมอาหารเช้าให้เขาก่อน,Xiaoming goes to school at 7:30 every day and Mom prepares breakfast for him first.
餐廳,cān tīng,nhà hàng / căng tin,ร้านอาหาร / โรงอาหาร,restaurant / cafeteria,有些學生早上在餐廳吃完早餐，再走到教室上課。,Một số học sinh buổi sáng ăn sáng xong ở căng tin rồi mới đi đến lớp học.,นักเรียนบางคนตอนเช้ากินอาหารเช้าที่โรงอาหารเสร็จแล้วจึงเดินไปห้องเรียน,Some students finish breakfast in the cafeteria in the morning and then walk to the classroom.
教室,jiào shì,phòng học,ห้องเรียน,classroom,老師走進教室以前，學生已經安靜地坐好了。,Trước khi giáo viên bước vào lớp học học sinh đã ngồi yên lặng rồi.,ก่อนครูเดินเข้าห้องเรียน นักเรียนก็นั่งอย่างเงียบเรียบร้อยแล้ว,Before the teacher walked into the classroom the students were already sitting quietly.
家,jiā,nhà / gia đình,บ้าน / ครอบครัว,home / family,校長希望學生在家吃飽以後，再到學校上課。,Hiệu trưởng hy vọng học sinh ăn no ở nhà rồi mới đến trường học.,ครูใหญ่หวังว่านักเรียนจะกินให้อิ่มที่บ้านก่อน แล้วค่อยมาโรงเรียนเพื่อเรียนหนังสือ,The principal hopes that students eat enough at home before coming to school for class.
不動,bú dòng,không di chuyển / không chạy,ไม่ขยับ / ไม่ทำงาน,not move / not work,車子突然不動了，車上的人只好先下車。,Chiếc xe đột nhiên không chạy nữa người trên xe đành phải xuống xe trước.,รถอยู่ ๆ ก็ไม่ขยับ คนบนรถจึงต้องลงจากรถก่อน,The car suddenly stopped moving so the people in the car had to get out first.
馬上,mǎ shàng,ngay lập tức,ทันที,immediately,車子停在路中間不動，司機馬上下車檢查。,Chiếc xe dừng giữa đường không chạy tài xế lập tức xuống xe kiểm tra.,รถหยุดอยู่กลางถนนไม่ขยับ คนขับจึงลงจากรถทันทีเพื่อตรวจสอบ,The car stopped in the middle of the road and would not move so the driver immediately got out to check it.
下車,xià chē,xuống xe,ลงจากรถ,to get off a vehicle,車子壞了以後，乘客們都下車站在路邊等。,Sau khi xe bị hỏng hành khách đều xuống xe và đứng bên đường chờ.,หลังจากรถเสีย ผู้โดยสารทุกคนลงจากรถและยืนรออยู่ข้างถนน,After the car broke down the passengers all got out and waited by the roadside.
檢查,jiǎn chá,kiểm tra,ตรวจสอบ,to check / inspect,爸爸打開車門檢查車子，看看是不是哪裡壞了。,Bố mở cửa xe kiểm tra chiếc xe xem có phải chỗ nào bị hỏng không.,พ่อเปิดประตูรถเพื่อตรวจสอบรถ ดูว่ามีตรงไหนเสียหรือไม่,Dad opened the car door to check the car and see whether something was broken.
